treat,replicate,fecundity (eggs/female),LP,LB,AP,AT,AO
13,48,4.5,0,0,1,1,0
13,49,2.1,0,0,1,1,0
13,50,0.6,0,0,1,1,0
13,51,0.3,0,0,1,1,0
13,52,0.0,0,0,1,1,0
13,53,3.7,0,0,1,1,0
13,54,5.5,0,0,1,1,0
13,55,3.8,0,0,1,1,0
13,56,5.9,0,0,1,1,0
13,57,4.3,0,0,1,1,0
13,58,3.7,0,0,1,1,0
13,59,4.9,0,0,1,1,0
13,60,2.2,0,0,1,1,0
13,61,2.5,0,0,1,1,0
13,62,1.1,0,0,1,1,0
13,63,1.0,0,0,1,1,0
13,64,0.5,0,0,1,1,0
13,65,0.9,0,0,1,1,0
14,1,7.1,0,0,1,0,1
14,2,5.6,0,0,1,0,1
14,3,3.8,0,0,1,0,1
14,4,3.5,0,0,1,0,1
14,5,2.5,0,0,1,0,1
14,6,1.3,0,0,1,0,1
14,7,2.0,0,0,1,0,1
14,8,2.2,0,0,1,0,1
14,9,1.5,0,0,1,0,1
14,10,0.2,0,0,1,0,1
14,11,0.3,0,0,1,0,1
14,12,0.4,0,0,1,0,1
14,13,0.0,0,0,1,0,1
14,14,5.4,0,0,1,0,1
14,15,4.9,0,0,1,0,1
14,16,3.0,0,0,1,0,1
14,17,3.7,0,0,1,0,1
14,18,2.8,0,0,1,0,1
14,19,1.7,0,0,1,0,1
14,20,3.4,0,0,1,0,1
14,21,2.7,0,0,1,0,1
14,22,1.9,0,0,1,0,1
14,23,0.9,0,0,1,0,1
14,24,0.2,0,0,1,0,1
14,25,0.0,0,0,1,0,1
14,26,0.0,0,0,1,0,1
14,27,4.6,0,0,1,0,1
14,28,6.4,0,0,1,0,1
14,29,3.8,0,0,1,0,1
14,30,4.2,0,0,1,0,1
14,31,3.9,0,0,1,0,1
14,32,2.7,0,0,1,0,1
14,33,3.3,0,0,1,0,1
14,34,3.5,0,0,1,0,1
14,35,2.9,0,0,1,0,1
14,36,0.7,0,0,1,0,1
14,37,0.1,0,0,1,0,1
14,38,0.0,0,0,1,0,1
14,39,0.0,0,0,1,0,1
14,40,2.1,0,0,1,0,1
14,41,5.6,0,0,1,0,1
14,42,4.7,0,0,1,0,1
14,43,5.6,0,0,1,0,1
14,44,7.5,0,0,1,0,1
14,45,6.5,0,0,1,0,1
14,46,5.6,0,0,1,0,1
14,47,5.1,0,0,1,0,1
14,48,7.1,0,0,1,0,1
14,49,1.8,0,0,1,0,1
14,50,1.2,0,0,1,0,1
14,51,0.2,0,0,1,0,1
14,52,0.3,0,0,1,0,1
14,53,4.8,0,0,1,0,1
14,54,5.6,0,0,1,0,1
14,55,5.1,0,0,1,0,1
14,56,4.8,0,0,1,0,1
14,57,9.0,0,0,1,0,1
14,58,7.1,0,0,1,0,1
14,59,7.0,0,0,1,0,1
14,60,6.2,0,0,1,0,1
14,61,7.1,0,0,1,0,1
14,62,3.5,0,0,1,0,1
14,63,1.1,0,0,1,0,1
14,64,0.7,0,0,1,0,1
14,65,0.2,0,0,1,0,1
15,1,7.6,0,0,0,1,1
15,2,7.0,0,0,0,1,1
15,3,4.0,0,0,0,1,1
15,4,6.0,0,0,0,1,1
15,5,4.4,0,0,0,1,1
15,6,4.6,0,0,0,1,1
15,7,3.8,0,0,0,1,1
15,8,3.6,0,0,0,1,1
15,9,1.6,0,0,0,1,1
15,10,0.2,0,0,0,1,1
15,11,0.0,0,0,0,1,1
15,12,0.0,0,0,0,1,1
15,13,0.0,0,0,0,1,1
15,14,4.8,0,0,0,1,1
15,15,5.7,0,0,0,1,1
15,16,4.6,0,0,0,1,1
15,17,5.5,0,0,0,1,1
15,18,4.3,0,0,0,1,1
15,19,3.8,0,0,0,1,1
15,20,3.2,0,0,0,1,1
15,21,4.1,0,0,0,1,1
15,22,2.9,0,0,0,1,1
15,23,0.9,0,0,0,1,1
15,24,0.1,0,0,0,1,1
15,25,0.0,0,0,0,1,1
15,26,0.0,0,0,0,1,1
15,27,6.1,0,0,0,1,1
15,28,6.1,0,0,0,1,1
15,29,4.5,0,0,0,1,1
15,30,5.8,0,0,0,1,1
15,31,5.4,0,0,0,1,1
15,32,4.6,0,0,0,1,1
15,33,3.2,0,0,0,1,1
15,34,3.7,0,0,0,1,1
15,35,1.3,0,0,0,1,1
15,36,1.1,0,0,0,1,1
15,37,0.4,0,0,0,1,1
15,38,0.4,0,0,0,1,1
15,39,0.0,0,0,0,1,1
15,40,1.0,0,0,0,1,1
15,41,3.4,0,0,0,1,1
15,42,4.5,0,0,0,1,1
15,43,4.7,0,0,0,1,1
15,44,9.3,0,0,0,1,1
15,45,7.7,0,0,0,1,1
15,46,7.6,0,0,0,1,1
15,47,5.1,0,0,0,1,1
15,48,4.5,0,0,0,1,1
15,49,2.1,0,0,0,1,1
15,50,2.4,0,0,0,1,1
15,51,2.3,0,0,0,1,1
15,52,0.6,0,0,0,1,1
15,53,3.5,0,0,0,1,1
15,54,5.8,0,0,0,1,1
15,55,4.9,0,0,0,1,1
15,56,4.5,0,0,0,1,1
15,57,9.2,0,0,0,1,1
15,58,8.1,0,0,0,1,1
15,59,9.7,0,0,0,1,1
15,60,7.1,0,0,0,1,1
15,61,8.2,0,0,0,1,1
15,62,3.6,0,0,0,1,1
15,63,3.9,0,0,0,1,1
15,64,0.9,0,0,0,1,1
15,65,0.0,0,0,0,1,1
16,1,7.0,1,1,1,0,0
16,2,5.1,1,1,1,0,0
16,3,3.1,1,1,1,0,0
16,4,3.4,1,1,1,0,0
16,5,1.4,1,1,1,0,0
16,6,1.0,1,1,1,0,0
16,7,1.3,1,1,1,0,0
16,8,1.4,1,1,1,0,0
16,9,0.6,1,1,1,0,0
16,10,0.9,1,1,1,0,0
16,11,0.4,1,1,1,0,0
16,12,0.0,1,1,1,0,0
16,13,0.0,1,1,1,0,0
16,14,6.6,1,1,1,0,0
16,15,5.3,1,1,1,0,0
16,16,3.4,1,1,1,0,0
16,17,2.9,1,1,1,0,0
16,18,1.1,1,1,1,0,0
16,19,0.9,1,1,1,0,0
16,20,0.9,1,1,1,0,0
16,21,1.3,1,1,1,0,0
16,22,0.4,1,1,1,0,0
16,23,0.3,1,1,1,0,0
16,24,0.1,1,1,1,0,0
16,25,0.0,1,1,1,0,0
16,26,0.0,1,1,1,0,0
16,27,8.8,1,1,1,0,0
16,28,5.9,1,1,1,0,0
16,29,4.0,1,1,1,0,0
16,30,4.3,1,1,1,0,0
16,31,2.8,1,1,1,0,0
16,32,2.5,1,1,1,0,0
16,33,1.8,1,1,1,0,0
16,34,1.6,1,1,1,0,0
16,35,1.9,1,1,1,0,0
16,36,0.3,1,1,1,0,0
16,37,0.1,1,1,1,0,0
16,38,0.0,1,1,1,0,0
16,39,0.0,1,1,1,0,0
16,40,2.2,1,1,1,0,0
16,41,5.9,1,1,1,0,0
16,42,4.5,1,1,1,0,0
16,43,4.0,1,1,1,0,0
16,44,4.4,1,1,1,0,0
16,45,5.3,1,1,1,0,0
16,46,5.1,1,1,1,0,0
16,47,2.7,1,1,1,0,0
16,48,2.7,1,1,1,0,0
16,49,1.4,1,1,1,0,0
16,50,0.2,1,1,1,0,0
16,51,0.0,1,1,1,0,0
16,52,0.0,1,1,1,0,0
16,53,3.4,1,1,1,0,0
16,54,6.1,1,1,1,0,0
16,55,4.9,1,1,1,0,0
16,56,4.4,1,1,1,0,0
16,57,7.1,1,1,1,0,0
16,58,7.1,1,1,1,0,0
16,59,6.8,1,1,1,0,0
16,60,5.7,1,1,1,0,0
16,61,5.6,1,1,1,0,0
16,62,3.1,1,1,1,0,0
16,63,1.7,1,1,1,0,0
16,64,0.9,1,1,1,0,0
16,65,0.4,1,1,1,0,0
17,1,7.2,1,1,0,1,0
17,2,6.5,1,1,0,1,0
17,3,3.1,1,1,0,1,0
17,4,4.2,1,1,0,1,0
17,5,3.8,1,1,0,1,0
17,6,3.5,1,1,0,1,0
17,7,2.4,1,1,0,1,0
17,8,3.3,1,1,0,1,0
17,9,1.9,1,1,0,1,0
17,10,0.4,1,1,0,1,0
17,11,0.0,1,1,0,1,0
17,12,0.0,1,1,0,1,0
17,13,0.0,1,1,0,1,0
17,14,7.6,1,1,0,1,0
17,15,5.9,1,1,0,1,0
17,16,3.8,1,1,0,1,0
17,17,5.2,1,1,0,1,0
17,18,4.7,1,1,0,1,0
17,19,3.4,1,1,0,1,0
17,20,4.6,1,1,0,1,0
17,21,5.1,1,1,0,1,0
17,22,2.2,1,1,0,1,0
17,23,1.8,1,1,0,1,0
17,24,0.9,1,1,0,1,0
17,25,0.6,1,1,0,1,0
17,26,0.0,1,1,0,1,0
17,27,7.9,1,1,0,1,0
17,28,6.3,1,1,0,1,0
17,29,3.1,1,1,0,1,0
17,30,4.4,1,1,0,1,0
17,31,4.2,1,1,0,1,0
17,32,4.1,1,1,0,1,0
17,33,4.1,1,1,0,1,0
17,34,3.2,1,1,0,1,0
17,35,2.9,1,1,0,1,0
17,36,1.5,1,1,0,1,0
17,37,0.3,1,1,0,1,0
17,38,0.4,1,1,0,1,0
17,39,0.1,1,1,0,1,0
17,40,3.2,1,1,0,1,0
17,41,6.5,1,1,0,1,0
17,42,7.0,1,1,0,1,0
17,43,4.6,1,1,0,1,0
17,44,4.4,1,1,0,1,0
17,45,4.5,1,1,0,1,0
17,46,7.6,1,1,0,1,0
17,47,6.5,1,1,0,1,0
17,48,4.7,1,1,0,1,0
17,49,2.2,1,1,0,1,0
17,50,1.6,1,1,0,1,0
17,51,2.0,1,1,0,1,0
17,52,1.7,1,1,0,1,0
17,53,3.0,1,1,0,1,0
17,54,5.0,1,1,0,1,0
17,55,3.0,1,1,0,1,0
17,56,3.3,1,1,0,1,0
17,57,5.0,1,1,0,1,0
17,58,5.2,1,1,0,1,0
17,59,7.0,1,1,0,1,0
17,60,5.3,1,1,0,1,0
17,61,4.1,1,1,0,1,0
17,62,3.0,1,1,0,1,0
17,63,3.0,1,1,0,1,0
17,64,3.3,1,1,0,1,0
17,65,1.3,1,1,0,1,0
18,1,5.4,1,1,0,0,1
18,2,6.1,1,1,0,0,1
18,3,3.5,1,1,0,0,1
18,4,4.0,1,1,0,0,1
18,5,3.6,1,1,0,0,1
18,6,3.7,1,1,0,0,1
18,7,3.6,1,1,0,0,1
18,8,2.8,1,1,0,0,1
18,9,1.3,1,1,0,0,1
18,10,0.4,1,1,0,0,1
18,11,0.0,1,1,0,0,1
18,12,0.0,1,1,0,0,1
18,13,0.0,1,1,0,0,1
18,14,7.3,1,1,0,0,1
18,15,6.0,1,1,0,0,1
18,16,3.8,1,1,0,0,1
18,17,4.7,1,1,0,0,1
18,18,3.1,1,1,0,0,1
18,19,3.2,1,1,0,0,1
18,20,3.0,1,1,0,0,1
18,21,3.3,1,1,0,0,1
18,22,0.2,1,1,0,0,1
18,23,0.1,1,1,0,0,1
18,24,0.0,1,1,0,0,1
18,25,0.0,1,1,0,0,1
18,26,0.0,1,1,0,0,1
18,27,5.4,1,1,0,0,1
18,28,6.9,1,1,0,0,1
18,29,4.8,1,1,0,0,1
18,30,5.5,1,1,0,0,1
18,31,5.3,1,1,0,0,1
18,32,5.5,1,1,0,0,1
18,33,5.8,1,1,0,0,1
18,34,6.0,1,1,0,0,1
18,35,4.6,1,1,0,0,1
18,36,2.5,1,1,0,0,1
18,37,1.0,1,1,0,0,1
18,38,0.4,1,1,0,0,1
18,39,0.4,1,1,0,0,1
18,40,0.9,1,1,0,0,1
18,41,3.1,1,1,0,0,1
18,42,3.3,1,1,0,0,1
18,43,2.5,1,1,0,0,1
18,44,1.8,1,1,0,0,1
18,45,0.2,1,1,0,0,1
18,46,0.0,1,1,0,0,1
18,47,0.0,1,1,0,0,1
18,48,0.0,1,1,0,0,1
18,49,0.0,1,1,0,0,1
18,50,0.0,1,1,0,0,1
18,51,0.0,1,1,0,0,1
18,52,0.0,1,1,0,0,1
18,53,4.7,1,1,0,0,1
18,54,4.9,1,1,0,0,1
18,55,4.5,1,1,0,0,1
18,56,5.5,1,1,0,0,1
18,57,7.8,1,1,0,0,1
18,58,8.3,1,1,0,0,1
18,59,6.3,1,1,0,0,1
18,60,5.3,1,1,0,0,1
18,61,9.0,1,1,0,0,1
18,62,7.7,1,1,0,0,1
18,63,4.0,1,1,0,0,1
18,64,0.7,1,1,0,0,1
18,65,1.8,1,1,0,0,1
19,1,6.9,1,0,1,1,0
19,2,4.6,1,0,1,1,0
19,3,3.6,1,0,1,1,0
19,4,4.8,1,0,1,1,0
19,5,4.4,1,0,1,1,0
19,6,3.0,1,0,1,1,0
19,7,3.6,1,0,1,1,0
19,8,4.2,1,0,1,1,0
19,9,1.4,1,0,1,1,0
19,10,0.2,1,0,1,1,0
19,11,0.0,1,0,1,1,0
19,12,0.0,1,0,1,1,0
19,13,0.0,1,0,1,1,0
19,14,8.2,1,0,1,1,0
19,15,7.5,1,0,1,1,0
19,16,4.5,1,0,1,1,0
19,17,6.2,1,0,1,1,0
19,18,4.2,1,0,1,1,0
19,19,4.1,1,0,1,1,0
19,20,2.8,1,0,1,1,0
19,21,2.5,1,0,1,1,0
19,22,1.6,1,0,1,1,0
19,23,0.2,1,0,1,1,0
19,24,0.0,1,0,1,1,0
19,25,0.0,1,0,1,1,0
19,26,0.0,1,0,1,1,0
19,27,8.9,1,0,1,1,0
19,28,6.1,1,0,1,1,0
19,29,4.3,1,0,1,1,0
19,30,5.5,1,0,1,1,0
19,31,5.1,1,0,1,1,0
19,32,4.4,1,0,1,1,0
19,33,4.3,1,0,1,1,0
19,34,3.1,1,0,1,1,0
19,35,2.9,1,0,1,1,0
19,36,1.8,1,0,1,1,0
19,37,0.2,1,0,1,1,0
19,38,1.0,1,0,1,1,0
19,39,0.1,1,0,1,1,0
19,40,1.8,1,0,1,1,0
19,41,6.2,1,0,1,1,0
19,42,4.4,1,0,1,1,0
19,43,4.2,1,0,1,1,0
19,44,4.6,1,0,1,1,0
19,45,6.4,1,0,1,1,0
19,46,7.5,1,0,1,1,0
19,47,5.6,1,0,1,1,0
19,48,3.8,1,0,1,1,0
19,49,2.2,1,0,1,1,0
19,50,1.3,1,0,1,1,0
19,51,0.6,1,0,1,1,0
19,52,0.0,1,0,1,1,0
19,53,2.3,1,0,1,1,0
19,54,5.7,1,0,1,1,0
19,55,6.1,1,0,1,1,0
19,56,4.4,1,0,1,1,0
19,57,4.0,1,0,1,1,0
19,58,5.6,1,0,1,1,0
19,59,6.7,1,0,1,1,0
19,60,5.2,1,0,1,1,0
19,61,6.2,1,0,1,1,0
19,62,3.6,1,0,1,1,0
19,63,4.0,1,0,1,1,0
19,64,2.4,1,0,1,1,0
19,65,1.1,1,0,1,1,0
20,1,4.0,1,0,1,0,1
20,2,4.5,1,0,1,0,1
20,3,1.9,1,0,1,0,1
20,4,1.2,1,0,1,0,1
20,5,0.3,1,0,1,0,1
20,6,0.0,1,0,1,0,1
20,7,0.0,1,0,1,0,1
20,8,0.0,1,0,1,0,1
20,9,0.0,1,0,1,0,1
20,10,0.0,1,0,1,0,1
20,11,0.0,1,0,1,0,1
20,12,0.0,1,0,1,0,1
20,13,0.0,1,0,1,0,1
20,14,9.0,1,0,1,0,1
20,15,7.0,1,0,1,0,1
20,16,2.8,1,0,1,0,1
20,17,3.2,1,0,1,0,1
20,18,2.2,1,0,1,0,1
20,19,1.9,1,0,1,0,1
20,20,1.9,1,0,1,0,1
20,21,0.9,1,0,1,0,1
20,22,0.2,1,0,1,0,1
20,23,0.2,1,0,1,0,1
20,24,0.3,1,0,1,0,1
20,25,0.0,1,0,1,0,1
20,26,0.0,1,0,1,0,1
20,27,7.1,1,0,1,0,1
20,28,6.2,1,0,1,0,1
20,29,4.0,1,0,1,0,1
20,30,5.2,1,0,1,0,1
20,31,3.9,1,0,1,0,1
20,32,3.8,1,0,1,0,1
20,33,5.3,1,0,1,0,1
20,34,2.8,1,0,1,0,1
20,35,1.6,1,0,1,0,1
20,36,1.1,1,0,1,0,1
20,37,0.2,1,0,1,0,1
20,38,0.1,1,0,1,0,1
20,39,0.1,1,0,1,0,1
20,40,1.5,1,0,1,0,1
20,41,6.3,1,0,1,0,1
20,42,4.8,1,0,1,0,1
20,43,4.5,1,0,1,0,1
20,44,3.5,1,0,1,0,1
20,45,1.7,1,0,1,0,1
20,46,1.2,1,0,1,0,1
20,47,1.2,1,0,1,0,1
20,48,0.9,1,0,1,0,1
20,49,0.0,1,0,1,0,1
20,50,0.0,1,0,1,0,1
20,51,0.0,1,0,1,0,1
20,52,0.0,1,0,1,0,1
20,53,4.7,1,0,1,0,1
20,54,5.7,1,0,1,0,1
20,55,4.9,1,0,1,0,1
20,56,4.8,1,0,1,0,1
20,57,7.1,1,0,1,0,1
20,58,6.3,1,0,1,0,1
20,59,7.5,1,0,1,0,1
20,60,8.5,1,0,1,0,1
20,61,10.3,1,0,1,0,1
20,62,4.2,1,0,1,0,1
20,63,3.1,1,0,1,0,1
20,64,1.9,1,0,1,0,1
20,65,1.3,1,0,1,0,1
21,1,6.5,1,0,1,0,1
21,2,6.6,1,0,0,1,1
21,3,4.5,1,0,0,1,1
21,4,5.7,1,0,0,1,1
21,5,5.1,1,0,0,1,1
21,6,4.3,1,0,0,1,1
21,7,3.0,1,0,0,1,1
21,8,1.4,1,0,0,1,1
21,9,0.1,1,0,0,1,1
21,10,0.0,1,0,0,1,1
21,11,0.0,1,0,0,1,1
21,12,0.0,1,0,0,1,1
21,13,0.0,1,0,0,1,1
21,14,7.6,1,0,0,1,1
21,15,6.5,1,0,0,1,1
21,16,5.0,1,0,0,1,1
21,17,5.7,1,0,0,1,1
21,18,5.3,1,0,0,1,1
21,19,3.2,1,0,0,1,1
21,20,2.3,1,0,0,1,1
21,21,2.3,1,0,0,1,1
21,22,1.2,1,0,0,1,1
21,23,0.0,1,0,0,1,1
21,24,0.0,1,0,0,1,1
21,25,0.0,1,0,0,1,1
21,26,0.0,1,0,0,1,1
21,27,5.7,1,0,0,1,1
21,28,5.8,1,0,0,1,1
21,29,3.7,1,0,0,1,1
21,30,4.1,1,0,0,1,1
21,31,3.6,1,0,0,1,1
21,32,2.8,1,0,0,1,1
21,33,3.3,1,0,0,1,1
21,34,4.5,1,0,0,1,1
21,35,2.6,1,0,0,1,1
21,36,0.7,1,0,0,1,1
21,37,0.1,1,0,0,1,1
21,38,0.0,1,0,0,1,1
21,39,0.0,1,0,0,1,1
21,40,3.8,1,0,0,1,1
21,41,5.5,1,0,0,1,1
21,42,4.6,1,0,0,1,1
21,43,3.1,1,0,0,1,1
21,44,8.7,1,0,0,1,1
21,45,7.4,1,0,0,1,1
21,46,9.4,1,0,0,1,1
21,47,5.3,1,0,0,1,1
21,48,3.6,1,0,0,1,1
21,49,1.3,1,0,0,1,1
21,50,0.1,1,0,0,1,1
21,51,0.1,1,0,0,1,1
21,52,0.0,1,0,0,1,1
21,53,4.1,1,0,0,1,1
21,54,5.2,1,0,0,1,1
21,55,4.4,1,0,0,1,1
21,56,3.7,1,0,0,1,1
21,57,8.1,1,0,0,1,1
21,58,8.8,1,0,0,1,1
21,59,8.2,1,0,0,1,1
21,60,3.8,1,0,0,1,1
21,61,2.9,1,0,0,1,1
21,62,1.6,1,0,0,1,1
21,63,10.3,1,0,0,1,1
21,64,5.0,1,0,0,1,1
21,65,0.0,1,0,0,1,1
22,1,7.9,0,1,1,1,0
22,2,4.5,0,1,1,1,0
22,3,2.5,0,1,1,1,0
22,4,3.8,0,1,1,1,0
22,5,2.3,0,1,1,1,0
22,6,1.5,0,1,1,1,0
22,7,1.0,0,1,1,1,0
22,8,1.7,0,1,1,1,0
22,9,1.0,0,1,1,1,0
22,10,0.0,0,1,1,1,0
22,11,0.1,0,1,1,1,0
22,12,0.0,0,1,1,1,0
22,13,0.0,0,1,1,1,0
22,14,8.2,0,1,1,1,0
22,15,7.6,0,1,1,1,0
22,16,4.7,0,1,1,1,0
22,17,5.1,0,1,1,1,0
22,18,3.9,0,1,1,1,0
22,19,3.1,0,1,1,1,0
22,20,2.4,0,1,1,1,0
22,21,2.5,0,1,1,1,0
22,22,1.1,0,1,1,1,0
22,23,0.7,0,1,1,1,0
22,24,1.0,0,1,1,1,0
22,25,0.3,0,1,1,1,0
22,26,0.0,0,1,1,1,0
22,27,8.3,0,1,1,1,0
22,28,5.2,0,1,1,1,0
22,29,3.1,0,1,1,1,0
22,30,2.9,0,1,1,1,0
22,31,3.2,0,1,1,1,0
22,32,2.3,0,1,1,1,0
22,33,1.8,0,1,1,1,0
22,34,0.8,0,1,1,1,0
22,35,0.7,0,1,1,1,0
22,36,0.2,0,1,1,1,0
22,37,0.2,0,1,1,1,0
22,38,0.0,0,1,1,1,0
22,39,0.0,0,1,1,1,0
22,40,3.7,0,1,1,1,0
22,41,5.9,0,1,1,1,0
22,42,4.9,0,1,1,1,0
22,43,2.2,0,1,1,1,0
22,44,5.9,0,1,1,1,0
22,45,5.4,0,1,1,1,0
22,46,4.2,0,1,1,1,0
22,47,3.6,0,1,1,1,0
22,48,4.4,0,1,1,1,0
22,49,1.7,0,1,1,1,0
22,50,1.3,0,1,1,1,0
22,51,0.3,0,1,1,1,0
22,52,0.1,0,1,1,1,0
22,53,4.1,0,1,1,1,0
22,54,6.5,0,1,1,1,0
22,55,6.8,0,1,1,1,0
22,56,3.8,0,1,1,1,0
22,57,10.3,0,1,1,1,0
22,58,10.3,0,1,1,1,0
22,59,8.7,0,1,1,1,0
22,60,5.6,0,1,1,1,0
22,61,7.7,0,1,1,1,0
22,62,4.7,0,1,1,1,0
22,63,1.9,0,1,1,1,0
22,64,0.9,0,1,1,1,0
22,65,0.2,0,1,1,1,0
23,1,8.2,0,1,1,0,1
23,2,8.2,0,1,1,0,1
23,3,5.1,0,1,1,0,1
23,4,7.4,0,1,1,0,1
23,5,5.6,0,1,1,0,1
23,6,5.1,0,1,1,0,1
23,7,4.2,0,1,1,0,1
23,8,4.3,0,1,1,0,1
23,9,2.4,0,1,1,0,1
23,10,0.4,0,1,1,0,1
23,11,0.2,0,1,1,0,1
23,12,0.0,0,1,1,0,1
23,13,0.0,0,1,1,0,1
23,14,5.5,0,1,1,0,1
23,15,3.8,0,1,1,0,1
23,16,2.1,0,1,1,0,1
23,17,2.9,0,1,1,0,1
23,18,3.2,0,1,1,0,1
23,19,1.5,0,1,1,0,1
23,20,1.6,0,1,1,0,1
23,21,1.6,0,1,1,0,1
23,22,0.5,0,1,1,0,1
23,23,0.1,0,1,1,0,1
23,24,0.0,0,1,1,0,1
23,25,0.0,0,1,1,0,1
23,26,0.0,0,1,1,0,1
23,27,6.6,0,1,1,0,1
23,28,6.5,0,1,1,0,1
23,29,2.8,0,1,1,0,1
23,30,2.6,0,1,1,0,1
23,31,1.8,0,1,1,0,1
23,32,1.0,0,1,1,0,1
23,33,1.1,0,1,1,0,1
23,34,1.0,0,1,1,0,1
23,35,0.6,0,1,1,0,1
23,36,0.1,0,1,1,0,1
23,37,0.1,0,1,1,0,1
23,38,0.1,0,1,1,0,1
23,39,0.1,0,1,1,0,1
23,40,4.5,0,1,1,0,1
23,41,6.1,0,1,1,0,1
23,42,3.5,0,1,1,0,1
23,43,2.5,0,1,1,0,1
23,44,6.5,0,1,1,0,1
23,45,5.7,0,1,1,0,1
23,46,6.4,0,1,1,0,1
23,47,4.1,0,1,1,0,1
23,48,4.5,0,1,1,0,1
23,49,2.6,0,1,1,0,1
23,50,1.6,0,1,1,0,1
23,51,1.3,0,1,1,0,1
23,52,0.6,0,1,1,0,1
23,53,4.0,0,1,1,0,1
23,54,6.6,0,1,1,0,1
23,55,5.4,0,1,1,0,1
23,56,3.0,0,1,1,0,1
23,57,7.2,0,1,1,0,1
23,58,6.3,0,1,1,0,1
23,59,5.4,0,1,1,0,1
23,60,5.6,0,1,1,0,1
23,61,6.9,0,1,1,0,1
23,62,4.9,0,1,1,0,1
23,63,3.1,0,1,1,0,1
23,64,0.6,0,1,1,0,1
23,65,0.2,0,1,1,0,1
24,1,7.3,0,1,0,1,1
24,2,6.6,0,1,0,1,1
24,3,4.4,0,1,0,1,1
24,4,5.6,0,1,0,1,1
24,5,5.0,0,1,0,1,1
24,6,3.4,0,1,0,1,1
24,7,2.6,0,1,0,1,1
24,8,2.8,0,1,0,1,1
24,9,2.3,0,1,0,1,1
24,10,0.4,0,1,0,1,1
24,11,0.0,0,1,0,1,1
24,12,0.0,0,1,0,1,1
24,13,0.0,0,1,0,1,1
24,14,6.3,0,1,0,1,1
24,15,7.0,0,1,0,1,1
24,16,4.4,0,1,0,1,1
24,17,4.7,0,1,0,1,1
24,18,4.9,0,1,0,1,1
24,19,3.7,0,1,0,1,1
24,20,2.8,0,1,0,1,1
24,21,2.6,0,1,0,1,1
24,22,1.2,0,1,0,1,1
24,23,0.4,0,1,0,1,1
24,24,0.0,0,1,0,1,1
24,25,0.0,0,1,0,1,1
24,26,0.0,0,1,0,1,1
24,27,3.6,0,1,0,1,1
24,28,4.5,0,1,0,1,1
24,29,3.7,0,1,0,1,1
24,30,5.4,0,1,0,1,1
24,31,4.7,0,1,0,1,1
24,32,5.1,0,1,0,1,1
24,33,4.8,0,1,0,1,1
24,34,4.3,0,1,0,1,1
24,35,2.9,0,1,0,1,1
24,36,1.2,0,1,0,1,1
24,37,0.4,0,1,0,1,1
24,38,0.0,0,1,0,1,1
24,39,0.0,0,1,0,1,1
24,40,2.2,0,1,0,1,1
24,41,5.6,0,1,0,1,1
24,42,4.8,0,1,0,1,1
24,43,2.9,0,1,0,1,1
24,44,5.9,0,1,0,1,1
24,45,6.1,0,1,0,1,1
24,46,6.4,0,1,0,1,1
24,47,5.3,0,1,0,1,1
24,48,7.4,0,1,0,1,1
24,49,3.4,0,1,0,1,1
24,50,2.2,0,1,0,1,1
24,51,3.9,0,1,0,1,1
24,52,3.0,0,1,0,1,1
24,53,3.8,0,1,0,1,1
24,54,5.0,0,1,0,1,1
24,55,4.6,0,1,0,1,1
24,56,3.2,0,1,0,1,1
24,57,7.7,0,1,0,1,1
24,58,7.6,0,1,0,1,1
24,59,6.9,0,1,0,1,1
24,60,5.4,0,1,0,1,1
24,61,4.9,0,1,0,1,1
24,62,2.5,0,1,0,1,1
24,63,1.2,0,1,0,1,1
24,64,0.1,0,1,0,1,1
24,65,0.1,0,1,0,1,1
25,1,6.9,0,0,1,1,1
25,2,4.3,0,0,1,1,1
25,3,3.0,0,0,1,1,1
25,4,2.9,0,0,1,1,1
25,5,2.4,0,0,1,1,1
25,6,0.9,0,0,1,1,1
25,7,0.4,0,0,1,1,1
25,8,0.2,0,0,1,1,1
25,9,0.0,0,0,1,1,1
25,10,0.1,0,0,1,1,1
25,11,0.0,0,0,1,1,1
25,12,0.0,0,0,1,1,1
25,13,0.0,0,0,1,1,1
25,14,6.5,0,0,1,1,1
25,15,2.9,0,0,1,1,1
25,16,1.2,0,0,1,1,1
25,17,2.1,0,0,1,1,1
25,18,1.7,0,0,1,1,1
25,19,1.1,0,0,1,1,1
25,20,1.7,0,0,1,1,1
25,21,1.8,0,0,1,1,1
25,22,1.0,0,0,1,1,1
25,23,0.7,0,0,1,1,1
25,24,0.1,0,0,1,1,1
25,25,0.1,0,0,1,1,1
25,26,0.0,0,0,1,1,1
25,27,7.1,0,0,1,1,1
25,28,7.1,0,0,1,1,1
25,29,4.4,0,0,1,1,1
25,30,6.1,0,0,1,1,1
25,31,4.9,0,0,1,1,1
25,32,4.2,0,0,1,1,1
25,33,5.5,0,0,1,1,1
25,34,6.2,0,0,1,1,1
25,35,5.0,0,0,1,1,1
25,36,1.7,0,0,1,1,1
25,37,0.9,0,0,1,1,1
25,38,1.2,0,0,1,1,1
25,39,0.1,0,0,1,1,1
25,40,4.4,0,0,1,1,1
25,41,5.9,0,0,1,1,1
25,42,5.4,0,0,1,1,1
