sample_id,LP,LB,AP,AT,AO
hostfit_t26_1247,0,111000,262000,327000,0
hostfit_t26_1248,62600,11133,65417,196000,0
hostfit_t27_1249,224000,77928,16354,0,267000
hostfit_t27_1250,447000,77928,360000,0,180000
hostfit_t27_1251,268000,122000,16354,0,235000
hostfit_t27_1252,224000,44530,49063,0,267000
hostfit_t27_1253,358000,44530,114000,0,94105
hostfit_t27_1254,313000,1e+05,16354,0,173000
hostfit_t27_1255,358000,33398,16354,0,180000
hostfit_t27_1256,224000,11133,0,0,322000
hostfit_t27_1257,179000,44530,98125,0,62737
hostfit_t27_1258,152000,1e+05,16354,0,180000
hostfit_t27_1259,17886,111000,49063,0,204000
hostfit_t27_1260,134000,44530,278000,0,165000
hostfit_t27_1261,537000,33398,16354,0,235000
hostfit_t27_1262,224000,445000,16354,0,78421
hostfit_t27_1263,313000,334000,0,0,471000
hostfit_t27_1264,116000,390000,0,0,392000
hostfit_t27_1265,107000,234000,0,0,31368
hostfit_t27_1266,179000,557000,32708,0,204000
hostfit_t27_1267,89428,156000,0,0,31368
hostfit_t27_1268,179000,557000,16354,0,141000
hostfit_t27_1269,259000,445000,0,0,149000
hostfit_t27_1270,53657,278000,0,0,23526
hostfit_t27_1271,134000,445000,0,0,15684
hostfit_t27_1272,367000,557000,0,0,196000
hostfit_t27_1273,152000,145000,16354,0,70579
hostfit_t27_1274,447000,345000,16354,0,235000
hostfit_t27_1275,358000,66796,0,0,78421
hostfit_t27_1276,268000,55663,0,0,102000
hostfit_t27_1277,268000,11133,0,0,39210
hostfit_t27_1278,537000,122000,32708,0,78421
hostfit_t27_1279,224000,0,32708,0,94105
hostfit_t27_1280,447000,178000,327000,0,70579
hostfit_t27_1281,134000,0,49063,0,62737
hostfit_t27_1282,179000,156000,131000,0,86263
hostfit_t27_1283,179000,0,0,0,62737
hostfit_t27_1284,268000,0,0,0,86263
hostfit_t27_1285,224000,89061,81771,0,549000
hostfit_t27_1286,224000,33398,49063,0,314000
hostfit_t27_1287,537000,55663,213000,0,627000
hostfit_t27_1288,89428,55663,81771,0,78421
hostfit_t27_1289,268000,55663,65417,0,314000
hostfit_t27_1290,125000,66796,0,0,157000
hostfit_t27_1291,268000,44530,0,0,196000
hostfit_t27_1292,268000,33398,180000,0,549000
hostfit_t27_1293,0,0,0,0,62737
hostfit_t27_1294,537000,33398,164000,0,627000
hostfit_t27_1295,537000,66796,32708,0,314000
hostfit_t27_1296,17886,0,0,0,125000
hostfit_t28_1297,179000,89061,0,49063,549000
hostfit_t28_1298,358000,89061,0,114000,314000
hostfit_t28_1299,358000,44530,0,16354,471000
hostfit_t28_1300,447000,0,0,0,157000
hostfit_t28_1301,537000,1e+05,0,98125,212000
hostfit_t28_1302,358000,134000,0,16354,94105
hostfit_t28_1303,224000,33398,0,32708,86263
hostfit_t28_1304,313000,0,0,49063,314000
hostfit_t28_1305,179000,11133,0,32708,94105
hostfit_t28_1306,313000,55663,0,180000,549000
hostfit_t28_1307,107000,33398,0,16354,471000
hostfit_t28_1308,268000,22265,0,98125,549000
hostfit_t28_1309,268000,445000,0,81771,173000
hostfit_t28_1310,71543,445000,0,16354,133000
hostfit_t28_1311,17886,167000,0,0,31368
hostfit_t28_1312,277000,445000,0,16354,361000
hostfit_t28_1313,26828,167000,0,16354,78421
hostfit_t28_1314,80485,189000,0,0,39210
hostfit_t28_1315,98371,445000,0,0,125000
hostfit_t28_1316,80485,390000,0,0,15684
hostfit_t28_1317,537000,234000,0,0,471000
hostfit_t28_1318,313000,390000,0,0,274000
hostfit_t28_1319,53657,289000,0,0,31368
hostfit_t28_1320,206000,334000,0,0,314000
hostfit_t28_1321,358000,223000,0,81771,118000
hostfit_t28_1322,313000,11133,0,98125,62737
hostfit_t28_1323,161000,66796,0,196000,149000
hostfit_t28_1324,179000,145000,0,81771,39210
hostfit_t28_1325,179000,66796,0,180000,94105
hostfit_t28_1326,224000,77928,0,196000,94105
hostfit_t28_1327,358000,11133,0,164000,196000
hostfit_t28_1328,17886,0,0,32708,102000
hostfit_t28_1329,170000,55663,0,98125,235000
hostfit_t28_1330,116000,22265,0,164000,47052
hostfit_t28_1331,447000,89061,0,114000,118000
hostfit_t28_1332,402000,77928,0,147000,23526
hostfit_t28_1333,537000,145000,0,327000,627000
hostfit_t28_1334,116000,11133,0,81771,196000
hostfit_t28_1335,358000,11133,0,114000,196000
hostfit_t28_1336,358000,89061,0,409000,706000
hostfit_t28_1337,268000,167000,0,131000,314000
hostfit_t28_1338,537000,1e+05,0,213000,549000
hostfit_t28_1339,268000,66796,0,294000,392000
hostfit_t28_1340,268000,145000,0,180000,274000
hostfit_t28_1341,224000,22265,0,164000,235000
hostfit_t28_1342,537000,55663,0,491000,706000
hostfit_t28_1343,179000,66796,0,180000,392000
hostfit_t28_1344,17886,0,0,0,141000
hostfit_t29_1345,107000,0,0,49063,196000
hostfit_t29_1346,71543,0,0,81771,180000
hostfit_t29_1347,224000,0,0,131000,180000
hostfit_t29_1348,447000,0,0,16354,314000
hostfit_t29_1349,224000,0,0,65417,251000
hostfit_t29_1350,143000,0,0,32708,314000
hostfit_t29_1351,313000,0,0,98125,235000
hostfit_t29_1352,286000,0,0,65417,227000
hostfit_t29_1353,134000,0,0,245000,157000
hostfit_t29_1354,89428,0,0,98125,110000
hostfit_t29_1355,134000,0,0,32708,125000
hostfit_t29_1356,0,0,0,16354,471000
hostfit_t29_1357,537000,0,0,131000,376000
hostfit_t29_1358,537000,0,0,16354,196000
hostfit_t29_1359,268000,0,0,32708,94105
hostfit_t29_1360,537000,0,0,0,102000
hostfit_t29_1361,215000,0,0,0,165000
hostfit_t29_1362,358000,0,16354,0,102000
hostfit_t29_1363,313000,0,16354,0,102000
hostfit_t29_1364,340000,0,0,0,274000
hostfit_t29_1365,224000,0,0,0,157000
hostfit_t29_1366,358000,0,0,0,165000
hostfit_t29_1367,80485,0,0,32708,47052
hostfit_t29_1368,224000,0,0,16354,78421
hostfit_t29_1369,80485,0,0,49063,62737
hostfit_t29_1370,268000,0,65417,131000,157000
hostfit_t29_1371,447000,0,0,196000,220000
hostfit_t29_1372,224000,0,16354,32708,39210
hostfit_t29_1373,358000,0,16354,0,471000
hostfit_t29_1374,313000,0,0,147000,314000
hostfit_t29_1375,17886,0,0,49063,0
hostfit_t29_1376,179000,0,16354,32708,15684
hostfit_t29_1377,26828,0,0,98125,15684
hostfit_t29_1378,134000,0,16354,81771,54894
hostfit_t29_1379,224000,0,0,49063,0
hostfit_t29_1380,125000,0,0,65417,70579
hostfit_t29_1381,537000,0,147000,180000,314000
hostfit_t29_1382,71543,0,0,0,110000
hostfit_t29_1383,268000,0,16354,294000,235000
hostfit_t29_1384,358000,0,180000,213000,471000
hostfit_t29_1385,447000,0,32708,65417,314000
hostfit_t29_1386,358000,0,0,32708,157000
hostfit_t29_1387,80485,0,0,32708,157000
hostfit_t29_1388,62600,0,0,164000,353000
hostfit_t29_1389,358000,0,114000,180000,392000
hostfit_t29_1390,71543,0,0,0,39210
hostfit_t29_1391,179000,0,0,0,78421
hostfit_t29_1392,358000,0,0,0,110000
hostfit_t30_1393,0,557000,32708,49063,180000
hostfit_t30_1394,0,668000,49063,49063,227000
hostfit_t30_1395,0,445000,32708,65417,227000
hostfit_t30_1396,0,156000,49063,65417,243000
hostfit_t30_1397,0,445000,32708,98125,118000
hostfit_t30_1398,0,334000,0,16354,78421
hostfit_t30_1399,0,445000,0,32708,243000
hostfit_t30_1400,0,557000,0,49063,173000
hostfit_t30_1401,0,11133,49063,16354,110000
hostfit_t30_1402,0,668000,98125,98125,188000
hostfit_t30_1403,0,223000,16354,131000,392000
hostfit_t30_1404,0,557000,114000,0,235000
hostfit_t30_1405,0,334000,16354,0,173000
hostfit_t30_1406,0,445000,0,0,70579
hostfit_t30_1407,0,334000,0,0,31368
hostfit_t30_1408,0,334000,81771,196000,157000
hostfit_t30_1409,0,334000,0,0,62737
hostfit_t30_1410,0,445000,0,0,86263
hostfit_t30_1411,0,445000,818000,32708,54894
hostfit_t30_1412,0,557000,16354,0,133000
hostfit_t30_1413,0,445000,0,0,196000
hostfit_t30_1414,0,334000,16354,0,70579
hostfit_t30_1415,0,445000,32708,32708,78421
hostfit_t30_1416,0,334000,131000,0,235000
hostfit_t30_1417,0,668000,49063,147000,235000
hostfit_t30_1418,0,668000,16354,98125,94105
hostfit_t30_1419,0,445000,213000,572000,157000
hostfit_t30_1420,0,557000,32708,98125,102000
hostfit_t30_1421,0,278000,16354,81771,62737
hostfit_t30_1422,0,223000,0,180000,102000
hostfit_t30_1423,0,390000,0,245000,235000
hostfit_t30_1424,0,278000,16354,81771,62737
hostfit_t30_1425,0,111000,0,65417,39210
hostfit_t30_1426,0,134000,16354,98125,102000
hostfit_t30_1427,0,668000,376000,360000,0
hostfit_t30_1428,0,223000,0,294000,15684
hostfit_t30_1429,0,122000,32708,81771,196000
hostfit_t30_1430,0,66796,16354,229000,314000
hostfit_t30_1431,0,278000,49063,196000,471000
hostfit_t30_1432,0,334000,294000,278000,549000
hostfit_t30_1433,0,55663,0,98125,196000
hostfit_t30_1434,0,22265,98125,32708,157000
hostfit_t30_1435,0,1e+05,0,0,274000
hostfit_t30_1436,0,145000,49063,0,196000
hostfit_t30_1437,0,66796,0,131000,196000
hostfit_t30_1438,0,334000,49063,98125,549000
hostfit_t30_1439,0,334000,0,98125,471000
hostfit_t30_1440,0,22265,16354,49063,157000
hostfit_t31_1441,224000,1e+05,32708,81771,329000
hostfit_t31_1442,268000,334000,572000,81771,314000
hostfit_t31_1443,179000,1e+05,65417,81771,392000
hostfit_t31_1444,134000,178000,16354,131000,149000
hostfit_t31_1445,179000,44530,0,98125,141000
hostfit_t31_1446,134000,22265,32708,343000,314000
hostfit_t31_1447,8942.8,11133,0,16354,251000
hostfit_t31_1448,44714,0,49063,0,196000
hostfit_t31_1449,134000,66796,262000,32708,125000
hostfit_t31_1450,268000,0,81771,131000,322000
hostfit_t31_1451,26828,0,16354,131000,392000
hostfit_t31_1452,179000,0,49063,32708,133000
hostfit_t31_1453,537000,334000,16354,0,471000
hostfit_t31_1454,224000,668000,0,0,7842.1
hostfit_t31_1455,447000,278000,16354,0,235000
hostfit_t31_1456,537000,445000,16354,16354,235000
hostfit_t31_1457,537000,445000,81771,0,180000
hostfit_t31_1458,98371,245000,0,0,471000
hostfit_t31_1459,26828,256000,0,0,15684
hostfit_t31_1460,71543,445000,0,0,15684
hostfit_t31_1461,358000,66796,32708,0,549000
hostfit_t31_1462,170000,445000,65417,16354,157000
hostfit_t31_1463,268000,334000,49063,0,274000
hostfit_t31_1464,197000,334000,0,32708,102000
hostfit_t31_1465,179000,11133,16354,164000,86263
hostfit_t31_1466,134000,33398,16354,81771,47052
hostfit_t31_1467,358000,77928,0,196000,157000
hostfit_t31_1468,71543,0,0,131000,78421
hostfit_t31_1469,80485,11133,0,32708,70579
hostfit_t31_1470,116000,66796,0,32708,86263
hostfit_t31_1471,116000,11133,0,81771,125000
hostfit_t31_1472,224000,0,16354,131000,86263
hostfit_t31_1473,8942.8,0,0,16354,39210
hostfit_t31_1474,62600,22265,16354,180000,15684
hostfit_t31_1475,358000,66796,49063,98125,235000
hostfit_t31_1476,268000,66796,0,147000,196000
hostfit_t31_1477,537000,89061,81771,164000,314000
hostfit_t31_1478,98371,0,81771,164000,392000
hostfit_t31_1479,358000,89061,0,164000,471000
hostfit_t31_1480,0,256000,0,245000,353000
hostfit_t31_1481,537000,55663,49063,327000,235000
hostfit_t31_1482,35771,11133,32708,32708,141000
hostfit_t31_1483,71543,334000,164000,409000,549000
hostfit_t31_1484,447000,11133,131000,164000,235000
hostfit_t31_1485,161000,11133,0,81771,196000
hostfit_t31_1486,447000,33398,98125,229000,549000
hostfit_t31_1487,268000,66796,32708,32708,267000
hostfit_t31_1488,98371,0,49063,49063,180000
