analysis_set,budget_pairs,repeat,difference,comparison,metric
carlstrom_phyllosphere_2019,5,5,-0.11420698101653409,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,6,0.008064516129032195,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,7,0.10913114372233867,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,8,0.06362179487179481,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,9,-0.09905888030888038,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,10,0.047053342650827,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,11,0.02703703703703708,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,12,0.07005494505494514,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,13,0.05686644643699862,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,14,-0.011549057003602425,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,15,-0.03308823529411764,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,16,0.0998925886143931,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,17,0.057291666666666796,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,18,-0.031193490054249595,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,19,0.0463199772662688,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,5,20,-0.05044046604148905,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,1,-0.06498643761302003,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,2,-0.02391581632653056,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,3,0.0876350540216086,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,4,0.14680347277032368,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,5,-0.11420698101653409,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,6,0.008064516129032195,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,7,0.10913114372233867,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,8,0.0873397435897435,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,9,-0.09905888030888038,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,10,0.047053342650827,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,11,0.02703703703703708,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,12,0.07005494505494514,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,13,0.05686644643699862,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,14,-0.011549057003602425,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,15,-0.03308823529411764,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,16,0.05585392051557464,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,17,0.13048245614035098,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,18,-0.031193490054249595,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,19,0.0463199772662688,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,10,20,-0.05044046604148905,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,1,-0.06498643761302003,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,2,-0.02391581632653056,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,3,0.021608643457382892,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,4,0.0923441199684294,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,5,0.020820575627679028,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,6,0.008064516129032195,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,7,0.10913114372233867,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,8,0.07387820512820514,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,9,-0.09905888030888038,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,10,0.10738411367342188,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,11,0.02703703703703708,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,12,0.07005494505494514,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,13,0.05686644643699862,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,14,-0.011549057003602425,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,15,0.0071366782006920815,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,16,0.17937701396348016,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,17,0.20778508771929832,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,18,-0.031193490054249595,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,19,0.0463199772662688,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,20,20,-0.05044046604148905,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,1,-0.12104430379746844,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,2,0.12149234693877559,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,3,0.18247298919567828,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,4,0.21349644830307812,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,5,0.11298224127372924,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,6,0.08437650457390466,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,7,0.13172606568832979,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,8,0.41298076923076915,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,9,0.0278716216216216,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,10,0.058700209643605894,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,11,0.04901234567901236,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,12,0.03159340659340654,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,13,0.27866918357715903,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,14,-0.011549057003602425,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,15,-0.05298442906574391,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,16,0.16756176154672398,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,17,0.07757675438596495,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,18,-0.04113924050632911,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,19,-0.0613810741687979,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,50,20,-0.01719238420005681,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,1,-0.09188517179023514,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,2,0.14445153061224497,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,3,0.11524609843937578,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,4,0.31452249408050514,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,5,0.02204531537048371,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,6,0.0326191622532499,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,7,0.0315630095504309,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,8,0.3870192307692308,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,9,0.0244932432432432,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,10,0.21267179128814345,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,11,0.13666666666666683,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,12,0.045329670329670335,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,13,0.23525247758376594,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,14,0.12492053401144321,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,15,0.05384948096885811,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,16,0.27497314715359833,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,17,0.10581140350877188,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,18,-0.05786618444846292,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,19,-0.06081273088945721,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,100,20,0.027138391588519495,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,1,-0.08781645569620272,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,2,0.08577806122448989,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,3,0.33493397358943583,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,4,0.2975532754538279,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,5,0.15768524188609911,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,6,0.05500722195474239,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,7,0.1033077102259492,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,8,0.3953525641025641,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,9,-0.0034990347490347906,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,10,0.16608432331702777,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,11,0.14851851851851872,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,12,0.20302197802197808,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,13,0.24657857479943374,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,14,0.16179275270184357,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,15,0.08369377162629754,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,16,0.22663802363050478,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,17,0.08991228070175444,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,18,0.14692585895117538,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,19,0.2659846547314578,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,200,20,0.06464904802500704,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,1,-0.10431735985533452,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,2,0.11830357142857145,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,3,0.30732292917166865,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,4,0.24822415153906874,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,5,0.18891610532761793,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,6,0.019138180067404975,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,7,0.14523643139995346,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,8,0.4020833333333333,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,9,0.09375,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,10,0.18658280922431864,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,11,0.16481481481481497,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,12,0.17005494505494512,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,13,0.22203869749882027,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,14,0.16730239457512186,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,15,0.06855536332179935,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,16,0.2158968850698174,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,17,0.19490131578947373,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,18,0.1767631103074142,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,19,0.3199772662688264,LENS restricted minus OneNet,auroc
carlstrom_phyllosphere_2019,275,20,0.10699062233589096,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,1,0.017736865738661844,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,2,-0.015957446808510745,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,3,0.0629612546125462,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,4,0.08044733044733043,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,5,0.2913669064748201,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,6,-0.017307692307692357,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,7,0.04094827586206906,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,8,0.002477291494632383,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,9,0.3750000000000001,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,10,0.09591194968553463,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,11,0.13319134993446913,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,12,0.009836065573770592,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,13,0.11886792452830186,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,14,-0.05877701634159194,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,15,0.05534055727554177,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,16,0.017689530685920607,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,17,0.06230158730158741,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,18,0.09432648799164634,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,19,0.08982808022922628,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,5,20,-0.0634078212290502,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,1,0.017736865738661844,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,2,-0.015957446808510745,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,3,0.0629612546125462,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,4,0.08044733044733043,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,5,0.2913669064748201,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,6,-0.017307692307692357,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,7,0.04094827586206906,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,8,0.002477291494632383,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,9,0.3750000000000001,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,10,0.09591194968553463,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,11,0.13319134993446913,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,12,0.009836065573770592,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,13,0.11886792452830186,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,14,-0.05877701634159194,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,15,0.05534055727554177,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,16,0.017689530685920607,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,17,0.06230158730158741,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,18,0.09432648799164634,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,19,0.08982808022922628,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,10,20,-0.0634078212290502,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,1,0.017736865738661844,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,2,-0.015957446808510745,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,3,0.0629612546125462,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,4,0.08044733044733043,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,5,0.2913669064748201,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,6,-0.017307692307692357,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,7,0.04094827586206906,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,8,0.002477291494632383,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,9,0.3750000000000001,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,10,0.09591194968553463,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,11,0.13319134993446913,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,12,0.009836065573770592,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,13,0.11886792452830186,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,14,-0.05877701634159194,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,15,0.05534055727554177,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,16,0.017689530685920607,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,17,0.06230158730158741,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,18,0.09432648799164634,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,19,0.08982808022922628,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,20,20,-0.0634078212290502,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,1,0.017736865738661844,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,2,-0.015957446808510745,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,3,0.0629612546125462,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,4,0.08044733044733043,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,5,0.2913669064748201,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,6,-0.017307692307692357,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,7,0.04094827586206906,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,8,0.002477291494632383,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,9,0.3750000000000001,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,10,0.06698113207547163,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,11,0.13876146788990829,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,12,0.009836065573770592,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,13,0.11886792452830186,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,14,-0.05877701634159194,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,15,0.05534055727554177,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,16,0.017689530685920607,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,17,0.06230158730158741,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,18,0.09432648799164634,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,19,0.08982808022922628,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,50,20,-0.0634078212290502,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,1,0.017736865738661844,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,2,-0.04787234042553201,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,3,0.0629612546125462,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,4,0.04870129870129858,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,5,0.2913669064748201,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,6,-0.017307692307692357,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,7,-0.3426724137931034,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,8,-0.022708505367464937,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,9,0.39714285714285713,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,10,0.07515723270440267,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,11,0.12237876802096992,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,12,0.009836065573770592,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,13,0.07056603773584913,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,14,-0.05877701634159194,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,15,0.046052631578947345,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,16,-0.028519855595667942,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,17,0.07658730158730143,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,18,0.09432648799164634,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,19,0.08982808022922628,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,100,20,-0.0634078212290502,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,1,0.017736865738661844,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,2,-0.042553191489361986,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,3,0.06665129151291527,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,4,-0.009018759018759037,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,5,0.28057553956834524,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,6,0.015000000000000013,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,7,-0.2219827586206896,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,8,-0.03922378199834853,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,9,0.38642857142857134,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,10,-0.020440251572326984,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,11,0.08666448230668411,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,12,0.009836065573770592,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,13,-0.010566037735849076,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,14,-0.05877701634159194,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,15,0.04140866873065019,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,16,0.012635379061371799,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,17,0.08214285714285718,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,18,0.09432648799164634,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,19,0.011318051575931132,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,200,20,-0.05279329608938543,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,1,0.013246519982038518,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,2,-0.5585106382978726,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,3,-0.002075645756457356,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,4,0.09271284271284264,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,5,0.34292565947242204,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,6,-0.31807692307692315,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,7,0.04094827586206906,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,8,-0.08753096614368294,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,9,0.3892857142857141,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,10,-0.09716981132075464,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,11,0.14629750982961998,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,12,0.009836065573770592,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,13,0.08264150943396231,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,14,-0.3497627833421191,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,15,0.08397832817337458,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,16,0.003971119133574064,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,17,0.08452380952380978,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,18,0.04281239122868086,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,19,-0.04885386819484239,LENS restricted minus OneNet,auroc
schafer_phyllosphere_2022,357,20,-0.2270949720670391,LENS restricted minus OneNet,auroc
butyrate_assembly_2021,5,1,-0.22499999999999998,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,2,-0.16477272727272724,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,5,-0.1875,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,6,0.33333333333333337,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,7,0.06349206349206354,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,8,0.14583333333333331,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,9,-0.0892857142857143,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,10,0.044642857142857095,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,11,0.08333333333333337,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,12,0.3157894736842105,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,13,0.1428571428571429,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,14,-0.0833333333333333,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,15,0.1428571428571429,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,16,0.12012987012987009,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,17,-0.037878787878787845,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,18,0.17272727272727267,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,5,20,-0.21250000000000002,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,1,-0.125,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,2,-0.16477272727272724,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,5,-0.4375,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,6,0.41666666666666674,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,7,0.12698412698412703,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,8,0.08333333333333329,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,9,-0.0892857142857143,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,10,0.0714285714285714,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,11,0.08333333333333326,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,12,0.21052631578947367,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,13,0.0,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,14,0.0,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,15,0.1428571428571429,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,16,0.009740259740259716,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,17,0.045454545454545414,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,18,0.17272727272727267,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,10,20,-0.1625000000000001,LENS distributed minus OneNet,auroc
butyrate_assembly_2021,13,1,-0.10833333333333339,LENS distributed minus OneNet,auroc
