analysis_set,repeat,status,test_pairs,test_interactions,test_neutrals,budget_pairs,method,auprc,auroc,fallback,selected_setting,training_interactions,training_neutrals,test_taxon_coverage,test_pairs_both_taxa_covered
carlstrom_phyllosphere_2019,3,ok,126,7,119,275,Poisson GLMNet,0.05555555555555555,0.4789915966386555,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,275,SparCC,0.08180812732458197,0.5222088835534213,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,275,SPIEC-EASI,0.0761904761904762,0.5522208883553421,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,275,LENS restricted,0.0946567800016076,0.6638655462184874,False,lambda=0.1,42.0,233.0,0.0,0.0
carlstrom_phyllosphere_2019,3,ok,126,7,119,275,LENS distributed,0.09092646110346464,0.43697478991596633,False,lambda=1,34.0,241.0,1.0,1.0
carlstrom_phyllosphere_2019,4,ok,195,14,181,5,OneNet,0.07183251947856066,0.4400157853196527,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,5,Fixed mean,0.08050492702228967,0.4771112865035517,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,5,PLNNetwork,0.07179487179487179,0.5,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,5,Poisson GLMNet,0.07179487179487179,0.48895027624309395,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,5,SparCC,0.08193480666645503,0.47829518547750594,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,5,SPIEC-EASI,0.07179487179487179,0.5,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,5,LENS restricted,0.08050492702228967,0.4771112865035517,True,lambda=0.01,1.0,4.0,0.0,0.0
carlstrom_phyllosphere_2019,4,ok,195,14,181,5,LENS distributed,0.08050492702228967,0.4771112865035517,True,lambda=0.01,1.0,4.0,0.18181818181818182,0.02564102564102564
carlstrom_phyllosphere_2019,4,ok,195,14,181,10,OneNet,0.07183251947856066,0.4400157853196527,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,10,Fixed mean,0.08050492702228967,0.4771112865035517,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,10,PLNNetwork,0.07179487179487179,0.5,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,10,Poisson GLMNet,0.07179487179487179,0.48895027624309395,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,10,SparCC,0.08193480666645503,0.47829518547750594,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,10,SPIEC-EASI,0.07179487179487179,0.5,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,10,LENS restricted,0.12253404336642579,0.5868192580899764,False,lambda=10,3.0,7.0,0.0,0.0
carlstrom_phyllosphere_2019,4,ok,195,14,181,10,LENS distributed,0.08050492702228967,0.4771112865035517,True,lambda=0.01,1.0,9.0,0.2727272727272727,0.06153846153846154
carlstrom_phyllosphere_2019,4,ok,195,14,181,20,OneNet,0.07183251947856066,0.4400157853196527,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,20,Fixed mean,0.08050492702228967,0.4771112865035517,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,20,PLNNetwork,0.07179487179487179,0.5,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,20,Poisson GLMNet,0.07179487179487179,0.48895027624309395,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,20,SparCC,0.08193480666645503,0.47829518547750594,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,20,SPIEC-EASI,0.07179487179487179,0.5,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,20,LENS restricted,0.09003515774984548,0.5323599052880821,False,lambda=0.01,5.0,15.0,0.0,0.0
carlstrom_phyllosphere_2019,4,ok,195,14,181,20,LENS distributed,0.08050492702228967,0.4771112865035517,True,lambda=10,2.0,18.0,0.5,0.2512820512820513
carlstrom_phyllosphere_2019,4,ok,195,14,181,50,OneNet,0.07183251947856066,0.4400157853196527,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,50,Fixed mean,0.08050492702228967,0.4771112865035517,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,50,PLNNetwork,0.07179487179487179,0.5,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,50,Poisson GLMNet,0.07179487179487179,0.48895027624309395,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,50,SparCC,0.08193480666645503,0.47829518547750594,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,50,SPIEC-EASI,0.07179487179487179,0.5,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,50,LENS restricted,0.18555817538481817,0.6535122336227308,False,lambda=0.01,11.0,39.0,0.0,0.0
carlstrom_phyllosphere_2019,4,ok,195,14,181,50,LENS distributed,0.19865963247230325,0.6685082872928176,False,lambda=0.1,8.0,42.0,0.8181818181818182,0.7333333333333333
carlstrom_phyllosphere_2019,4,ok,195,14,181,100,OneNet,0.07183251947856066,0.4400157853196527,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,100,Fixed mean,0.08050492702228967,0.4771112865035517,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,100,PLNNetwork,0.07179487179487179,0.5,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,100,Poisson GLMNet,0.07179487179487179,0.48895027624309395,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,100,SparCC,0.08193480666645503,0.47829518547750594,,,,,,
carlstrom_phyllosphere_2019,4,ok,195,14,181,100,SPIEC-EASI,0.07179487179487179,0.5,,,,,,
