analysis_set,repeat,budget_pairs,design,setting,inner_folds,mean_inner_auprc
carlstrom_phyllosphere_2019,17,5,restricted,lambda=0.01,2,0.5
carlstrom_phyllosphere_2019,17,5,restricted,lambda=0.1,2,0.5
carlstrom_phyllosphere_2019,17,5,restricted,lambda=1,2,0.5
carlstrom_phyllosphere_2019,17,5,restricted,lambda=10,2,0.5
carlstrom_phyllosphere_2019,17,10,restricted,lambda=0.01,3,0.611111111111111
carlstrom_phyllosphere_2019,17,10,restricted,lambda=0.1,3,0.611111111111111
carlstrom_phyllosphere_2019,17,10,restricted,lambda=1,3,0.611111111111111
carlstrom_phyllosphere_2019,17,10,restricted,lambda=10,3,0.611111111111111
carlstrom_phyllosphere_2019,17,20,restricted,lambda=0.01,3,0.611111111111111
carlstrom_phyllosphere_2019,17,20,restricted,lambda=0.1,3,0.7777777777777777
carlstrom_phyllosphere_2019,17,20,restricted,lambda=1,3,0.7777777777777777
carlstrom_phyllosphere_2019,17,20,restricted,lambda=10,3,0.7222222222222222
carlstrom_phyllosphere_2019,17,20,distributed,lambda=0.01,3,0.5555555555555556
carlstrom_phyllosphere_2019,17,20,distributed,lambda=0.1,3,0.5555555555555556
carlstrom_phyllosphere_2019,17,20,distributed,lambda=1,3,0.5555555555555556
carlstrom_phyllosphere_2019,17,20,distributed,lambda=10,3,0.5555555555555556
carlstrom_phyllosphere_2019,17,50,restricted,lambda=0.01,3,0.1281955517249635
carlstrom_phyllosphere_2019,17,50,restricted,lambda=0.1,3,0.13334826937768116
carlstrom_phyllosphere_2019,17,50,restricted,lambda=1,3,0.12778855131796307
carlstrom_phyllosphere_2019,17,50,restricted,lambda=10,3,0.17608437314319667
carlstrom_phyllosphere_2019,17,50,distributed,lambda=0.01,3,0.24074074074074073
carlstrom_phyllosphere_2019,17,50,distributed,lambda=0.1,3,0.2240740740740741
carlstrom_phyllosphere_2019,17,50,distributed,lambda=1,3,0.19444444444444442
carlstrom_phyllosphere_2019,17,50,distributed,lambda=10,3,0.22037037037037036
carlstrom_phyllosphere_2019,17,100,restricted,lambda=0.01,3,0.2605386059190407
carlstrom_phyllosphere_2019,17,100,restricted,lambda=0.1,3,0.21957172306886263
carlstrom_phyllosphere_2019,17,100,restricted,lambda=1,3,0.17358432235883217
carlstrom_phyllosphere_2019,17,100,restricted,lambda=10,3,0.15851586126174994
carlstrom_phyllosphere_2019,17,100,distributed,lambda=0.01,3,0.13664151412313177
carlstrom_phyllosphere_2019,17,100,distributed,lambda=0.1,3,0.12220596782484038
carlstrom_phyllosphere_2019,17,100,distributed,lambda=1,3,0.1350200963252434
carlstrom_phyllosphere_2019,17,100,distributed,lambda=10,3,0.16477318070455327
carlstrom_phyllosphere_2019,17,200,restricted,lambda=0.01,3,0.2243720030975301
carlstrom_phyllosphere_2019,17,200,restricted,lambda=0.1,3,0.20280179090696845
carlstrom_phyllosphere_2019,17,200,restricted,lambda=1,3,0.1966731309904428
carlstrom_phyllosphere_2019,17,200,restricted,lambda=10,3,0.12370261474300215
carlstrom_phyllosphere_2019,17,200,distributed,lambda=0.01,3,0.289184473629367
carlstrom_phyllosphere_2019,17,200,distributed,lambda=0.1,3,0.32369625396233415
carlstrom_phyllosphere_2019,17,200,distributed,lambda=1,3,0.2848120910836441
carlstrom_phyllosphere_2019,17,200,distributed,lambda=10,3,0.1398132195548528
carlstrom_phyllosphere_2019,17,275,restricted,lambda=0.01,3,0.31927775956038423
carlstrom_phyllosphere_2019,17,275,restricted,lambda=0.1,3,0.30439598502389353
carlstrom_phyllosphere_2019,17,275,restricted,lambda=1,3,0.2554244756391042
carlstrom_phyllosphere_2019,17,275,restricted,lambda=10,3,0.1268516542443484
carlstrom_phyllosphere_2019,17,275,distributed,lambda=0.01,3,0.22465135360128294
carlstrom_phyllosphere_2019,17,275,distributed,lambda=0.1,3,0.268206829349613
carlstrom_phyllosphere_2019,17,275,distributed,lambda=1,3,0.25541390567392475
carlstrom_phyllosphere_2019,17,275,distributed,lambda=10,3,0.13429314203670967
carlstrom_phyllosphere_2019,18,10,distributed,lambda=0.01,2,0.6
carlstrom_phyllosphere_2019,18,10,distributed,lambda=0.1,2,0.6
carlstrom_phyllosphere_2019,18,10,distributed,lambda=1,2,0.6
carlstrom_phyllosphere_2019,18,10,distributed,lambda=10,2,0.6
carlstrom_phyllosphere_2019,18,20,distributed,lambda=0.01,2,0.3
carlstrom_phyllosphere_2019,18,20,distributed,lambda=0.1,2,0.3
carlstrom_phyllosphere_2019,18,20,distributed,lambda=1,2,0.3
carlstrom_phyllosphere_2019,18,20,distributed,lambda=10,2,0.3
carlstrom_phyllosphere_2019,18,50,restricted,lambda=0.01,3,0.14696969696969697
carlstrom_phyllosphere_2019,18,50,restricted,lambda=0.1,3,0.14696969696969697
carlstrom_phyllosphere_2019,18,50,restricted,lambda=1,3,0.14696969696969697
carlstrom_phyllosphere_2019,18,50,restricted,lambda=10,3,0.14696969696969697
carlstrom_phyllosphere_2019,18,50,distributed,lambda=0.01,3,0.4640522875816993
carlstrom_phyllosphere_2019,18,50,distributed,lambda=0.1,3,0.4640522875816993
carlstrom_phyllosphere_2019,18,50,distributed,lambda=1,3,0.4640522875816993
carlstrom_phyllosphere_2019,18,50,distributed,lambda=10,3,0.49183006535947715
carlstrom_phyllosphere_2019,18,100,restricted,lambda=0.01,3,0.24943419153945467
carlstrom_phyllosphere_2019,18,100,restricted,lambda=0.1,3,0.22348484848484848
carlstrom_phyllosphere_2019,18,100,restricted,lambda=1,3,0.17554843304843304
carlstrom_phyllosphere_2019,18,100,restricted,lambda=10,3,0.15739651416122002
carlstrom_phyllosphere_2019,18,100,distributed,lambda=0.01,3,0.41428020780961955
carlstrom_phyllosphere_2019,18,100,distributed,lambda=0.1,3,0.41095679012345676
carlstrom_phyllosphere_2019,18,100,distributed,lambda=1,3,0.39085933223864266
carlstrom_phyllosphere_2019,18,100,distributed,lambda=10,3,0.3603924996945593
carlstrom_phyllosphere_2019,18,200,restricted,lambda=0.01,3,0.12845122003053597
carlstrom_phyllosphere_2019,18,200,restricted,lambda=0.1,3,0.1271160490743824
carlstrom_phyllosphere_2019,18,200,restricted,lambda=1,3,0.10781210747813236
carlstrom_phyllosphere_2019,18,200,restricted,lambda=10,3,0.08893138993350518
carlstrom_phyllosphere_2019,18,200,distributed,lambda=0.01,3,0.16918997169854075
carlstrom_phyllosphere_2019,18,200,distributed,lambda=0.1,3,0.1724548020896022
carlstrom_phyllosphere_2019,18,200,distributed,lambda=1,3,0.17692272094727599
carlstrom_phyllosphere_2019,18,200,distributed,lambda=10,3,0.14128840603367712
carlstrom_phyllosphere_2019,18,275,restricted,lambda=0.01,3,0.17111407795779368
carlstrom_phyllosphere_2019,18,275,restricted,lambda=0.1,3,0.15703549841056938
carlstrom_phyllosphere_2019,18,275,restricted,lambda=1,3,0.11522846124867024
carlstrom_phyllosphere_2019,18,275,restricted,lambda=10,3,0.08573827653370038
carlstrom_phyllosphere_2019,18,275,distributed,lambda=0.01,3,0.23103532614125136
carlstrom_phyllosphere_2019,18,275,distributed,lambda=0.1,3,0.20099804347615657
carlstrom_phyllosphere_2019,18,275,distributed,lambda=1,3,0.187105567222565
carlstrom_phyllosphere_2019,18,275,distributed,lambda=10,3,0.16506009634600421
carlstrom_phyllosphere_2019,19,20,distributed,lambda=0.01,2,0.5555555555555556
carlstrom_phyllosphere_2019,19,20,distributed,lambda=0.1,2,0.5555555555555556
carlstrom_phyllosphere_2019,19,20,distributed,lambda=1,2,0.5555555555555556
carlstrom_phyllosphere_2019,19,20,distributed,lambda=10,2,0.5555555555555556
carlstrom_phyllosphere_2019,19,50,restricted,lambda=0.01,3,0.26157407407407407
carlstrom_phyllosphere_2019,19,50,restricted,lambda=0.1,3,0.20899470899470898
carlstrom_phyllosphere_2019,19,50,restricted,lambda=1,3,0.2568783068783069
carlstrom_phyllosphere_2019,19,50,restricted,lambda=10,3,0.23703703703703702
carlstrom_phyllosphere_2019,19,50,distributed,lambda=0.01,3,0.2962962962962963
carlstrom_phyllosphere_2019,19,50,distributed,lambda=0.1,3,0.2645622895622896
carlstrom_phyllosphere_2019,19,50,distributed,lambda=1,3,0.2976190476190476
carlstrom_phyllosphere_2019,19,50,distributed,lambda=10,3,0.2601292226292226
carlstrom_phyllosphere_2019,19,100,restricted,lambda=0.01,3,0.22616158483093965
carlstrom_phyllosphere_2019,19,100,restricted,lambda=0.1,3,0.31782937312856174
carlstrom_phyllosphere_2019,19,100,restricted,lambda=1,3,0.26416787067875996
carlstrom_phyllosphere_2019,19,100,restricted,lambda=10,3,0.15785879974476466
carlstrom_phyllosphere_2019,19,100,distributed,lambda=0.01,3,0.42140678092155864
carlstrom_phyllosphere_2019,19,100,distributed,lambda=0.1,3,0.4243322981366459
carlstrom_phyllosphere_2019,19,100,distributed,lambda=1,3,0.42134307385081377
carlstrom_phyllosphere_2019,19,100,distributed,lambda=10,3,0.23402512570660647
carlstrom_phyllosphere_2019,19,200,restricted,lambda=0.01,3,0.19752071347342307
carlstrom_phyllosphere_2019,19,200,restricted,lambda=0.1,3,0.19458809265776852
carlstrom_phyllosphere_2019,19,200,restricted,lambda=1,3,0.2004461626455185
carlstrom_phyllosphere_2019,19,200,restricted,lambda=10,3,0.14148620407674162
carlstrom_phyllosphere_2019,19,200,distributed,lambda=0.01,3,0.3442187426503775
carlstrom_phyllosphere_2019,19,200,distributed,lambda=0.1,3,0.3619405021190995
carlstrom_phyllosphere_2019,19,200,distributed,lambda=1,3,0.27362986230763114
carlstrom_phyllosphere_2019,19,200,distributed,lambda=10,3,0.12544015377980058
carlstrom_phyllosphere_2019,19,275,restricted,lambda=0.01,3,0.1497451994117597
carlstrom_phyllosphere_2019,19,275,restricted,lambda=0.1,3,0.16169888161208204
carlstrom_phyllosphere_2019,19,275,restricted,lambda=1,3,0.1314295339376289
carlstrom_phyllosphere_2019,19,275,restricted,lambda=10,3,0.11731293562262174
carlstrom_phyllosphere_2019,19,275,distributed,lambda=0.01,3,0.26945493757402356
carlstrom_phyllosphere_2019,19,275,distributed,lambda=0.1,3,0.27488474985492445
carlstrom_phyllosphere_2019,19,275,distributed,lambda=1,3,0.17616201885205282
carlstrom_phyllosphere_2019,19,275,distributed,lambda=10,3,0.11922032521069452
carlstrom_phyllosphere_2019,20,10,distributed,lambda=0.01,2,0.35
carlstrom_phyllosphere_2019,20,10,distributed,lambda=0.1,2,0.35
carlstrom_phyllosphere_2019,20,10,distributed,lambda=1,2,0.35
carlstrom_phyllosphere_2019,20,10,distributed,lambda=10,2,0.35
carlstrom_phyllosphere_2019,20,20,restricted,lambda=0.01,2,0.1111111111111111
carlstrom_phyllosphere_2019,20,20,restricted,lambda=0.1,2,0.1111111111111111
carlstrom_phyllosphere_2019,20,20,restricted,lambda=1,2,0.1111111111111111
carlstrom_phyllosphere_2019,20,20,restricted,lambda=10,2,0.1111111111111111
carlstrom_phyllosphere_2019,20,20,distributed,lambda=0.01,3,0.6666666666666666
carlstrom_phyllosphere_2019,20,20,distributed,lambda=0.1,3,0.6666666666666666
carlstrom_phyllosphere_2019,20,20,distributed,lambda=1,3,0.6666666666666666
carlstrom_phyllosphere_2019,20,20,distributed,lambda=10,3,0.39999999999999997
carlstrom_phyllosphere_2019,20,50,restricted,lambda=0.01,3,0.8333333333333334
carlstrom_phyllosphere_2019,20,50,restricted,lambda=0.1,3,0.8333333333333334
carlstrom_phyllosphere_2019,20,50,restricted,lambda=1,3,0.8333333333333334
carlstrom_phyllosphere_2019,20,50,restricted,lambda=10,3,0.48928571428571427
carlstrom_phyllosphere_2019,20,50,distributed,lambda=0.01,3,0.5524691358024691
carlstrom_phyllosphere_2019,20,50,distributed,lambda=0.1,3,0.5611111111111112
carlstrom_phyllosphere_2019,20,50,distributed,lambda=1,3,0.6148148148148147
carlstrom_phyllosphere_2019,20,50,distributed,lambda=10,3,0.3
carlstrom_phyllosphere_2019,20,100,restricted,lambda=0.01,3,0.4331249579888418
carlstrom_phyllosphere_2019,20,100,restricted,lambda=0.1,3,0.5758832407919628
carlstrom_phyllosphere_2019,20,100,restricted,lambda=1,3,0.579127011428353
carlstrom_phyllosphere_2019,20,100,restricted,lambda=10,3,0.21427627023891394
carlstrom_phyllosphere_2019,20,100,distributed,lambda=0.01,3,0.38273601398601403
carlstrom_phyllosphere_2019,20,100,distributed,lambda=0.1,3,0.3884033569087917
carlstrom_phyllosphere_2019,20,100,distributed,lambda=1,3,0.336742930272342
carlstrom_phyllosphere_2019,20,100,distributed,lambda=10,3,0.15761873928540596
carlstrom_phyllosphere_2019,20,200,restricted,lambda=0.01,3,0.433243917851922
carlstrom_phyllosphere_2019,20,200,restricted,lambda=0.1,3,0.4313872483725425
carlstrom_phyllosphere_2019,20,200,restricted,lambda=1,3,0.44482345588668376
carlstrom_phyllosphere_2019,20,200,restricted,lambda=10,3,0.16738640763593715
carlstrom_phyllosphere_2019,20,200,distributed,lambda=0.01,3,0.33361395628999874
carlstrom_phyllosphere_2019,20,200,distributed,lambda=0.1,3,0.35831921753799517
carlstrom_phyllosphere_2019,20,200,distributed,lambda=1,3,0.3518719206719579
carlstrom_phyllosphere_2019,20,200,distributed,lambda=10,3,0.2540293841661913
carlstrom_phyllosphere_2019,20,275,restricted,lambda=0.01,3,0.27862520326098433
carlstrom_phyllosphere_2019,20,275,restricted,lambda=0.1,3,0.30340832648484667
carlstrom_phyllosphere_2019,20,275,restricted,lambda=1,3,0.26242857026088734
carlstrom_phyllosphere_2019,20,275,restricted,lambda=10,3,0.1376531177994014
carlstrom_phyllosphere_2019,20,275,distributed,lambda=0.01,3,0.2993469476495023
carlstrom_phyllosphere_2019,20,275,distributed,lambda=0.1,3,0.3009606050250932
carlstrom_phyllosphere_2019,20,275,distributed,lambda=1,3,0.2658726855182722
carlstrom_phyllosphere_2019,20,275,distributed,lambda=10,3,0.18358453615417747
