analysis_set,repeat,status,test_pairs,test_interactions,test_neutrals,budget_pairs,method,auprc,auroc,fallback,selected_setting,training_interactions,training_neutrals,test_taxon_coverage,test_pairs_both_taxa_covered,panel,budget
schafer_phyllosphere_2022,12,ok,316,11,305,100,LENS distributed,0.394275035981107,0.907600596125186,FALSE,lambda=10,3,97,0.411764705882353,0.35126582278481,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,12,ok,316,11,305,200,OneNet,0.201611552391952,0.910879284649776,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,12,ok,316,11,305,200,LENS restricted,0.322416043552407,0.920715350223547,TRUE,lambda=0.01,1,199,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,12,ok,316,11,305,200,LENS distributed,0.382473254049664,0.888524590163934,FALSE,lambda=1,6,194,0.607843137254902,0.566455696202532,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,12,ok,316,11,305,357,OneNet,0.201611552391952,0.910879284649776,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,12,ok,316,11,305,357,LENS restricted,0.322416043552407,0.920715350223547,TRUE,lambda=10,2,355,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,12,ok,316,11,305,357,LENS distributed,0.398145459285731,0.914157973174367,FALSE,lambda=1,10,347,0.823529411764706,0.806962025316456,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,13,ok,275,10,265,5,OneNet,0.17037817867895,0.775849056603774,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,13,ok,275,10,265,5,LENS restricted,0.263454687765398,0.894716981132076,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,13,ok,275,10,265,5,LENS distributed,0.263454687765398,0.894716981132076,TRUE,lambda=0.01,0,5,0.0784313725490196,0.0181818181818181,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,13,ok,275,10,265,10,OneNet,0.17037817867895,0.775849056603774,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,13,ok,275,10,265,10,LENS restricted,0.263454687765398,0.894716981132076,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,13,ok,275,10,265,10,LENS distributed,0.263454687765398,0.894716981132076,TRUE,lambda=0.01,0,10,0.0980392156862745,0.0327272727272727,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,13,ok,275,10,265,20,OneNet,0.17037817867895,0.775849056603774,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,13,ok,275,10,265,20,LENS restricted,0.263454687765398,0.894716981132076,TRUE,lambda=10,2,18,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,13,ok,275,10,265,20,LENS distributed,0.263454687765398,0.894716981132076,TRUE,lambda=0.01,0,20,0.137254901960784,0.0654545454545454,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,13,ok,275,10,265,50,OneNet,0.17037817867895,0.775849056603774,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,13,ok,275,10,265,50,LENS restricted,0.263454687765398,0.894716981132076,TRUE,lambda=10,2,48,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,13,ok,275,10,265,50,LENS distributed,0.263454687765398,0.894716981132076,TRUE,lambda=10,2,48,0.294117647058823,0.24,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,13,ok,275,10,265,100,OneNet,0.17037817867895,0.775849056603774,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,13,ok,275,10,265,100,LENS restricted,0.128585415076906,0.846415094339623,FALSE,lambda=10,3,97,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,13,ok,275,10,265,100,LENS distributed,0.263454687765398,0.894716981132076,TRUE,lambda=10,2,98,0.568627450980392,0.534545454545455,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,13,ok,275,10,265,200,OneNet,0.17037817867895,0.775849056603774,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,13,ok,275,10,265,200,LENS restricted,0.0992463039629467,0.765283018867924,FALSE,lambda=0.1,4,196,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,13,ok,275,10,265,200,LENS distributed,0.223525857226769,0.900377358490566,FALSE,lambda=10,3,197,0.803921568627451,0.792727272727273,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,13,ok,275,10,265,357,OneNet,0.17037817867895,0.775849056603774,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,13,ok,275,10,265,357,LENS restricted,0.226850609756098,0.858490566037736,FALSE,lambda=0.01,7,350,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,13,ok,275,10,265,357,LENS distributed,0.3162825755384,0.933207547169811,FALSE,lambda=10,9,348,0.901960784313726,0.898181818181818,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,14,ok,278,7,271,5,OneNet,0.154581749639096,0.893779652082235,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,14,ok,278,7,271,5,LENS restricted,0.0980042878230511,0.835002635740643,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,14,ok,278,7,271,5,LENS distributed,0.0980042878230511,0.835002635740643,TRUE,lambda=0.01,0,5,0.0588235294117647,0.0107913669064748,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,14,ok,278,7,271,10,OneNet,0.154581749639096,0.893779652082235,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,14,ok,278,7,271,10,LENS restricted,0.0980042878230511,0.835002635740643,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,14,ok,278,7,271,10,LENS distributed,0.0980042878230511,0.835002635740643,TRUE,lambda=0.01,1,9,0.117647058823529,0.0323741007194244,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,14,ok,278,7,271,20,OneNet,0.154581749639096,0.893779652082235,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,14,ok,278,7,271,20,LENS restricted,0.0980042878230511,0.835002635740643,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,14,ok,278,7,271,20,LENS distributed,0.0980042878230511,0.835002635740643,TRUE,lambda=0.01,1,19,0.176470588235294,0.0719424460431654,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,14,ok,278,7,271,50,OneNet,0.154581749639096,0.893779652082235,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,14,ok,278,7,271,50,LENS restricted,0.0980042878230511,0.835002635740643,TRUE,lambda=0.01,0,50,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,14,ok,278,7,271,50,LENS distributed,0.0980042878230511,0.835002635740643,TRUE,lambda=0.01,1,49,0.431372549019608,0.388489208633094,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,14,ok,278,7,271,100,OneNet,0.154581749639096,0.893779652082235,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,14,ok,278,7,271,100,LENS restricted,0.0980042878230511,0.835002635740643,TRUE,lambda=0.01,0,100,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,14,ok,278,7,271,100,LENS distributed,0.258453427460869,0.875593041644702,FALSE,lambda=10,3,97,0.549019607843137,0.514388489208633,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,14,ok,278,7,271,200,OneNet,0.154581749639096,0.893779652082235,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,14,ok,278,7,271,200,LENS restricted,0.0980042878230511,0.835002635740643,TRUE,lambda=0.01,1,199,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,14,ok,278,7,271,200,LENS distributed,0.261961172675458,0.88297311544544,FALSE,lambda=10,3,197,0.803921568627451,0.784172661870504,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,14,ok,278,7,271,357,OneNet,0.154581749639096,0.893779652082235,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,14,ok,278,7,271,357,LENS restricted,0.0539962785907888,0.544016868740116,FALSE,lambda=0.1,7,350,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,14,ok,278,7,271,357,LENS distributed,0.190092931759598,0.892988929889299,FALSE,lambda=10,5,352,0.901960784313726,0.892086330935252,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,15,ok,327,4,323,5,OneNet,0.106309523809524,0.85797213622291,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,15,ok,327,4,323,5,LENS restricted,0.305357142857143,0.913312693498452,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,15,ok,327,4,323,5,LENS distributed,0.305357142857143,0.913312693498452,TRUE,lambda=0.01,0,5,0.0588235294117647,0.0091743119266055,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,15,ok,327,4,323,10,OneNet,0.106309523809524,0.85797213622291,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,15,ok,327,4,323,10,LENS restricted,0.305357142857143,0.913312693498452,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,15,ok,327,4,323,10,LENS distributed,0.305357142857143,0.913312693498452,TRUE,lambda=0.01,0,10,0.0980392156862745,0.0275229357798165,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,15,ok,327,4,323,20,OneNet,0.106309523809524,0.85797213622291,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,15,ok,327,4,323,20,LENS restricted,0.305357142857143,0.913312693498452,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,15,ok,327,4,323,20,LENS distributed,0.305357142857143,0.913312693498452,TRUE,lambda=10,2,18,0.215686274509804,0.137614678899083,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,15,ok,327,4,323,50,OneNet,0.106309523809524,0.85797213622291,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,15,ok,327,4,323,50,LENS restricted,0.305357142857143,0.913312693498452,TRUE,lambda=0.01,1,49,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,15,ok,327,4,323,50,LENS distributed,0.305357142857143,0.913312693498452,TRUE,lambda=10,2,48,0.313725490196078,0.256880733944954,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,15,ok,327,4,323,100,OneNet,0.106309523809524,0.85797213622291,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,15,ok,327,4,323,100,LENS restricted,0.30108838185156,0.904024767801858,FALSE,lambda=10,4,96,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,15,ok,327,4,323,100,LENS distributed,0.222563281284755,0.811919504643963,FALSE,lambda=1,4,96,0.490196078431373,0.443425076452599,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,15,ok,327,4,323,200,OneNet,0.106309523809524,0.85797213622291,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,15,ok,327,4,323,200,LENS restricted,0.330725853094274,0.89938080495356,FALSE,lambda=1,6,194,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,15,ok,327,4,323,200,LENS distributed,0.400607638888889,0.898606811145511,FALSE,lambda=10,9,191,0.784313725490196,0.764525993883792,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,15,ok,327,4,323,357,OneNet,0.106309523809524,0.85797213622291,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,15,ok,327,4,323,357,LENS restricted,0.378282828282828,0.941950464396285,FALSE,lambda=0.1,12,345,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,15,ok,327,4,323,357,LENS distributed,0.412412587412587,0.931114551083591,FALSE,lambda=0.01,14,343,0.882352941176471,0.871559633027523,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,16,ok,282,5,277,5,OneNet,0.124898785425101,0.884837545126354,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,16,ok,282,5,277,5,LENS restricted,0.274834368530021,0.902527075812274,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,16,ok,282,5,277,5,LENS distributed,0.274834368530021,0.902527075812274,TRUE,lambda=0.01,0,5,0.0588235294117647,0.0070921985815602,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,16,ok,282,5,277,10,OneNet,0.124898785425101,0.884837545126354,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,16,ok,282,5,277,10,LENS restricted,0.274834368530021,0.902527075812274,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,16,ok,282,5,277,10,LENS distributed,0.274834368530021,0.902527075812274,TRUE,lambda=0.01,0,10,0.137254901960784,0.0602836879432624,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,16,ok,282,5,277,20,OneNet,0.124898785425101,0.884837545126354,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,16,ok,282,5,277,20,LENS restricted,0.274834368530021,0.902527075812274,TRUE,lambda=0.01,1,19,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,16,ok,282,5,277,20,LENS distributed,0.274834368530021,0.902527075812274,TRUE,lambda=0.01,0,20,0.176470588235294,0.0886524822695035,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,16,ok,282,5,277,50,OneNet,0.124898785425101,0.884837545126354,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,16,ok,282,5,277,50,LENS restricted,0.274834368530021,0.902527075812274,TRUE,lambda=10,2,48,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,16,ok,282,5,277,50,LENS distributed,0.274834368530021,0.902527075812274,TRUE,lambda=0.01,1,49,0.372549019607843,0.326241134751773,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,16,ok,282,5,277,100,OneNet,0.124898785425101,0.884837545126354,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,16,ok,282,5,277,100,LENS restricted,0.170343514163739,0.856317689530686,FALSE,lambda=0.01,4,96,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,16,ok,282,5,277,100,LENS distributed,0.274834368530021,0.902527075812274,TRUE,lambda=0.01,1,99,0.588235294117647,0.556737588652482,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,16,ok,282,5,277,200,OneNet,0.124898785425101,0.884837545126354,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,16,ok,282,5,277,200,LENS restricted,0.314181818181818,0.897472924187726,FALSE,lambda=10,8,192,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,16,ok,282,5,277,200,LENS distributed,0.298792969759628,0.897472924187726,FALSE,lambda=0.01,4,196,0.725490196078431,0.705673758865248,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,16,ok,282,5,277,357,OneNet,0.124898785425101,0.884837545126354,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,16,ok,282,5,277,357,LENS restricted,0.376847041847042,0.888808664259928,FALSE,lambda=0.01,13,344,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,16,ok,282,5,277,357,LENS distributed,0.175545043192102,0.875812274368231,FALSE,lambda=0.01,11,346,0.823529411764706,0.812056737588653,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,17,ok,319,4,315,5,OneNet,0.198951310014028,0.892460317460317,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,17,ok,319,4,315,5,LENS restricted,0.398809523809524,0.954761904761905,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,17,ok,319,4,315,5,LENS distributed,0.398809523809524,0.954761904761905,TRUE,lambda=0.01,0,5,0.0196078431372549,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,17,ok,319,4,315,10,OneNet,0.198951310014028,0.892460317460317,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,17,ok,319,4,315,10,LENS restricted,0.398809523809524,0.954761904761905,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,17,ok,319,4,315,10,LENS distributed,0.398809523809524,0.954761904761905,TRUE,lambda=0.01,0,10,0.0784313725490196,0.0156739811912225,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,17,ok,319,4,315,20,OneNet,0.198951310014028,0.892460317460317,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,17,ok,319,4,315,20,LENS restricted,0.398809523809524,0.954761904761905,TRUE,lambda=0.01,1,19,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,17,ok,319,4,315,20,LENS distributed,0.398809523809524,0.954761904761905,TRUE,lambda=0.01,1,19,0.156862745098039,0.0595611285266457,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,17,ok,319,4,315,50,OneNet,0.198951310014028,0.892460317460317,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,17,ok,319,4,315,50,LENS restricted,0.398809523809524,0.954761904761905,TRUE,lambda=0.01,1,49,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,17,ok,319,4,315,50,LENS distributed,0.398809523809524,0.954761904761905,TRUE,lambda=10,2,48,0.254901960784314,0.188087774294671,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,17,ok,319,4,315,100,OneNet,0.198951310014028,0.892460317460317,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,17,ok,319,4,315,100,LENS restricted,0.591666666666667,0.969047619047619,FALSE,lambda=10,3,97,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,17,ok,319,4,315,100,LENS distributed,0.647142857142857,0.98015873015873,FALSE,lambda=10,4,96,0.392156862745098,0.338557993730408,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,17,ok,319,4,315,200,OneNet,0.198951310014028,0.892460317460317,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,17,ok,319,4,315,200,LENS restricted,0.596969696969697,0.974603174603175,FALSE,lambda=10,6,194,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,17,ok,319,4,315,200,LENS distributed,0.524242424242424,0.987301587301587,FALSE,lambda=0.01,7,193,0.607843137254902,0.567398119122257,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,17,ok,319,4,315,357,OneNet,0.198951310014028,0.892460317460317,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,17,ok,319,4,315,357,LENS restricted,0.629464285714286,0.976984126984127,FALSE,lambda=10,7,350,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,17,ok,319,4,315,357,LENS distributed,0.556089743589744,0.984920634920635,FALSE,lambda=0.01,10,347,0.843137254901961,0.827586206896552,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,18,ok,234,13,221,5,OneNet,0.368280830883238,0.830490776192134,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,18,ok,234,13,221,5,LENS restricted,0.478476160736578,0.92481726418378,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,18,ok,234,13,221,5,LENS distributed,0.478476160736578,0.92481726418378,TRUE,lambda=0.01,0,5,0.0392156862745098,0.0042735042735042,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,18,ok,234,13,221,10,OneNet,0.368280830883238,0.830490776192134,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,18,ok,234,13,221,10,LENS restricted,0.478476160736578,0.92481726418378,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,18,ok,234,13,221,10,LENS distributed,0.478476160736578,0.92481726418378,TRUE,lambda=0.01,0,10,0.0980392156862745,0.0299145299145299,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,18,ok,234,13,221,20,OneNet,0.368280830883238,0.830490776192134,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,18,ok,234,13,221,20,LENS restricted,0.478476160736578,0.92481726418378,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,18,ok,234,13,221,20,LENS distributed,0.478476160736578,0.92481726418378,TRUE,lambda=0.01,0,20,0.137254901960784,0.0641025641025641,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,18,ok,234,13,221,50,OneNet,0.368280830883238,0.830490776192134,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,18,ok,234,13,221,50,LENS restricted,0.478476160736578,0.92481726418378,TRUE,lambda=0.01,0,50,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,18,ok,234,13,221,50,LENS distributed,0.478476160736578,0.92481726418378,TRUE,lambda=0.01,0,50,0.274509803921569,0.183760683760684,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,18,ok,234,13,221,100,OneNet,0.368280830883238,0.830490776192134,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,18,ok,234,13,221,100,LENS restricted,0.478476160736578,0.92481726418378,TRUE,lambda=0.01,1,99,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,18,ok,234,13,221,100,LENS distributed,0.478476160736578,0.92481726418378,TRUE,lambda=0.01,1,99,0.568627450980392,0.538461538461538,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,18,ok,234,13,221,200,OneNet,0.368280830883238,0.830490776192134,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,18,ok,234,13,221,200,LENS restricted,0.478476160736578,0.92481726418378,TRUE,lambda=10,2,198,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,18,ok,234,13,221,200,LENS distributed,0.44006501116869,0.906717716672468,FALSE,lambda=10,3,197,0.823529411764706,0.811965811965812,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,18,ok,234,13,221,357,OneNet,0.368280830883238,0.830490776192134,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,18,ok,234,13,221,357,LENS restricted,0.351327533021736,0.873303167420815,FALSE,lambda=10,5,352,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,18,ok,234,13,221,357,LENS distributed,0.454506533984641,0.905325443786982,FALSE,lambda=0.01,6,351,0.941176470588235,0.935897435897436,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,19,ok,359,10,349,5,OneNet,0.139732246538234,0.83567335243553,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,19,ok,359,10,349,5,LENS restricted,0.237541781319506,0.925501432664756,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,19,ok,359,10,349,5,LENS distributed,0.237541781319506,0.925501432664756,TRUE,lambda=0.01,0,5,0.0588235294117647,0.0083565459610027,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,19,ok,359,10,349,10,OneNet,0.139732246538234,0.83567335243553,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,19,ok,359,10,349,10,LENS restricted,0.237541781319506,0.925501432664756,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,19,ok,359,10,349,10,LENS distributed,0.237541781319506,0.925501432664756,TRUE,lambda=0.01,0,10,0.117647058823529,0.0417827298050139,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,19,ok,359,10,349,20,OneNet,0.139732246538234,0.83567335243553,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,19,ok,359,10,349,20,LENS restricted,0.237541781319506,0.925501432664756,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,19,ok,359,10,349,20,LENS distributed,0.237541781319506,0.925501432664756,TRUE,lambda=0.01,0,20,0.137254901960784,0.0557103064066852,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,19,ok,359,10,349,50,OneNet,0.139732246538234,0.83567335243553,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,19,ok,359,10,349,50,LENS restricted,0.237541781319506,0.925501432664756,TRUE,lambda=0.01,1,49,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,19,ok,359,10,349,50,LENS distributed,0.237541781319506,0.925501432664756,TRUE,lambda=0.01,1,49,0.254901960784314,0.183844011142061,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,19,ok,359,10,349,100,OneNet,0.139732246538234,0.83567335243553,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,19,ok,359,10,349,100,LENS restricted,0.237541781319506,0.925501432664756,TRUE,lambda=10,2,98,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,19,ok,359,10,349,100,LENS distributed,0.237541781319506,0.925501432664756,TRUE,lambda=0.01,1,99,0.431372549019608,0.381615598885794,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,19,ok,359,10,349,200,OneNet,0.139732246538234,0.83567335243553,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,19,ok,359,10,349,200,LENS restricted,0.151325034247773,0.846991404011461,FALSE,lambda=1,9,191,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,19,ok,359,10,349,200,LENS distributed,0.261483767836238,0.912607449856734,FALSE,lambda=10,5,195,0.647058823529412,0.62116991643454,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,19,ok,359,10,349,357,OneNet,0.139732246538234,0.83567335243553,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,19,ok,359,10,349,357,LENS restricted,0.169075364980241,0.786819484240688,FALSE,lambda=0.1,12,345,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,19,ok,359,10,349,357,LENS distributed,0.207501970041266,0.844985673352436,FALSE,lambda=1,8,349,0.803921568627451,0.788300835654596,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,20,ok,189,10,179,5,OneNet,0.395954569774795,0.920949720670391,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,20,ok,189,10,179,5,LENS restricted,0.232671927796151,0.857541899441341,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,20,ok,189,10,179,5,LENS distributed,0.232671927796151,0.857541899441341,TRUE,lambda=0.01,0,5,0.0196078431372549,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,20,ok,189,10,179,10,OneNet,0.395954569774795,0.920949720670391,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,20,ok,189,10,179,10,LENS restricted,0.232671927796151,0.857541899441341,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,20,ok,189,10,179,10,LENS distributed,0.232671927796151,0.857541899441341,TRUE,lambda=0.01,0,10,0.0588235294117647,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,20,ok,189,10,179,20,OneNet,0.395954569774795,0.920949720670391,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,20,ok,189,10,179,20,LENS restricted,0.232671927796151,0.857541899441341,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
