analysis_set,repeat,status,test_pairs,test_interactions,test_neutrals,budget_pairs,method,auprc,auroc,fallback,selected_setting,training_interactions,training_neutrals,test_taxon_coverage,test_pairs_both_taxa_covered,panel,budget
carlstrom_phyllosphere_2019,9,ok,176,28,148,50,OneNet,0.234574287473973,0.561896718146718,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,9,ok,176,28,148,50,LENS restricted,0.285276879275391,0.58976833976834,FALSE,lambda=0.01,4,46,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,9,ok,176,28,148,50,LENS distributed,0.282207428243756,0.655405405405405,FALSE,lambda=0.1,5,45,0.818181818181818,0.664772727272727,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,9,ok,176,28,148,100,OneNet,0.234574287473973,0.561896718146718,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,9,ok,176,28,148,100,LENS restricted,0.241021904427965,0.586389961389961,FALSE,lambda=1,10,90,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,9,ok,176,28,148,100,LENS distributed,0.253610934521641,0.656370656370656,FALSE,lambda=1,11,89,0.909090909090909,0.875,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,9,ok,176,28,148,200,OneNet,0.234574287473973,0.561896718146718,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,9,ok,176,28,148,200,LENS restricted,0.217078268805377,0.558397683397683,FALSE,lambda=0.01,23,177,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,9,ok,176,28,148,200,LENS distributed,0.28109488317001,0.695704633204633,FALSE,lambda=0.1,21,179,0.954545454545455,0.9375,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,9,ok,176,28,148,275,OneNet,0.234574287473973,0.561896718146718,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,9,ok,176,28,148,275,LENS restricted,0.304589258591453,0.655646718146718,FALSE,lambda=0.1,30,245,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,9,ok,176,28,148,275,LENS distributed,0.259469262021864,0.666264478764479,FALSE,lambda=1,38,237,1,1,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,10,ok,186,27,159,5,OneNet,0.127339431283826,0.440251572327044,,"",,,,,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,10,ok,186,27,159,5,LENS restricted,0.159968751020545,0.487304914977871,TRUE,lambda=10,2,3,0,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,10,ok,186,27,159,5,LENS distributed,0.159968751020545,0.487304914977871,TRUE,lambda=10,2,3,0.136363636363636,0.0161290322580645,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,10,ok,186,27,159,10,OneNet,0.127339431283826,0.440251572327044,,"",,,,,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,10,ok,186,27,159,10,LENS restricted,0.159968751020545,0.487304914977871,TRUE,lambda=10,2,8,0,0,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,10,ok,186,27,159,10,LENS distributed,0.12363970031117,0.410901467505241,FALSE,lambda=10,3,7,0.181818181818182,0.032258064516129,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,10,ok,186,27,159,20,OneNet,0.127339431283826,0.440251572327044,,"",,,,,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,10,ok,186,27,159,20,LENS restricted,0.232158753248915,0.547635686000466,FALSE,lambda=1,5,15,0,0,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,10,ok,186,27,159,20,LENS distributed,0.148212781612516,0.474959235965525,FALSE,lambda=10,4,16,0.318181818181818,0.112903225806452,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,10,ok,186,27,159,50,OneNet,0.127339431283826,0.440251572327044,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,10,ok,186,27,159,50,LENS restricted,0.178558410003356,0.49895178197065,FALSE,lambda=10,6,44,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,10,ok,186,27,159,50,LENS distributed,0.194909619985093,0.522944327975774,FALSE,lambda=10,9,41,0.636363636363636,0.456989247311828,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,10,ok,186,27,159,100,OneNet,0.127339431283826,0.440251572327044,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,10,ok,186,27,159,100,LENS restricted,0.201342340127117,0.652923363615187,FALSE,lambda=0.01,11,89,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,10,ok,186,27,159,100,LENS distributed,0.190328572854793,0.515956207780107,FALSE,lambda=10,12,88,0.818181818181818,0.709677419354839,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,10,ok,186,27,159,200,OneNet,0.127339431283826,0.440251572327044,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,10,ok,186,27,159,200,LENS restricted,0.244725258607643,0.606335895644072,FALSE,lambda=0.01,23,177,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,10,ok,186,27,159,200,LENS distributed,0.205874986621728,0.541346377824365,FALSE,lambda=10,25,175,1,1,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,10,ok,186,27,159,275,OneNet,0.127339431283826,0.440251572327044,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,10,ok,186,27,159,275,LENS restricted,0.242415315495771,0.626834381551363,FALSE,lambda=0.1,30,245,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,10,ok,186,27,159,275,LENS distributed,0.3171622071243,0.677381784300023,FALSE,lambda=0.01,36,239,1,1,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,11,ok,165,30,135,5,OneNet,0.15710412089536,0.411728395061728,,"",,,,,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,11,ok,165,30,135,5,LENS restricted,0.168388944306096,0.438765432098765,TRUE,lambda=0.01,1,4,0,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,11,ok,165,30,135,5,LENS distributed,0.168388944306096,0.438765432098765,TRUE,lambda=0.01,1,4,0.0454545454545454,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,11,ok,165,30,135,10,OneNet,0.15710412089536,0.411728395061728,,"",,,,,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,11,ok,165,30,135,10,LENS restricted,0.168388944306096,0.438765432098765,TRUE,lambda=0.01,1,9,0,0,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,11,ok,165,30,135,10,LENS distributed,0.168388944306096,0.438765432098765,TRUE,lambda=10,2,8,0.136363636363636,0.0181818181818181,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,11,ok,165,30,135,20,OneNet,0.15710412089536,0.411728395061728,,"",,,,,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,11,ok,165,30,135,20,LENS restricted,0.168388944306096,0.438765432098765,TRUE,lambda=0.01,1,19,0,0,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,11,ok,165,30,135,20,LENS distributed,0.168388944306096,0.438765432098765,TRUE,lambda=10,2,18,0.318181818181818,0.109090909090909,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,11,ok,165,30,135,50,OneNet,0.15710412089536,0.411728395061728,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,11,ok,165,30,135,50,LENS restricted,0.200212405938796,0.460740740740741,FALSE,lambda=10,3,47,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,11,ok,165,30,135,50,LENS distributed,0.168388944306096,0.438765432098765,TRUE,lambda=10,2,48,0.590909090909091,0.381818181818182,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,11,ok,165,30,135,100,OneNet,0.15710412089536,0.411728395061728,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,11,ok,165,30,135,100,LENS restricted,0.251153205286729,0.548395061728395,FALSE,lambda=0.01,9,91,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,11,ok,165,30,135,100,LENS distributed,0.260179948679813,0.614320987654321,FALSE,lambda=0.01,8,92,0.818181818181818,0.757575757575758,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,11,ok,165,30,135,200,OneNet,0.15710412089536,0.411728395061728,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,11,ok,165,30,135,200,LENS restricted,0.223062879954071,0.560246913580247,FALSE,lambda=0.1,14,186,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,11,ok,165,30,135,200,LENS distributed,0.21173965282362,0.475308641975309,FALSE,lambda=10,18,182,1,1,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,11,ok,165,30,135,275,OneNet,0.15710412089536,0.411728395061728,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,11,ok,165,30,135,275,LENS restricted,0.236967096165361,0.576543209876543,FALSE,lambda=0.1,22,253,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,11,ok,165,30,135,275,LENS distributed,0.256241317026974,0.602469135802469,FALSE,lambda=0.1,26,249,1,1,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,12,ok,153,13,140,5,OneNet,0.0849677704803235,0.41510989010989,,"",,,,,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,12,ok,153,13,140,5,LENS restricted,0.087662712404598,0.485164835164835,TRUE,lambda=0.01,0,5,0,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,12,ok,153,13,140,5,LENS distributed,0.087662712404598,0.485164835164835,TRUE,lambda=0.01,1,4,0.136363636363636,0.0196078431372549,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,12,ok,153,13,140,10,OneNet,0.0849677704803235,0.41510989010989,,"",,,,,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,12,ok,153,13,140,10,LENS restricted,0.087662712404598,0.485164835164835,TRUE,lambda=0.01,1,9,0,0,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,12,ok,153,13,140,10,LENS distributed,0.087662712404598,0.485164835164835,TRUE,lambda=0.01,1,9,0.272727272727273,0.0588235294117647,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,12,ok,153,13,140,20,OneNet,0.0849677704803235,0.41510989010989,,"",,,,,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,12,ok,153,13,140,20,LENS restricted,0.087662712404598,0.485164835164835,TRUE,lambda=10,2,18,0,0,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,12,ok,153,13,140,20,LENS distributed,0.0942862763449283,0.513186813186813,FALSE,lambda=10,3,17,0.409090909090909,0.169934640522876,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,12,ok,153,13,140,50,OneNet,0.0849677704803235,0.41510989010989,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,12,ok,153,13,140,50,LENS restricted,0.160105731239146,0.446703296703297,FALSE,lambda=1,5,45,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,12,ok,153,13,140,50,LENS distributed,0.0844939450068586,0.497802197802198,FALSE,lambda=10,5,45,0.727272727272727,0.549019607843137,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,12,ok,153,13,140,100,OneNet,0.0849677704803235,0.41510989010989,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,12,ok,153,13,140,100,LENS restricted,0.0987058284454231,0.46043956043956,FALSE,lambda=1,13,87,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,12,ok,153,13,140,100,LENS distributed,0.0816320135988883,0.477472527472528,FALSE,lambda=10,11,89,0.818181818181818,0.705882352941177,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,12,ok,153,13,140,200,OneNet,0.0849677704803235,0.41510989010989,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,12,ok,153,13,140,200,LENS restricted,0.15002540173304,0.618131868131868,FALSE,lambda=0.01,27,173,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,12,ok,153,13,140,200,LENS distributed,0.229274549365181,0.639010989010989,FALSE,lambda=0.1,27,173,0.954545454545455,0.941176470588235,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,12,ok,153,13,140,275,OneNet,0.0849677704803235,0.41510989010989,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,12,ok,153,13,140,275,LENS restricted,0.106529838135469,0.585164835164835,FALSE,lambda=1,35,240,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,12,ok,153,13,140,275,LENS distributed,0.1979362252038,0.685714285714286,FALSE,lambda=0.01,39,236,0.954545454545455,0.941176470588235,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,13,ok,176,13,163,5,OneNet,0.0891064494760607,0.431571495988674,,"",,,,,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,13,ok,176,13,163,5,LENS restricted,0.197277549648402,0.488437942425673,TRUE,lambda=0.01,0,5,0,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,13,ok,176,13,163,5,LENS distributed,0.197277549648402,0.488437942425673,TRUE,lambda=0.01,1,4,0.181818181818182,0.0284090909090909,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,13,ok,176,13,163,10,OneNet,0.0891064494760607,0.431571495988674,,"",,,,,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,13,ok,176,13,163,10,LENS restricted,0.197277549648402,0.488437942425673,TRUE,lambda=0.01,0,10,0,0,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,13,ok,176,13,163,10,LENS distributed,0.197277549648402,0.488437942425673,TRUE,lambda=10,2,8,0.318181818181818,0.0852272727272727,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,13,ok,176,13,163,20,OneNet,0.0891064494760607,0.431571495988674,,"",,,,,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,13,ok,176,13,163,20,LENS restricted,0.197277549648402,0.488437942425673,TRUE,lambda=10,2,18,0,0,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,13,ok,176,13,163,20,LENS distributed,0.197277549648402,0.488437942425673,TRUE,lambda=10,2,18,0.454545454545455,0.170454545454545,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,13,ok,176,13,163,50,OneNet,0.0891064494760607,0.431571495988674,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,13,ok,176,13,163,50,LENS restricted,0.160497535207434,0.710240679565833,FALSE,lambda=0.01,7,43,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,13,ok,176,13,163,50,LENS distributed,0.107542182412965,0.549787635677206,FALSE,lambda=0.1,4,46,0.772727272727273,0.653409090909091,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,13,ok,176,13,163,100,OneNet,0.0891064494760607,0.431571495988674,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,13,ok,176,13,163,100,LENS restricted,0.130960080966208,0.66682397357244,FALSE,lambda=0.01,15,85,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,13,ok,176,13,163,100,LENS distributed,0.166210076094949,0.600755073147711,FALSE,lambda=1,11,89,0.909090909090909,0.875,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,13,ok,176,13,163,200,OneNet,0.0891064494760607,0.431571495988674,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,13,ok,176,13,163,200,LENS restricted,0.142878942782188,0.678150070788108,FALSE,lambda=0.1,25,175,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,13,ok,176,13,163,200,LENS distributed,0.264222274424844,0.739499764039641,FALSE,lambda=1,25,175,1,1,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,13,ok,176,13,163,275,OneNet,0.0891064494760607,0.431571495988674,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,13,ok,176,13,163,275,LENS restricted,0.113761002842889,0.653610193487494,FALSE,lambda=0.01,36,239,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,13,ok,176,13,163,275,LENS distributed,0.174369060242221,0.727701746106654,FALSE,lambda=0.1,39,236,1,1,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,14,ok,176,33,143,5,OneNet,0.156727116817599,0.407819453273999,,"",,,,,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,14,ok,176,33,143,5,LENS restricted,0.149373409988348,0.396270396270396,TRUE,lambda=0.01,0,5,0,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,14,ok,176,33,143,5,LENS distributed,0.149373409988348,0.396270396270396,TRUE,lambda=0.01,1,4,0.136363636363636,0.0170454545454545,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,14,ok,176,33,143,10,OneNet,0.156727116817599,0.407819453273999,,"",,,,,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,14,ok,176,33,143,10,LENS restricted,0.149373409988348,0.396270396270396,TRUE,lambda=0.01,0,10,0,0,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,14,ok,176,33,143,10,LENS distributed,0.149373409988348,0.396270396270396,TRUE,lambda=0.01,1,9,0.227272727272727,0.0568181818181818,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,14,ok,176,33,143,20,OneNet,0.156727116817599,0.407819453273999,,"",,,,,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,14,ok,176,33,143,20,LENS restricted,0.149373409988348,0.396270396270396,TRUE,lambda=0.01,0,20,0,0,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,14,ok,176,33,143,20,LENS distributed,0.149373409988348,0.396270396270396,TRUE,lambda=0.01,1,19,0.409090909090909,0.204545454545455,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,14,ok,176,33,143,50,OneNet,0.156727116817599,0.407819453273999,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,14,ok,176,33,143,50,LENS restricted,0.149373409988348,0.396270396270396,TRUE,lambda=10,2,48,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,14,ok,176,33,143,50,LENS distributed,0.162826347422537,0.453273998728544,FALSE,lambda=10,4,46,0.636363636363636,0.460227272727273,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,14,ok,176,33,143,100,OneNet,0.156727116817599,0.407819453273999,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,14,ok,176,33,143,100,LENS restricted,0.192642453860851,0.532739987285442,FALSE,lambda=1,10,90,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,14,ok,176,33,143,100,LENS distributed,0.154759756763249,0.419792328883238,FALSE,lambda=10,12,88,0.909090909090909,0.875,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,14,ok,176,33,143,200,OneNet,0.156727116817599,0.407819453273999,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,14,ok,176,33,143,200,LENS restricted,0.224840568592593,0.569612205975842,FALSE,lambda=0.1,16,184,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,14,ok,176,33,143,200,LENS distributed,0.242430466877872,0.591226954863318,FALSE,lambda=0.1,23,177,1,1,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,14,ok,176,33,143,275,OneNet,0.156727116817599,0.407819453273999,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,14,ok,176,33,143,275,LENS restricted,0.24386875593458,0.575121847849121,FALSE,lambda=0.01,20,255,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,14,ok,176,33,143,275,LENS distributed,0.214326624596974,0.570247933884298,FALSE,lambda=0.01,39,236,1,1,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,15,ok,153,17,136,5,OneNet,0.125543890432728,0.53568339100346,,"",,,,,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,15,ok,153,17,136,5,LENS restricted,0.119120865400955,0.502595155709343,TRUE,lambda=0.01,1,4,0,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,15,ok,153,17,136,5,LENS distributed,0.119120865400955,0.502595155709343,TRUE,lambda=0.01,1,4,0.0909090909090909,0.0065359477124183,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,15,ok,153,17,136,10,OneNet,0.125543890432728,0.53568339100346,,"",,,,,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,15,ok,153,17,136,10,LENS restricted,0.119120865400955,0.502595155709343,TRUE,lambda=0.01,1,9,0,0,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,15,ok,153,17,136,10,LENS distributed,0.119120865400955,0.502595155709343,TRUE,lambda=0.01,1,9,0.181818181818182,0.0392156862745098,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,15,ok,153,17,136,20,OneNet,0.125543890432728,0.53568339100346,,"",,,,,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,15,ok,153,17,136,20,LENS restricted,0.134679273322513,0.542820069204152,FALSE,lambda=10,3,17,0,0,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,15,ok,153,17,136,20,LENS distributed,0.0952580315780786,0.408304498269896,FALSE,lambda=10,4,16,0.409090909090909,0.196078431372549,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,15,ok,153,17,136,50,OneNet,0.125543890432728,0.53568339100346,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,15,ok,153,17,136,50,LENS restricted,0.113929143472946,0.482698961937716,FALSE,lambda=10,6,44,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,15,ok,153,17,136,50,LENS distributed,0.105252247402038,0.447664359861592,FALSE,lambda=0.1,9,41,0.863636363636364,0.823529411764706,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,15,ok,153,17,136,100,OneNet,0.125543890432728,0.53568339100346,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,15,ok,153,17,136,100,LENS restricted,0.192225532969349,0.589532871972318,FALSE,lambda=0.01,14,86,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,15,ok,153,17,136,100,LENS distributed,0.107457173041929,0.44939446366782,FALSE,lambda=0.01,11,89,0.954545454545455,0.941176470588235,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,15,ok,153,17,136,200,OneNet,0.125543890432728,0.53568339100346,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,15,ok,153,17,136,200,LENS restricted,0.162521466625039,0.619377162629758,FALSE,lambda=1,32,168,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,15,ok,153,17,136,200,LENS distributed,0.12467050987376,0.52378892733564,FALSE,lambda=0.01,26,174,1,1,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,15,ok,153,17,136,275,OneNet,0.125543890432728,0.53568339100346,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,15,ok,153,17,136,275,LENS restricted,0.170410502386838,0.60423875432526,FALSE,lambda=0.1,38,237,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,15,ok,153,17,136,275,LENS distributed,0.208736110181098,0.571799307958478,FALSE,lambda=0.01,38,237,1,1,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,16,ok,140,7,133,5,OneNet,0.0515454343983611,0.411385606874329,,"",,,,,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,16,ok,140,7,133,5,LENS restricted,0.0557441118761965,0.511278195488722,TRUE,lambda=10,2,3,0,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,16,ok,140,7,133,5,LENS distributed,0.0557441118761965,0.511278195488722,TRUE,lambda=10,2,3,0.136363636363636,0.0214285714285714,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,16,ok,140,7,133,10,OneNet,0.0515454343983611,0.411385606874329,,"",,,,,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,16,ok,140,7,133,10,LENS restricted,0.0497776794091468,0.467239527389903,FALSE,lambda=10,4,6,0,0,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,16,ok,140,7,133,10,LENS distributed,0.0557441118761965,0.511278195488722,TRUE,lambda=10,2,8,0.272727272727273,0.0857142857142857,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,16,ok,140,7,133,20,OneNet,0.0515454343983611,0.411385606874329,,"",,,,,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,16,ok,140,7,133,20,LENS restricted,0.0727379781568408,0.590762620837809,FALSE,lambda=10,5,15,0,0,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,16,ok,140,7,133,20,LENS distributed,0.0654295033922316,0.585392051557465,FALSE,lambda=10,4,16,0.454545454545455,0.214285714285714,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,16,ok,140,7,133,50,OneNet,0.0515454343983611,0.411385606874329,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,16,ok,140,7,133,50,LENS restricted,0.0701154639475728,0.578947368421053,FALSE,lambda=10,12,38,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,16,ok,140,7,133,50,LENS distributed,0.0699872772645138,0.576799140708915,FALSE,lambda=10,8,42,0.772727272727273,0.714285714285714,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,16,ok,140,7,133,100,OneNet,0.0515454343983611,0.411385606874329,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,16,ok,140,7,133,100,LENS restricted,0.115346331092262,0.686358754027927,FALSE,lambda=1,17,83,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,16,ok,140,7,133,100,LENS distributed,0.0635521556846764,0.561761546723953,FALSE,lambda=10,16,84,0.909090909090909,0.885714285714286,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,16,ok,140,7,133,200,OneNet,0.0515454343983611,0.411385606874329,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,16,ok,140,7,133,200,LENS restricted,0.111827064658947,0.638023630504834,FALSE,lambda=0.01,32,168,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,16,ok,140,7,133,200,LENS distributed,0.105239348516104,0.700322234156821,FALSE,lambda=1,27,173,1,1,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,16,ok,140,7,133,275,OneNet,0.0515454343983611,0.411385606874329,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,16,ok,140,7,133,275,LENS restricted,0.113994181062589,0.627282491944146,FALSE,lambda=0.01,47,228,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,16,ok,140,7,133,275,LENS distributed,0.134425541778483,0.758324382384533,FALSE,lambda=0.01,33,242,1,1,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,17,ok,176,24,152,5,OneNet,0.125029240092056,0.452850877192982,,"",,,,,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,17,ok,176,24,152,5,LENS restricted,0.158885132839344,0.510142543859649,TRUE,lambda=10,2,3,0,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,17,ok,176,24,152,5,LENS distributed,0.158885132839344,0.510142543859649,TRUE,lambda=0.01,1,4,0.136363636363636,0.0170454545454545,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,17,ok,176,24,152,10,OneNet,0.125029240092056,0.452850877192982,,"",,,,,Carlström (20/20 partitions),10
