analysis_set,design,taxon_fraction,repeat,selected_taxa,calibration_pairs,calibration_outcomes,calibration_positives,test_pairs,test_outcomes,test_positives,test_prevalence,model_fitted,supervised_auprc,mean_rank_auprc,supervised_minus_mean_rank,plnnetwork_auprc,poisson_glmnet_auprc,sparcc_auprc
butyrate_assembly_2021,distributed_pairs,0.6,161,16,51,51,41,53,53,35,0.660377358490566,True,0.7882359901738943,0.6661976659390032,0.12203832423489114,0.7704354470854465,0.6047629952980045,0.7191831044831742
butyrate_assembly_2021,taxon_panel,0.6,162,16,50,50,41,9,9,3,0.3333333333333333,True,0.5277777777777778,0.5873015873015872,-0.05952380952380942,0.5555555555555556,0.5888888888888888,0.5396825396825397
butyrate_assembly_2021,distributed_pairs,0.6,162,16,50,50,36,54,54,40,0.7407407407407407,True,0.841091376783986,0.7334832723016916,0.10760810448229441,0.797253469746303,0.6872747156274873,0.8285544549425344
butyrate_assembly_2021,taxon_panel,0.6,163,16,39,39,26,15,15,12,0.8,True,0.7901547526547529,0.7938203000703,-0.0036655474155471435,0.7968494468494469,0.7983435545935545,0.8960028397528398
butyrate_assembly_2021,distributed_pairs,0.6,163,16,39,39,28,65,65,48,0.7384615384615385,True,0.8155128566687034,0.7903185721195418,0.025194284549161616,0.8389058268771881,0.6816978485615152,0.8445415694159192
butyrate_assembly_2021,taxon_panel,0.6,164,16,52,52,37,6,6,5,0.8333333333333334,True,0.9666666666666666,0.81,0.1566666666666665,0.81,0.8333333333333334,0.81
butyrate_assembly_2021,distributed_pairs,0.6,164,16,52,52,38,52,52,38,0.7307692307692307,True,0.8111588019849219,0.8023758615927027,0.008782940392219163,0.7873677629243954,0.690737418933981,0.8836541484584708
butyrate_assembly_2021,taxon_panel,0.6,165,16,35,35,23,16,16,12,0.75,True,0.7650245587745588,0.8534484034484034,-0.08842384467384468,0.8055555555555556,0.8983435545935545,0.8672528860028861
butyrate_assembly_2021,distributed_pairs,0.6,165,16,35,35,26,69,69,50,0.7246376811594203,True,0.8352681835349202,0.748286110924644,0.08698207261027613,0.7748858332987595,0.6761094738415704,0.8135023650731423
butyrate_assembly_2021,taxon_panel,0.6,166,16,29,29,23,20,20,11,0.55,True,0.4641905210685115,0.6091397164926575,-0.14494919542414603,0.8194305694305695,0.46158008658008665,0.7584529505582138
butyrate_assembly_2021,distributed_pairs,0.6,166,16,29,29,23,75,75,53,0.7066666666666667,True,0.7658412141275694,0.7667103272532847,-0.0008691131257152485,0.7916599328338403,0.6646722760489312,0.8440418193241843
butyrate_assembly_2021,taxon_panel,0.6,167,16,37,37,33,16,16,10,0.625,True,0.6608891108891108,0.6619605394605395,-0.001071428571428612,0.8141558441558441,0.5383333333333334,0.7668894993894994
butyrate_assembly_2021,distributed_pairs,0.6,167,16,37,37,31,67,67,45,0.6716417910447762,True,0.812012219237581,0.6951133716433447,0.1168988475942363,0.7494968259786304,0.6122969441153648,0.7798890055991353
butyrate_assembly_2021,distributed_pairs,0.6,170,16,50,50,35,54,54,41,0.7592592592592593,True,0.8190233063234482,0.7725554133175011,0.046467893005947114,0.8284544836360596,0.7145514986457882,0.7947662639864825
butyrate_assembly_2021,distributed_pairs,0.6,171,16,49,49,35,55,55,41,0.7454545454545455,True,0.782058153294182,0.7078581746894553,0.07419997860472671,0.7633058159856587,0.6798111235617919,0.776393672141054
butyrate_assembly_2021,taxon_panel,0.6,172,16,51,51,37,8,8,7,0.875,True,0.8260204081632654,0.9093537414965986,-0.08333333333333326,0.9178571428571427,0.9464285714285712,0.8260204081632654
butyrate_assembly_2021,distributed_pairs,0.6,172,16,51,51,38,53,53,38,0.7169811320754716,True,0.7360265634441605,0.7350707299174439,0.0009558335267165763,0.8118321469823675,0.6290932387297687,0.7961019359280562
butyrate_assembly_2021,taxon_panel,0.6,173,16,13,13,12,30,30,21,0.7,True,0.807836651893594,0.8148624802417501,-0.007025828348156127,0.7999249206900692,0.7445426517231029,0.8315405462758105
butyrate_assembly_2021,distributed_pairs,0.6,173,16,13,13,8,91,91,68,0.7472527472527473,True,0.8392190792618597,0.7601152732842404,0.07910380597761923,0.8005583116775565,0.689117749059015,0.8312694008484407
butyrate_assembly_2021,taxon_panel,0.6,174,16,23,23,19,24,24,14,0.5833333333333334,True,0.561948060723492,0.633248124424595,-0.07130006370110298,0.6085148978006121,0.5575546951323349,0.7259638308551353
butyrate_assembly_2021,distributed_pairs,0.6,174,16,23,23,18,81,81,58,0.7160493827160493,True,0.815136508997853,0.7179175976523051,0.09721891134554783,0.7940941993275161,0.6646653724042795,0.7995471154027415
butyrate_assembly_2021,taxon_panel,0.6,175,16,36,36,31,17,17,9,0.5294117647058824,True,0.8215007215007215,0.6425824175824176,0.17891830391830388,0.5007262164124909,0.6670745920745921,0.7038692244574598
butyrate_assembly_2021,distributed_pairs,0.6,175,16,36,36,25,68,68,51,0.75,True,0.7740313865218994,0.8082774778129643,-0.03424609129106493,0.8103083228749111,0.7395791717603382,0.8761751996216854
butyrate_assembly_2021,taxon_panel,0.6,176,16,49,49,41,9,9,3,0.3333333333333333,True,0.3888888888888889,0.8095238095238095,-0.42063492063492064,0.7777777777777777,0.8055555555555556,0.7777777777777777
butyrate_assembly_2021,distributed_pairs,0.6,176,16,49,49,33,55,55,43,0.7818181818181819,True,0.8367417148196067,0.7846312875265073,0.05211042729309934,0.8519537740986121,0.7156100884165516,0.8386882226294204
butyrate_assembly_2021,taxon_panel,0.6,177,16,39,39,30,17,17,13,0.7647058823529411,True,0.8691856032353769,0.8310677570292955,0.038117846206081385,0.8606927386339149,0.7370968900380666,0.8390655096537449
butyrate_assembly_2021,distributed_pairs,0.6,177,16,39,39,26,65,65,50,0.7692307692307693,True,0.8188466662098326,0.7749590960018957,0.04388757020793688,0.7911577799288547,0.7527775812744443,0.8219096328346388
butyrate_assembly_2021,taxon_panel,0.6,178,16,42,42,28,13,13,12,0.9230769230769231,True,0.9790695415695417,0.9935897435897437,-0.014520202020201989,0.9866452991452993,0.9551282051282052,0.9790695415695417
butyrate_assembly_2021,distributed_pairs,0.6,178,16,42,42,28,62,62,48,0.7741935483870968,True,0.8120840879691688,0.8020285320090066,0.010055555960162166,0.8256046592491817,0.7707915769299515,0.8255295326075406
butyrate_assembly_2021,taxon_panel,0.6,179,16,26,26,23,23,23,15,0.6521739130434783,True,0.6607879492318851,0.6333600285686705,0.027427920663214644,0.7034831955484129,0.7068889510129919,0.7103451195011298
butyrate_assembly_2021,distributed_pairs,0.6,179,16,26,26,21,78,78,55,0.7051282051282052,True,0.6632371747228835,0.689584741851721,-0.026347567128837568,0.7643012618354654,0.619721472016683,0.7890066417116315
butyrate_assembly_2021,taxon_panel,0.6,180,16,38,38,23,16,16,14,0.875,True,0.8755421166135452,0.8344122147693576,0.04112990184418763,0.8147959183673469,0.8574237270665841,0.8517918589347161
butyrate_assembly_2021,distributed_pairs,0.6,180,16,38,38,25,66,66,51,0.7727272727272727,True,0.8372070283241432,0.8096500719322092,0.027556956391934007,0.8011478442738089,0.7469635922977418,0.8715240752906552
butyrate_assembly_2021,taxon_panel,0.6,181,16,28,28,14,19,19,16,0.8421052631578947,True,0.9014560285990241,0.8171116658539259,0.08434436274509816,0.857463138265673,0.824267956093614,0.9478712351245246
butyrate_assembly_2021,distributed_pairs,0.6,181,16,28,28,20,76,76,56,0.7368421052631579,True,0.7083354363484874,0.742831728400747,-0.03449629205225957,0.8015557048070717,0.6537931588240053,0.8237103649185865
butyrate_assembly_2021,taxon_panel,0.6,182,16,28,28,15,20,20,17,0.85,True,0.9165009192531501,0.9245125155000407,-0.008011596246890518,0.8802071390739211,0.9086346659876072,0.9184643873498364
butyrate_assembly_2021,distributed_pairs,0.6,182,16,28,28,21,76,76,55,0.7236842105263158,True,0.7993312705067459,0.757954605099265,0.04137666540748086,0.775139812007924,0.6814952097996743,0.8337958130277267
butyrate_assembly_2021,taxon_panel,0.6,183,16,49,49,43,9,9,2,0.2222222222222222,True,0.1736111111111111,0.20833333333333331,-0.03472222222222221,0.2222222222222222,0.325,0.18253968253968253
butyrate_assembly_2021,distributed_pairs,0.6,183,16,49,49,39,55,55,37,0.6727272727272727,True,0.7071784142677178,0.64141990705525,0.06575850721246779,0.72329756230418,0.6083294891355384,0.6809929006900048
butyrate_assembly_2021,taxon_panel,0.6,184,16,36,36,33,16,16,8,0.5,True,0.5109508547008547,0.5086496836496837,0.0023011710511710026,0.5958333333333333,0.6175751332001332,0.549404761904762
butyrate_assembly_2021,distributed_pairs,0.6,184,16,36,36,25,68,68,51,0.75,True,0.7127021148340669,0.7598763596727937,-0.04717424483872679,0.8354172282818588,0.6828119526791856,0.8395536147253453
butyrate_assembly_2021,taxon_panel,0.6,185,16,34,34,31,16,16,5,0.3125,True,0.48,0.4435897435897436,0.03641025641025636,0.3113095238095238,0.4305555555555556,0.5323717948717949
butyrate_assembly_2021,distributed_pairs,0.6,185,16,34,34,23,70,70,53,0.7571428571428571,True,0.7934920324155187,0.7513299527668335,0.042162079648685236,0.814703444317779,0.6965063114920063,0.8203822496497841
butyrate_assembly_2021,taxon_panel,0.6,186,16,49,49,34,8,8,6,0.75,True,0.8551587301587301,0.8773809523809524,-0.022222222222222254,0.8,0.7916666666666666,0.8551587301587301
butyrate_assembly_2021,distributed_pairs,0.6,186,16,49,49,37,55,55,39,0.7090909090909091,True,0.7793066995440769,0.7529979534270376,0.026308746117039372,0.7308382395111545,0.7303007224304209,0.821150811999371
butyrate_assembly_2021,taxon_panel,0.6,187,16,40,40,28,13,13,10,0.7692307692307693,True,0.9140262515262515,0.8480122655122654,0.06601398601398611,0.8792826617826617,0.7085256410256411,0.9272546897546897
butyrate_assembly_2021,distributed_pairs,0.6,187,16,40,40,29,64,64,47,0.734375,True,0.7254151200703267,0.7167781596216369,0.008636960448689779,0.8102389267281923,0.6399133330062082,0.8047900070836957
butyrate_assembly_2021,taxon_panel,0.6,188,16,39,39,26,15,15,14,0.9333333333333333,True,0.8939360242931671,0.9117931671503099,-0.017857142857142794,0.9283420944135229,0.8384070294784581,0.937983643340786
butyrate_assembly_2021,distributed_pairs,0.6,188,16,39,39,29,65,65,47,0.7230769230769231,True,0.7705902274464786,0.7383916969631127,0.03219853048336596,0.7351493632965644,0.7351121832033112,0.8089072766934855
butyrate_assembly_2021,taxon_panel,0.6,189,16,25,25,20,21,21,13,0.6190476190476191,True,0.646358870549154,0.6648202476256775,-0.01846137707652351,0.7027389277389278,0.6461284379270804,0.6464769148979674
butyrate_assembly_2021,distributed_pairs,0.6,189,16,25,25,17,79,79,59,0.7468354430379747,True,0.7921560240152891,0.7308115298071309,0.06134449420815813,0.8147574099986801,0.6809700576714285,0.7917326371643061
butyrate_assembly_2021,taxon_panel,0.6,190,16,23,23,20,22,22,13,0.5909090909090909,True,0.6810891901091949,0.6392765909436545,0.041812599165540365,0.6140955198647506,0.5278072606126905,0.7218100275792583
butyrate_assembly_2021,distributed_pairs,0.6,190,16,23,23,16,81,81,60,0.7407407407407407,True,0.7546434611687631,0.7411465994407846,0.013496861727978482,0.776318767344888,0.6702579120492951,0.8313472639043012
butyrate_assembly_2021,taxon_panel,0.6,191,16,46,46,37,9,9,2,0.2222222222222222,True,0.6428571428571428,0.6428571428571428,0.0,0.3611111111111111,0.3666666666666667,0.625
butyrate_assembly_2021,distributed_pairs,0.6,191,16,46,46,30,58,58,46,0.7931034482758621,True,0.8446491681218466,0.8697597673200332,-0.02511059919818659,0.8446060767689032,0.8711185166395149,0.8717272298083193
butyrate_assembly_2021,taxon_panel,0.6,192,16,26,26,14,23,23,20,0.8695652173913043,True,0.816701511432212,0.9641804774602765,-0.14747896602806443,0.9113193991998341,0.9804347826086959,0.9335040501387757
butyrate_assembly_2021,distributed_pairs,0.6,192,16,26,26,18,78,78,58,0.7435897435897436,True,0.7703668534834236,0.7316574483632667,0.03870940512015686,0.7921353949432607,0.6679170066366131,0.8113263792297736
butyrate_assembly_2021,taxon_panel,0.6,193,16,41,41,32,14,14,6,0.42857142857142855,True,0.36726190476190473,0.4202020202020202,-0.052940115440115454,0.6319444444444444,0.36150793650793656,0.574963924963925
butyrate_assembly_2021,distributed_pairs,0.6,193,16,41,41,30,63,63,46,0.7301587301587301,True,0.7943431553169414,0.7373120850183409,0.05703107029860055,0.7667254002446375,0.6839715594295779,0.8161554502523801
butyrate_assembly_2021,taxon_panel,0.6,194,16,37,37,29,17,17,10,0.5882352941176471,True,0.7573909423909423,0.7526290376290375,0.004761904761904745,0.6246078431372549,0.7572907647907648,0.6814983545865898
butyrate_assembly_2021,distributed_pairs,0.6,194,16,37,37,26,67,67,50,0.746268656716418,True,0.8167684996203315,0.7774050913878884,0.03936340823244311,0.7873753804037318,0.7018593358765132,0.8501625421917957
butyrate_assembly_2021,taxon_panel,0.6,195,16,26,26,13,22,22,21,0.9545454545454546,True,0.9680506711742893,0.947716375839994,0.020334295334295316,0.9698295751867181,0.9332966685631439,0.9720189251425433
butyrate_assembly_2021,distributed_pairs,0.6,195,16,26,26,20,78,78,56,0.717948717948718,True,0.7413615690230441,0.7232440984830727,0.01811747053997137,0.7860726314205183,0.6571125445458686,0.8122295962735587
butyrate_assembly_2021,taxon_panel,0.6,196,16,39,39,24,13,13,11,0.8461538461538461,True,0.8068587977678886,0.9159497068587978,-0.10909090909090924,0.9041281950372859,0.9235902985902986,0.9118010777101686
butyrate_assembly_2021,distributed_pairs,0.6,196,16,39,39,33,65,65,43,0.6615384615384615,True,0.6724306367927042,0.7252125049314979,-0.05278186813879371,0.7277841947868349,0.61279714222686,0.839960598922374
butyrate_assembly_2021,taxon_panel,0.6,197,16,38,38,24,14,14,11,0.7857142857142857,True,0.9536042240587697,0.7384605293696203,0.2151436946891494,0.8435720844811754,0.6658008658008657,0.8068587977678886
butyrate_assembly_2021,distributed_pairs,0.6,197,16,38,38,30,66,66,46,0.696969696969697,True,0.730368212814356,0.7639407788638369,-0.03357256604948089,0.7830035422904558,0.658766068235752,0.824774928870539
butyrate_assembly_2021,taxon_panel,0.6,198,16,24,24,22,23,23,13,0.5652173913043478,True,0.5482168416378943,0.6055957114780645,-0.057378869840170155,0.61883414801475,0.570179686827284,0.6875009048922092
butyrate_assembly_2021,distributed_pairs,0.6,198,16,24,24,16,80,80,60,0.75,True,0.8178922017221373,0.7456599165582054,0.07223228516393188,0.7914058984629525,0.6947875573752741,0.8173968512163592
butyrate_assembly_2021,taxon_panel,0.6,199,16,34,34,31,17,17,11,0.6470588235294118,True,0.6399325718844435,0.7237554112554113,-0.0838228393709678,0.7302648332060098,0.5833636357700529,0.7477845683728037
butyrate_assembly_2021,distributed_pairs,0.6,199,16,34,34,24,70,70,52,0.7428571428571429,True,0.8443553756561819,0.7682220286458034,0.07613334701037855,0.786735334177647,0.7026115057941511,0.838431344474272
carlstrom_phyllosphere_2019,taxon_panel,0.2,0,11,40,40,10,621,621,61,0.09822866344605476,True,0.12093771644095597,0.08615435595886069,0.03478336048209528,0.09822866344605476,0.11374341452744875,0.08366521648059805
carlstrom_phyllosphere_2019,distributed_pairs,0.2,0,11,40,40,5,949,949,118,0.12434141201264488,True,0.1417798200427435,0.12657319979758155,0.01520662024516195,0.12434141201264488,0.14439594043188936,0.11771995904529987
carlstrom_phyllosphere_2019,taxon_panel,0.2,1,11,34,34,2,646,646,97,0.15015479876160992,True,0.17157811350036195,0.15246580048870237,0.019112313011659582,0.15015479876160992,0.17158782747272863,0.14318460788668427
carlstrom_phyllosphere_2019,distributed_pairs,0.2,1,11,34,34,3,955,955,120,0.1256544502617801,True,0.1175980859580737,0.12634613480160264,-0.00874804884352895,0.1256544502617801,0.14527625867201865,0.1175980859580737
carlstrom_phyllosphere_2019,taxon_panel,0.2,2,11,34,34,2,646,646,85,0.13157894736842105,True,0.14259964739515063,0.1464010286529317,-0.003801381257781067,0.13157894736842105,0.15843651823531124,0.13748929038718818
carlstrom_phyllosphere_2019,distributed_pairs,0.2,2,11,34,34,6,955,955,117,0.1225130890052356,True,0.1388518717404022,0.12471517322930979,0.014136698511092408,0.1225130890052356,0.14287966388162474,0.11579930621952392
carlstrom_phyllosphere_2019,taxon_panel,0.2,3,11,27,27,4,670,670,81,0.1208955223880597,True,0.13768428886377398,0.12678524188785942,0.010899046975914567,0.1208955223880597,0.132899340966413,0.12127198186445196
carlstrom_phyllosphere_2019,distributed_pairs,0.2,3,11,27,27,2,962,962,121,0.1257796257796258,True,0.13060840327369105,0.12372119575174884,0.006887207521942218,0.1257796257796258,0.14420334524530876,0.11668402959946708
carlstrom_phyllosphere_2019,taxon_panel,0.2,4,11,52,52,13,540,540,55,0.10185185185185185,True,0.11844132013828526,0.09266265295212665,0.025778667186158608,0.10185185185185185,0.1015151515151515,0.0941971309736038
carlstrom_phyllosphere_2019,distributed_pairs,0.2,4,11,52,52,5,937,937,118,0.12593383137673425,True,0.15996244175544366,0.11672312679173964,0.04323931496370402,0.12593383137673425,0.13635288938600781,0.10927755522487691
carlstrom_phyllosphere_2019,taxon_panel,0.2,5,11,40,40,1,621,621,99,0.15942028985507245,True,0.13398580204776078,0.15490129587625712,-0.020915493828496334,0.15942028985507245,0.1752446509160064,0.14759977353569476
carlstrom_phyllosphere_2019,distributed_pairs,0.2,5,11,40,40,4,949,949,119,0.12539515279241306,True,0.1436510894138013,0.1283466747696896,0.015304414644111697,0.12539515279241306,0.1452014610819335,0.11941718639626417
carlstrom_phyllosphere_2019,taxon_panel,0.2,6,11,34,34,5,646,646,79,0.12229102167182662,True,0.13530151509995297,0.12714700585458022,0.008154509245372754,0.12229102167182662,0.1564323884629955,0.1069422357046522
carlstrom_phyllosphere_2019,distributed_pairs,0.2,6,11,34,34,3,955,955,120,0.1256544502617801,True,0.13256857520206244,0.12499494534980016,0.007573629852262287,0.1256544502617801,0.14476782045197484,0.11806322504832759
carlstrom_phyllosphere_2019,taxon_panel,0.2,7,11,34,34,8,646,646,66,0.1021671826625387,True,0.12524511600527277,0.08052591283026027,0.044719203175012504,0.1021671826625387,0.10162929605654064,0.08073168871039987
carlstrom_phyllosphere_2019,distributed_pairs,0.2,7,11,34,34,5,955,955,118,0.12356020942408377,True,0.13647761849793613,0.127864582038765,0.008613036459171136,0.12356020942408377,0.14379182572057853,0.1186189500745112
carlstrom_phyllosphere_2019,taxon_panel,0.2,8,11,27,27,7,670,670,66,0.09850746268656717,True,0.17199538659452462,0.09222035966605638,0.07977502692846825,0.09850746268656717,0.11928237599879393,0.08600629308666705
carlstrom_phyllosphere_2019,distributed_pairs,0.2,8,11,27,27,4,962,962,119,0.12370062370062371,True,0.13000644362778052,0.1240841780310906,0.005922265596689916,0.12370062370062371,0.14146257247607846,0.11676659446418514
