analysis_set,design,taxon_fraction,repeat,selected_taxa,calibration_pairs,calibration_outcomes,calibration_positives,test_pairs,test_outcomes,test_positives,test_prevalence,model_fitted,supervised_auprc,mean_rank_auprc,supervised_minus_mean_rank,plnnetwork_auprc,poisson_glmnet_auprc,sparcc_auprc
schafer_phyllosphere_2022,taxon_panel,0.2,99,25,44,44,0,1038,1038,31,0.029865125240847785,False,0.029865125240847785,0.20733727503434699,-0.1774721497934992,0.06267147962915129,0.0938933230939197,0.11254539171057257
schafer_phyllosphere_2022,distributed_pairs,0.2,99,25,44,44,0,1480,1480,38,0.025675675675675677,False,0.025675675675675677,0.23068316749328627,-0.20500749181761058,0.08178066598181544,0.08607439782837525,0.1299084967005426
schafer_phyllosphere_2022,taxon_panel,0.2,101,25,66,66,2,940,940,23,0.02446808510638298,True,0.15000829082726486,0.2490809745815274,-0.09907268375426254,0.08537289106206775,0.26013721862473016,0.13281277862863922
schafer_phyllosphere_2022,distributed_pairs,0.2,101,25,66,66,1,1458,1458,37,0.025377229080932786,True,0.05673991181889774,0.23680027560541234,-0.1800603637865146,0.07940372294117026,0.08578957775828897,0.13702990103531423
schafer_phyllosphere_2022,taxon_panel,0.2,102,25,90,90,5,847,847,19,0.02243211334120425,True,0.054632001636458455,0.13211938121694547,-0.07748737958048701,0.08489433127721041,0.023356738954825082,0.14068203094505002
schafer_phyllosphere_2022,distributed_pairs,0.2,102,25,90,90,4,1434,1434,34,0.023709902370990237,True,0.1980630722045462,0.20161704613644085,-0.0035539739318946606,0.07035772884759961,0.08148471075706636,0.11749265921179124
schafer_phyllosphere_2022,taxon_panel,0.2,103,25,69,69,1,936,936,23,0.024572649572649572,True,0.054223345819426866,0.2836254905127052,-0.22940214469327833,0.10196418568511592,0.07463360274875173,0.173258167917143
schafer_phyllosphere_2022,distributed_pairs,0.2,103,25,69,69,0,1455,1455,38,0.02611683848797251,False,0.02611683848797251,0.23927278588217799,-0.21315594739420549,0.08099397452087233,0.08374073642399893,0.13229505555906693
schafer_phyllosphere_2022,taxon_panel,0.2,104,25,68,68,4,939,939,23,0.024494142705005325,True,0.1173370811811799,0.2209745064141998,-0.1036374252330199,0.11308892519874733,0.05564020007866375,0.1408127529453993
schafer_phyllosphere_2022,distributed_pairs,0.2,104,25,68,68,2,1456,1456,36,0.024725274725274724,True,0.15764718673339845,0.23633077605884165,-0.0786835893254432,0.07616110248135442,0.08575114794888264,0.12436888242212671
schafer_phyllosphere_2022,taxon_panel,0.2,105,25,24,24,0,1113,1113,20,0.017969451931716084,False,0.017969451931716084,0.14446970851190669,-0.1265002565801906,0.06404972588782692,0.024654743016726377,0.0819050690063017
schafer_phyllosphere_2022,distributed_pairs,0.2,105,25,24,24,0,1500,1500,38,0.025333333333333333,False,0.025333333333333333,0.2293603503341918,-0.20402701700085846,0.07777127497091199,0.08184091409897862,0.12888710111746063
schafer_phyllosphere_2022,taxon_panel,0.2,106,25,65,65,2,944,944,21,0.022245762711864406,True,0.03296749846688818,0.32145367350914195,-0.28848617504225377,0.08994671437722719,0.13328350414437393,0.12752348583096068
schafer_phyllosphere_2022,distributed_pairs,0.2,106,25,65,65,1,1459,1459,37,0.025359835503769704,True,0.05497335914398876,0.23479208626246062,-0.17981872711847185,0.08307507532875015,0.08637889603856758,0.12963518396173265
schafer_phyllosphere_2022,taxon_panel,0.2,107,25,45,45,1,1032,1032,31,0.030038759689922482,True,0.18047032695099893,0.27080205718714806,-0.09033173023614913,0.08890902236837404,0.10441036791338382,0.1462471672878187
schafer_phyllosphere_2022,distributed_pairs,0.2,107,25,45,45,0,1479,1479,38,0.025693035835023664,False,0.025693035835023664,0.23013373541870552,-0.20444069958368186,0.08264692244313881,0.0861087257150296,0.12893643973510624
schafer_phyllosphere_2022,taxon_panel,0.2,110,25,107,107,4,765,765,10,0.013071895424836602,True,0.0838201404253209,0.25838358066548495,-0.17456344024016404,0.045098039215686274,0.2790408610996846,0.11056118766013318
schafer_phyllosphere_2022,distributed_pairs,0.2,110,25,107,107,4,1417,1417,34,0.02399435426958363,True,0.12275724241149182,0.2381729451323503,-0.11541570272085848,0.09038224625973615,0.08755002147906532,0.1206900297566558
schafer_phyllosphere_2022,taxon_panel,0.2,111,25,47,47,1,1028,1028,27,0.026264591439688716,True,0.10117014294272199,0.25985423023930887,-0.1586840872965869,0.15104394916073152,0.05254909933267996,0.1379176223748713
schafer_phyllosphere_2022,distributed_pairs,0.2,111,25,47,47,1,1477,1477,37,0.025050778605280974,True,0.18680621959055094,0.20597245818329782,-0.01916623859274688,0.06885778851676737,0.08538813717878214,0.12508201441939307
schafer_phyllosphere_2022,taxon_panel,0.2,112,25,68,68,0,939,939,25,0.026624068157614485,False,0.026624068157614485,0.2770373766992708,-0.25041330854165633,0.1076421482171551,0.13356711439248647,0.1308014559871753
schafer_phyllosphere_2022,distributed_pairs,0.2,112,25,68,68,3,1456,1456,35,0.02403846153846154,True,0.1984082229250194,0.229587743597157,-0.03117952067213761,0.07404418775575945,0.0790646119804693,0.12961003066514618
schafer_phyllosphere_2022,taxon_panel,0.2,113,25,47,47,0,1028,1028,27,0.026264591439688716,False,0.026264591439688716,0.18296534956495888,-0.15670075812527018,0.05557653903957406,0.08600812731141674,0.13667769550576486
schafer_phyllosphere_2022,distributed_pairs,0.2,113,25,47,47,1,1477,1477,37,0.025050778605280974,True,0.16316541933915157,0.2322067068766817,-0.06904128753753014,0.08049539784839085,0.0769460586727131,0.12796392376283605
schafer_phyllosphere_2022,taxon_panel,0.2,114,25,89,89,4,845,845,22,0.02603550295857988,True,0.105151498712002,0.14089103062622838,-0.03573953191422638,0.06927776667439178,0.03700540912079373,0.12370569220550796
schafer_phyllosphere_2022,distributed_pairs,0.2,114,25,89,89,0,1435,1435,38,0.0264808362369338,False,0.0264808362369338,0.23986022989146608,-0.2133793936545323,0.08750901149209855,0.08458034137777443,0.1364153957205279
schafer_phyllosphere_2022,taxon_panel,0.2,115,25,89,89,0,848,848,30,0.03537735849056604,False,0.03537735849056604,0.25553469164886566,-0.22015733315829963,0.07088320363337369,0.09416410025442287,0.17111922066263935
schafer_phyllosphere_2022,distributed_pairs,0.2,115,25,89,89,2,1435,1435,36,0.025087108013937282,True,0.05046614323778309,0.23778796554174236,-0.18732182230395927,0.08170190196358895,0.08577376008011828,0.13037373887278397
schafer_phyllosphere_2022,taxon_panel,0.2,116,25,47,47,0,1026,1026,30,0.029239766081871343,False,0.029239766081871343,0.23704374573814474,-0.2078039796562734,0.08477339613858947,0.06517852460901119,0.1409482809649198
schafer_phyllosphere_2022,distributed_pairs,0.2,116,25,47,47,1,1477,1477,37,0.025050778605280974,True,0.12483774177946032,0.23079323783903516,-0.10595549605957484,0.07898996466572869,0.08318486726904317,0.12483774177946032
schafer_phyllosphere_2022,taxon_panel,0.2,117,25,46,46,1,1037,1037,23,0.022179363548698167,True,0.04306703634928678,0.3005036745080134,-0.25743663815872664,0.08239619228497871,0.1523549431176308,0.14884836862731624
schafer_phyllosphere_2022,distributed_pairs,0.2,117,25,46,46,0,1478,1478,38,0.02571041948579161,False,0.02571041948579161,0.23425638032696583,-0.20854596084117422,0.0804895628995294,0.08252601666687671,0.13217721474695163
schafer_phyllosphere_2022,taxon_panel,0.2,118,25,125,125,2,680,680,11,0.016176470588235296,True,0.11613476224208881,0.15290897626472513,-0.03677421402263632,0.040508021390374335,0.10183763160436589,0.09292265095189321
schafer_phyllosphere_2022,distributed_pairs,0.2,118,25,125,125,4,1399,1399,34,0.024303073624017155,True,0.14427058859532257,0.23388829872626754,-0.08961771013094497,0.07238670203178127,0.09151076305466813,0.11906486150487461
schafer_phyllosphere_2022,taxon_panel,0.2,119,25,46,46,2,1026,1026,27,0.02631578947368421,True,0.1161446525096059,0.25789591188636857,-0.14175125937676267,0.06928281860592078,0.11788408376065115,0.13863854446168974
schafer_phyllosphere_2022,distributed_pairs,0.2,119,25,46,46,1,1478,1478,37,0.02503382949932341,True,0.05613842331121221,0.2349719887860303,-0.17883356547481807,0.08048348766582607,0.08346037968038597,0.128484229767084
schafer_phyllosphere_2022,taxon_panel,0.2,120,25,146,146,1,574,574,18,0.0313588850174216,True,0.11738884365040653,0.2133846492251373,-0.09599580557473078,0.06210144337834438,0.12262968267740271,0.15763142442537378
schafer_phyllosphere_2022,distributed_pairs,0.2,120,25,146,146,8,1378,1378,30,0.02177068214804064,True,0.2099815731254728,0.24633392833947318,-0.036352355214000376,0.07275580369919993,0.097921264358043,0.11416902790204371
schafer_phyllosphere_2022,taxon_panel,0.2,121,25,89,89,1,846,846,26,0.030732860520094562,True,0.08083447337314341,0.18187788273627375,-0.10104340936313035,0.0736229866875511,0.06444277627006037,0.15973482946244089
schafer_phyllosphere_2022,distributed_pairs,0.2,121,25,89,89,4,1435,1435,34,0.023693379790940768,True,0.04603739265067163,0.24601631366340848,-0.19997892101273684,0.08459827582642465,0.08921098897575974,0.12348557504772015
schafer_phyllosphere_2022,taxon_panel,0.2,122,25,89,89,4,847,847,19,0.02243211334120425,True,0.14182647119873298,0.16116393606529347,-0.01933746486656049,0.059953918121372525,0.07739789704345232,0.10415829886912369
schafer_phyllosphere_2022,distributed_pairs,0.2,122,25,89,89,2,1435,1435,36,0.025087108013937282,True,0.05464058224817653,0.2424111334086583,-0.18777055116048177,0.0915503994413607,0.0879905644896816,0.12860846772372156
schafer_phyllosphere_2022,taxon_panel,0.2,123,25,24,24,0,1116,1116,29,0.025985663082437275,False,0.025985663082437275,0.21594152967149793,-0.18995586658906066,0.07361890762950346,0.0892380700500834,0.11902402447439688
schafer_phyllosphere_2022,distributed_pairs,0.2,123,25,24,24,1,1500,1500,37,0.024666666666666667,True,0.18850156304806004,0.19821955318395268,-0.00971799013589264,0.06759848126989015,0.07904408826187659,0.12438364274384818
schafer_phyllosphere_2022,taxon_panel,0.2,124,25,88,88,9,858,858,15,0.017482517482517484,True,0.06884589308682268,0.29258986517285296,-0.22374397208603028,0.0532635180911043,0.16941825317171694,0.10746641410467056
schafer_phyllosphere_2022,distributed_pairs,0.2,124,25,88,88,3,1436,1436,35,0.02437325905292479,True,0.04786440818934048,0.24228046103307357,-0.1944160528437331,0.08353411508037946,0.09110257812872959,0.12303258007214928
schafer_phyllosphere_2022,taxon_panel,0.2,125,25,68,68,0,940,940,26,0.027659574468085105,False,0.027659574468085105,0.2481161237550472,-0.22045654928696212,0.09783867027562335,0.07548389764998317,0.15199357202699856
schafer_phyllosphere_2022,distributed_pairs,0.2,125,25,68,68,1,1456,1456,37,0.025412087912087912,True,0.15142831385753683,0.22679439426886458,-0.07536608041132775,0.07479370423705593,0.08844744536534864,0.12293633524415759
schafer_phyllosphere_2022,taxon_panel,0.2,126,25,68,68,1,937,937,23,0.02454642475987193,True,0.05448046871828226,0.21481394499132175,-0.1603334762730395,0.05369641147215273,0.06797872754741406,0.14710159076253745
schafer_phyllosphere_2022,distributed_pairs,0.2,126,25,68,68,1,1456,1456,37,0.025412087912087912,True,0.05488362660980911,0.23638173415602443,-0.18149810754621531,0.07933378427933782,0.08484198792181025,0.13481979250890924
schafer_phyllosphere_2022,taxon_panel,0.2,127,25,24,24,2,1118,1118,26,0.023255813953488372,True,0.10912704865379565,0.21137724249141598,-0.10225019383762034,0.055169378425192386,0.11931127533486588,0.10065465874803677
schafer_phyllosphere_2022,distributed_pairs,0.2,127,25,24,24,0,1500,1500,38,0.025333333333333333,False,0.025333333333333333,0.22943376056222292,-0.2041004272288896,0.07795078401892229,0.08184091409897862,0.1296867082567414
schafer_phyllosphere_2022,taxon_panel,0.2,128,25,69,69,0,937,937,29,0.030949839914621132,False,0.030949839914621132,0.22766201658360424,-0.1967121766689831,0.0695199697334169,0.13063070972939808,0.1298108019507686
schafer_phyllosphere_2022,distributed_pairs,0.2,128,25,69,69,1,1455,1455,37,0.02542955326460481,True,0.056550939496689684,0.24143827370138676,-0.18488733420469708,0.08419950372458503,0.08383400390396509,0.1346944478691383
schafer_phyllosphere_2022,taxon_panel,0.2,129,25,45,45,0,1039,1039,28,0.026948989412897015,False,0.026948989412897015,0.20179803706385774,-0.1748490476509607,0.06874114549495004,0.12985870354361762,0.12392554299291726
schafer_phyllosphere_2022,distributed_pairs,0.2,129,25,45,45,1,1479,1479,37,0.025016903313049357,True,0.13759467935385164,0.22504300047972975,-0.08744832112587811,0.07137976610713777,0.08639740500790127,0.1267567670558403
schafer_phyllosphere_2022,taxon_panel,0.2,130,25,88,88,1,845,845,20,0.023668639053254437,True,0.188840865622275,0.20548967855653363,-0.016648812934258628,0.07470597856344463,0.09074892651208441,0.12441750490225986
schafer_phyllosphere_2022,distributed_pairs,0.2,130,25,88,88,2,1436,1436,36,0.025069637883008356,True,0.1492279434698127,0.23369960101748138,-0.0844716575476687,0.08059379665823395,0.08197778188443024,0.12873380223924766
schafer_phyllosphere_2022,taxon_panel,0.2,131,25,22,22,0,1128,1128,30,0.026595744680851064,False,0.026595744680851064,0.20828863949282173,-0.18169289481197065,0.07979691827171012,0.2374599389112596,0.11558770079885351
schafer_phyllosphere_2022,distributed_pairs,0.2,131,25,22,22,0,1502,1502,38,0.02529960053262317,False,0.02529960053262317,0.2320117006769555,-0.20671210014433233,0.07774730692830215,0.08296567067152515,0.13094766843277766
schafer_phyllosphere_2022,taxon_panel,0.2,132,25,87,87,1,855,855,30,0.03508771929824561,True,0.06441695707956718,0.2824260830837789,-0.21800912600421174,0.10520690164361363,0.07941811442324517,0.17166994431149168
schafer_phyllosphere_2022,distributed_pairs,0.2,132,25,87,87,4,1437,1437,34,0.023660403618649965,True,0.2244305089455025,0.22720145386678206,-0.00277094492127955,0.07507797085102216,0.08212069096371169,0.11416261737729672
schafer_phyllosphere_2022,taxon_panel,0.2,133,25,60,60,1,947,947,26,0.027455121436114043,True,0.14105507728706188,0.1763130386812473,-0.03525796139418544,0.059597886217880536,0.06044179075690878,0.131456847019305
schafer_phyllosphere_2022,distributed_pairs,0.2,133,25,60,60,2,1464,1464,36,0.02459016393442623,True,0.23398084220602972,0.23129651377705793,0.0026843284289717884,0.08281693601884933,0.07999733820302456,0.12457427475402427
schafer_phyllosphere_2022,taxon_panel,0.2,134,25,47,47,2,1031,1031,25,0.02424830261881668,True,0.18258827466231403,0.18728300874215445,-0.004694734079840418,0.07169509059244894,0.10794349213770413,0.11647604442079748
schafer_phyllosphere_2022,distributed_pairs,0.2,134,25,47,47,2,1477,1477,36,0.024373730534867976,True,0.13768673081878932,0.22197584747026933,-0.08428911665148,0.06803026793961837,0.08559694448461413,0.12424915647025689
schafer_phyllosphere_2022,taxon_panel,0.2,135,25,24,24,0,1118,1118,23,0.020572450805008944,False,0.020572450805008944,0.1810310222926011,-0.16045857148759216,0.06550016728259994,0.076890850730675,0.09924020570983728
schafer_phyllosphere_2022,distributed_pairs,0.2,135,25,24,24,2,1500,1500,36,0.024,True,0.1934295928282561,0.19913786110334253,-0.005708268275086442,0.06626769669594137,0.07994205000246314,0.12154669812947126
schafer_phyllosphere_2022,taxon_panel,0.2,136,25,88,88,0,845,845,27,0.03195266272189349,False,0.03195266272189349,0.23670937042806048,-0.204756707706167,0.09667789831251368,0.07442664814459685,0.1823675994074188
schafer_phyllosphere_2022,distributed_pairs,0.2,136,25,88,88,2,1436,1436,36,0.025069637883008356,True,0.13735531861880032,0.23535204550039032,-0.09799672688159,0.08711705226522622,0.07896328750662117,0.1267311276603289
schafer_phyllosphere_2022,taxon_panel,0.2,137,25,87,87,1,853,853,24,0.02813599062133646,True,0.1431374229168658,0.18832140777141115,-0.04518398485454536,0.0658502535585612,0.06334745031501576,0.16430184303768136
schafer_phyllosphere_2022,distributed_pairs,0.2,137,25,87,87,3,1437,1437,35,0.024356297842727904,True,0.10844714714466742,0.2365836185087722,-0.12813647136410478,0.08267595799605489,0.07686210081245737,0.1254526579689946
schafer_phyllosphere_2022,taxon_panel,0.2,138,25,69,69,2,939,939,27,0.02875399361022364,True,0.12275931996592342,0.2676453117584474,-0.14488599179252398,0.11566355389571575,0.07751702750868875,0.1496167279496557
schafer_phyllosphere_2022,distributed_pairs,0.2,138,25,69,69,1,1455,1455,37,0.02542955326460481,True,0.19729449030396262,0.20733826856625454,-0.010043778262291914,0.06918552158260367,0.0732642354171735,0.12383734048728
schafer_phyllosphere_2022,taxon_panel,0.2,139,25,67,67,4,938,938,21,0.022388059701492536,True,0.18394184659989576,0.17408133067430448,0.009860515925591284,0.07067568799406312,0.04828239753612888,0.11663993202040435
schafer_phyllosphere_2022,distributed_pairs,0.2,139,25,67,67,2,1457,1457,36,0.024708304735758406,True,0.05340571334981865,0.23768981831885527,-0.18428410496903663,0.08233188511883015,0.08574030601113611,0.12705580967212585
schafer_phyllosphere_2022,taxon_panel,0.2,140,25,65,65,0,942,942,25,0.02653927813163482,False,0.02653927813163482,0.23478720663275016,-0.20824792850111534,0.09877385283086859,0.08961284114141027,0.1348853575894449
schafer_phyllosphere_2022,distributed_pairs,0.2,140,25,65,65,2,1459,1459,36,0.02467443454420836,True,0.05047571560342798,0.238505505135645,-0.18802978953221702,0.08108038008135462,0.08949266124175066,0.1259952992684644
schafer_phyllosphere_2022,taxon_panel,0.2,141,25,86,86,1,859,859,25,0.02910360884749709,True,0.056680234029255434,0.23538420941563698,-0.17870397538638155,0.09259121680687009,0.13222226788374333,0.1398923423129445
schafer_phyllosphere_2022,distributed_pairs,0.2,141,25,86,86,3,1438,1438,35,0.024339360222531293,True,0.15189863130522002,0.20474144925861743,-0.0528428179533974,0.06852423855743975,0.06681335288842286,0.12154126469809218
schafer_phyllosphere_2022,taxon_panel,0.2,142,25,90,90,2,847,847,26,0.030696576151121605,True,0.17320999780267093,0.24220505452663746,-0.06899505672396652,0.08321286876018436,0.10913161721728155,0.20805461429859018
schafer_phyllosphere_2022,distributed_pairs,0.2,142,25,90,90,3,1434,1434,35,0.024407252440725245,True,0.20600777965399872,0.20760772656978607,-0.0015999469157873536,0.07282456235106417,0.08795042679779899,0.12478190700017337
schafer_phyllosphere_2022,taxon_panel,0.2,143,25,47,47,5,1029,1029,16,0.015549076773566569,True,0.03017814765869945,0.16844302697534902,-0.13826487931664957,0.11185552684277174,0.022696351267779837,0.09448863816082283
schafer_phyllosphere_2022,distributed_pairs,0.2,143,25,47,47,2,1477,1477,36,0.024373730534867976,True,0.05168613967260093,0.23521788602083638,-0.18353174634823544,0.08001810311850986,0.08436714457582825,0.12568484487123494
schafer_phyllosphere_2022,taxon_panel,0.2,144,25,67,67,2,949,949,24,0.02528977871443625,True,0.05062011686366032,0.2573623506958235,-0.20674223383216322,0.07102577806625397,0.17377333892493038,0.128392735030394
schafer_phyllosphere_2022,distributed_pairs,0.2,144,25,67,67,0,1457,1457,38,0.02608098833218943,False,0.02608098833218943,0.23627388477423847,-0.21019289644204903,0.08103301947155739,0.08319393779320369,0.13464480203716578
schafer_phyllosphere_2022,taxon_panel,0.2,145,25,88,88,2,852,852,18,0.02112676056338028,True,0.15330801529096943,0.3290171591156547,-0.17570914382468528,0.12076545839608084,0.09111402037339304,0.18883357222970815
schafer_phyllosphere_2022,distributed_pairs,0.2,145,25,88,88,1,1436,1436,37,0.02576601671309192,True,0.05296145185416778,0.23493999707931001,-0.18197854522514223,0.08109113585085856,0.09168018706072445,0.1262699878375478
schafer_phyllosphere_2022,taxon_panel,0.2,146,25,87,87,8,855,855,10,0.011695906432748537,True,0.3095945151110434,0.3013045295690634,0.008289985541980016,0.06269005847953217,0.13008158508158507,0.08964961760343522
schafer_phyllosphere_2022,distributed_pairs,0.2,146,25,87,87,1,1437,1437,37,0.025748086290883786,True,0.15388035931107605,0.23919906387130904,-0.085318704560233,0.07679805172586025,0.08604030165608875,0.13289619809865016
schafer_phyllosphere_2022,taxon_panel,0.2,147,25,90,90,4,852,852,12,0.014084507042253521,True,0.18599783578107054,0.1837092120838838,0.0022886236971867424,0.06097951344430218,0.1357982124563034,0.09348848214662495
schafer_phyllosphere_2022,distributed_pairs,0.2,147,25,90,90,4,1434,1434,34,0.023709902370990237,True,0.2064028050032756,0.20089835071724185,0.005504454286033744,0.06865912608007693,0.06970722893980352,0.11530652556482662
schafer_phyllosphere_2022,taxon_panel,0.2,148,25,86,86,3,855,855,20,0.023391812865497075,True,0.17798835061026813,0.21748611436474394,-0.039497763754475806,0.08209216222374116,0.06521262363367626,0.1658451719907365
schafer_phyllosphere_2022,distributed_pairs,0.2,148,25,86,86,2,1438,1438,36,0.025034770514603615,True,0.13005074344510809,0.24054423778295736,-0.11049349433784927,0.08394850021829178,0.07970948820962602,0.12989749044434842
schafer_phyllosphere_2022,taxon_panel,0.2,149,25,87,87,5,855,855,10,0.011695906432748537,True,0.0275642554044424,0.14533330699668578,-0.11776905159224338,0.053421248215298554,0.16574770258980787,0.08817605103320778
schafer_phyllosphere_2022,distributed_pairs,0.2,149,25,87,87,1,1437,1437,37,0.025748086290883786,True,0.05253960224673996,0.24635188265234592,-0.19381228040560597,0.08377654140020173,0.08470714673989033,0.1326997456927706
schafer_phyllosphere_2022,taxon_panel,0.2,150,25,45,45,2,1041,1041,21,0.020172910662824207,True,0.041325503155438335,0.3301367396189383,-0.2888112364635,0.1158978443792153,0.14308396484465127,0.1265824917493878
schafer_phyllosphere_2022,distributed_pairs,0.2,150,25,45,45,1,1479,1479,37,0.025016903313049357,True,0.16255020629167902,0.23922344178857577,-0.07667323549689675,0.07808261616362808,0.08524718483347647,0.12590762380525156
schafer_phyllosphere_2022,taxon_panel,0.2,151,25,47,47,1,1036,1036,23,0.0222007722007722,True,0.1164046981031681,0.1306831376971647,-0.014278439593996592,0.039862200903390835,0.06503466846716274,0.09752265263513091
schafer_phyllosphere_2022,distributed_pairs,0.2,151,25,47,47,2,1477,1477,36,0.024373730534867976,True,0.05025788928740427,0.23541540185251786,-0.1851575125651136,0.08087155785264602,0.09064884843962939,0.12701215296255158
schafer_phyllosphere_2022,taxon_panel,0.2,152,25,24,24,1,1116,1116,25,0.022401433691756272,True,0.1529919373167437,0.23286955460423112,-0.0798776172874874,0.11823793272689707,0.07021765689507625,0.12384360792844137
schafer_phyllosphere_2022,distributed_pairs,0.2,152,25,24,24,0,1500,1500,38,0.025333333333333333,False,0.025333333333333333,0.23022480312751264,-0.20489146979417933,0.07795078401892229,0.08293929844241552,0.1289774402743719
schafer_phyllosphere_2022,taxon_panel,0.2,153,25,45,45,1,1032,1032,28,0.027131782945736434,True,0.16022748790083632,0.2505881182815822,-0.09036063038074585,0.09085022597728704,0.07358217043757884,0.13892906973293634
schafer_phyllosphere_2022,distributed_pairs,0.2,153,25,45,45,1,1479,1479,37,0.025016903313049357,True,0.2327874997354894,0.2285113635074754,0.00427613622801401,0.07896616040632268,0.08040409247225735,0.1242768923301483
schafer_phyllosphere_2022,taxon_panel,0.2,154,25,68,68,1,949,949,29,0.030558482613277135,True,0.1631276108580249,0.25258150766909004,-0.08945389681106514,0.08522185611543054,0.08715785533384969,0.15851097479712398
schafer_phyllosphere_2022,distributed_pairs,0.2,154,25,68,68,0,1456,1456,38,0.0260989010989011,False,0.0260989010989011,0.23422433216779207,-0.20812543106889098,0.0819061461386614,0.08631340154660924,0.12952040978017199
schafer_phyllosphere_2022,taxon_panel,0.2,155,25,23,23,0,1124,1124,32,0.028469750889679714,False,0.028469750889679714,0.25226822907984725,-0.22379847819016754,0.0871460819463982,0.10645884011447482,0.12753296074690498
schafer_phyllosphere_2022,distributed_pairs,0.2,155,25,23,23,0,1501,1501,38,0.02531645569620253,False,0.02531645569620253,0.23220251331552805,-0.20688605761932552,0.0802096412595582,0.08321512725320873,0.12829556866021258
schafer_phyllosphere_2022,taxon_panel,0.2,156,25,68,68,1,941,941,25,0.026567481402763018,True,0.11468917089240922,0.2620094617926253,-0.1473202909002161,0.09631201767168131,0.06741150340934951,0.15039063236973357
schafer_phyllosphere_2022,distributed_pairs,0.2,156,25,68,68,2,1456,1456,36,0.024725274725274724,True,0.14084775891712492,0.2268799043507497,-0.08603214543362478,0.07384589164913632,0.08936194555215021,0.12365618108128297
schafer_phyllosphere_2022,taxon_panel,0.2,157,25,24,24,2,1120,1120,29,0.025892857142857145,True,0.11249495741539052,0.2385674491460809,-0.1260724917306904,0.083030635819357,0.09620170499943137,0.1284488957706437
schafer_phyllosphere_2022,distributed_pairs,0.2,157,25,24,24,1,1500,1500,37,0.024666666666666667,True,0.15236745825247,0.2298951228391626,-0.07752766458669261,0.07872004816832404,0.07909787574129336,0.12505130644569876
schafer_phyllosphere_2022,taxon_panel,0.2,158,25,24,24,0,1115,1115,31,0.02780269058295964,False,0.02780269058295964,0.27294127359826703,-0.2451385830153074,0.10601657857365494,0.13785776567266295,0.13722141532197157
schafer_phyllosphere_2022,distributed_pairs,0.2,158,25,24,24,0,1500,1500,38,0.025333333333333333,False,0.025333333333333333,0.23232440627732592,-0.2069910729439926,0.07795078401892229,0.08334314843333554,0.12722720762507514
schafer_phyllosphere_2022,taxon_panel,0.2,159,25,90,90,2,844,844,25,0.02962085308056872,True,0.12765463838658075,0.21117706970280392,-0.08352243131622317,0.09374827848717152,0.05693118339214622,0.18139960297742505
schafer_phyllosphere_2022,distributed_pairs,0.2,159,25,90,90,3,1434,1434,35,0.024407252440725245,True,0.16649144868243354,0.22594854090547323,-0.05945709222303969,0.08196173492378268,0.0762409852146816,0.12398073242043602
schafer_phyllosphere_2022,taxon_panel,0.2,160,25,69,69,4,935,935,19,0.020320855614973262,True,0.20076326117019838,0.20612906817036147,-0.005365807000163092,0.08481642813147727,0.05539224427028976,0.12023118906114308
schafer_phyllosphere_2022,distributed_pairs,0.2,160,25,69,69,2,1455,1455,36,0.024742268041237112,True,0.1769105752506583,0.20565317561054533,-0.028742600359887044,0.06821077945930745,0.07391068020291078,0.12558272112850682
schafer_phyllosphere_2022,taxon_panel,0.2,161,25,47,47,0,1027,1027,23,0.022395326192794548,False,0.022395326192794548,0.22130682862086326,-0.1989115024280687,0.06333538404502179,0.078188414408211,0.12445618456317163
schafer_phyllosphere_2022,distributed_pairs,0.2,161,25,47,47,2,1477,1477,36,0.024373730534867976,True,0.16004122153322145,0.1987451653183231,-0.03870394378510164,0.061013040629618744,0.07491962632145362,0.12192153563235797
schafer_phyllosphere_2022,taxon_panel,0.2,162,25,89,89,2,855,855,26,0.0304093567251462,True,0.2614149970268982,0.2597319146460347,0.0016830823808635098,0.09925801983504556,0.07765639013922768,0.14455751142578957
schafer_phyllosphere_2022,distributed_pairs,0.2,162,25,89,89,4,1435,1435,34,0.023693379790940768,True,0.09448053627828741,0.2404704907626564,-0.14598995448436897,0.0892560000752986,0.0840975518208337,0.12374217664057995
schafer_phyllosphere_2022,taxon_panel,0.2,163,25,68,68,0,941,941,26,0.02763018065887354,False,0.02763018065887354,0.2328230454127202,-0.20519286475384665,0.08531635920637892,0.08373373756644634,0.158267995874114
schafer_phyllosphere_2022,distributed_pairs,0.2,163,25,68,68,1,1456,1456,37,0.025412087912087912,True,0.05594356992799493,0.23320797892895057,-0.17726440900095564,0.08408531890755001,0.08341923006264766,0.13081491366595097
schafer_phyllosphere_2022,taxon_panel,0.2,164,25,89,89,5,851,851,19,0.022326674500587545,True,0.14660039456342117,0.16837611054679041,-0.021775715983369248,0.058870283326805065,0.06970132889440935,0.10426942810935531
schafer_phyllosphere_2022,distributed_pairs,0.2,164,25,89,89,3,1435,1435,35,0.024390243902439025,True,0.17205203607318953,0.1969157160919855,-0.024863680018795964,0.0673711044279027,0.06419745090487672,0.12043746211556117
schafer_phyllosphere_2022,taxon_panel,0.2,166,25,24,24,0,1121,1121,31,0.027653880463871544,False,0.027653880463871544,0.19597752871139634,-0.1683236482475248,0.060292834218785576,0.06671879856533312,0.12393385139117832
