analysis_set,design,taxon_fraction,repeat,calibration_pairs,test_pairs,test_positives,method,auprc,auroc
schafer_phyllosphere_2022,distributed_pairs,0.2,199,43,1481,38,Poisson GLMNet,0.08505566608715871,0.6348342269394901
schafer_phyllosphere_2022,distributed_pairs,0.2,199,43,1481,38,SparCC,0.12920678897422375,0.8883357041251778
schafer_phyllosphere_2022,distributed_pairs,0.2,199,43,1481,38,Mean rank,0.2323082114221294,0.904311193784878
schafer_phyllosphere_2022,distributed_pairs,0.2,199,43,1481,38,SPIEC-EASI,0.025658338960162053,0.4993069993069993
schafer_phyllosphere_2022,taxon_panel,0.4,0,192,616,22,PLNNetwork,0.21547789442526283,0.7135751453933272
schafer_phyllosphere_2022,taxon_panel,0.4,0,192,616,22,Poisson GLMNet,0.07700216450216449,0.567722681359045
schafer_phyllosphere_2022,taxon_panel,0.4,0,192,616,22,SparCC,0.16180540206378227,0.8777930823385367
schafer_phyllosphere_2022,taxon_panel,0.4,0,192,616,22,Mean rank,0.35418010505939007,0.888047138047138
schafer_phyllosphere_2022,taxon_panel,0.4,0,192,616,22,SPIEC-EASI,0.03571428571428571,0.4983164983164983
schafer_phyllosphere_2022,distributed_pairs,0.4,0,192,1332,36,PLNNetwork,0.0861317702951595,0.6346450617283951
schafer_phyllosphere_2022,distributed_pairs,0.4,0,192,1332,36,Poisson GLMNet,0.09061864316137822,0.6422217935528121
schafer_phyllosphere_2022,distributed_pairs,0.4,0,192,1332,36,SparCC,0.13273679464524835,0.885781035665295
schafer_phyllosphere_2022,distributed_pairs,0.4,0,192,1332,36,Mean rank,0.24237888571707458,0.9043638545953361
schafer_phyllosphere_2022,distributed_pairs,0.4,0,192,1332,36,SPIEC-EASI,0.02702702702702703,0.4992283950617284
schafer_phyllosphere_2022,taxon_panel,0.4,1,360,358,4,PLNNetwork,0.0361576660459342,0.609816384180791
schafer_phyllosphere_2022,taxon_panel,0.4,1,360,358,4,Poisson GLMNet,0.3777932960893855,0.8559322033898304
schafer_phyllosphere_2022,taxon_panel,0.4,1,360,358,4,SparCC,0.13352130325814537,0.9562146892655367
schafer_phyllosphere_2022,taxon_panel,0.4,1,360,358,4,Mean rank,0.2556818181818182,0.9795197740112994
schafer_phyllosphere_2022,taxon_panel,0.4,1,360,358,4,SPIEC-EASI,0.0111731843575419,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,1,360,1164,29,PLNNetwork,0.056294897483130685,0.585265076712745
schafer_phyllosphere_2022,distributed_pairs,0.4,1,360,1164,29,Poisson GLMNet,0.0812073808413721,0.618684490353942
schafer_phyllosphere_2022,distributed_pairs,0.4,1,360,1164,29,SparCC,0.13648765869455082,0.8871639070332675
schafer_phyllosphere_2022,distributed_pairs,0.4,1,360,1164,29,Mean rank,0.175238273647792,0.8961567674312623
schafer_phyllosphere_2022,distributed_pairs,0.4,1,360,1164,29,SPIEC-EASI,0.02491408934707904,0.49911894273127755
schafer_phyllosphere_2022,taxon_panel,0.4,2,237,553,15,PLNNetwork,0.05566807313642756,0.5798017348203222
schafer_phyllosphere_2022,taxon_panel,0.4,2,237,553,15,Poisson GLMNet,0.04718439916479933,0.5742874845105328
schafer_phyllosphere_2022,taxon_panel,0.4,2,237,553,15,SparCC,0.11928154849855899,0.8752168525402726
schafer_phyllosphere_2022,taxon_panel,0.4,2,237,553,15,Mean rank,0.16146484461492985,0.8605947955390335
schafer_phyllosphere_2022,taxon_panel,0.4,2,237,553,15,SPIEC-EASI,0.027124773960216998,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,2,237,1287,31,PLNNetwork,0.07147595883869048,0.6121840969796589
schafer_phyllosphere_2022,distributed_pairs,0.4,2,237,1287,31,Poisson GLMNet,0.09691535902803508,0.6575662625847546
schafer_phyllosphere_2022,distributed_pairs,0.4,2,237,1287,31,SparCC,0.12605152097801198,0.8826279021984795
schafer_phyllosphere_2022,distributed_pairs,0.4,2,237,1287,31,Mean rank,0.22002966053381082,0.9055372919663036
schafer_phyllosphere_2022,distributed_pairs,0.4,2,237,1287,31,SPIEC-EASI,0.024087024087024088,0.49920382165605093
schafer_phyllosphere_2022,taxon_panel,0.4,3,272,502,12,PLNNetwork,0.06286876304306582,0.6045068027210884
schafer_phyllosphere_2022,taxon_panel,0.4,3,272,502,12,Poisson GLMNet,0.08486746477153005,0.698639455782313
schafer_phyllosphere_2022,taxon_panel,0.4,3,272,502,12,SparCC,0.20930753969558588,0.9469387755102041
schafer_phyllosphere_2022,taxon_panel,0.4,3,272,502,12,Mean rank,0.32203132160349135,0.9255102040816326
schafer_phyllosphere_2022,taxon_panel,0.4,3,272,502,12,SPIEC-EASI,0.02390438247011952,0.4989795918367347
schafer_phyllosphere_2022,distributed_pairs,0.4,3,272,1252,28,PLNNetwork,0.07880406908611662,0.6271008403361343
schafer_phyllosphere_2022,distributed_pairs,0.4,3,272,1252,28,Poisson GLMNet,0.09598410416584395,0.6602328431372548
schafer_phyllosphere_2022,distributed_pairs,0.4,3,272,1252,28,SparCC,0.1380605039886475,0.9237570028011205
schafer_phyllosphere_2022,distributed_pairs,0.4,3,272,1252,28,Mean rank,0.2619710724135483,0.9170459850606909
schafer_phyllosphere_2022,distributed_pairs,0.4,3,272,1252,28,SPIEC-EASI,0.022364217252396165,0.49959150326797386
schafer_phyllosphere_2022,taxon_panel,0.4,4,324,424,15,PLNNetwork,0.2271038812965327,0.7789731051344744
schafer_phyllosphere_2022,taxon_panel,0.4,4,324,424,15,Poisson GLMNet,0.05371738632559943,0.5494702526487367
schafer_phyllosphere_2022,taxon_panel,0.4,4,324,424,15,SparCC,0.2356147220992419,0.8903015484922575
schafer_phyllosphere_2022,taxon_panel,0.4,4,324,424,15,Mean rank,0.35477029506441277,0.9018744906275469
schafer_phyllosphere_2022,taxon_panel,0.4,4,324,424,15,SPIEC-EASI,0.03537735849056604,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,4,324,1200,28,PLNNetwork,0.0915425168749977,0.6444722086786934
schafer_phyllosphere_2022,distributed_pairs,0.4,4,324,1200,28,Poisson GLMNet,0.058094556503920244,0.605101170160897
schafer_phyllosphere_2022,distributed_pairs,0.4,4,324,1200,28,SparCC,0.12058370663068191,0.8947159921989274
schafer_phyllosphere_2022,distributed_pairs,0.4,4,324,1200,28,Mean rank,0.2346702328795609,0.8991650414431985
schafer_phyllosphere_2022,distributed_pairs,0.4,4,324,1200,28,SPIEC-EASI,0.023333333333333334,0.49957337883959047
schafer_phyllosphere_2022,taxon_panel,0.4,5,272,502,6,PLNNetwork,0.1246347941567065,0.65625
schafer_phyllosphere_2022,taxon_panel,0.4,5,272,502,6,Poisson GLMNet,0.23453961930057549,0.8178763440860215
schafer_phyllosphere_2022,taxon_panel,0.4,5,272,502,6,SparCC,0.08814307673003326,0.8350134408602151
schafer_phyllosphere_2022,taxon_panel,0.4,5,272,502,6,Mean rank,0.34910394265232975,0.9529569892473119
schafer_phyllosphere_2022,taxon_panel,0.4,5,272,502,6,SPIEC-EASI,0.01195219123505976,0.49899193548387094
schafer_phyllosphere_2022,distributed_pairs,0.4,5,272,1252,31,PLNNetwork,0.07382300304092229,0.6121899025124832
schafer_phyllosphere_2022,distributed_pairs,0.4,5,272,1252,31,Poisson GLMNet,0.0975334310410575,0.6429420622969011
schafer_phyllosphere_2022,distributed_pairs,0.4,5,272,1252,31,SparCC,0.12710705651279905,0.8846265620459168
schafer_phyllosphere_2022,distributed_pairs,0.4,5,272,1252,31,Mean rank,0.2411475003981508,0.899764867506803
schafer_phyllosphere_2022,distributed_pairs,0.4,5,272,1252,31,SPIEC-EASI,0.02476038338658147,0.4995904995904996
schafer_phyllosphere_2022,taxon_panel,0.4,6,278,490,11,PLNNetwork,0.06772284671444335,0.6192825963180869
schafer_phyllosphere_2022,taxon_panel,0.4,6,278,490,11,Poisson GLMNet,0.038589981447124305,0.5200227747200606
schafer_phyllosphere_2022,taxon_panel,0.4,6,278,490,11,SparCC,0.1375851060870392,0.892579237046878
schafer_phyllosphere_2022,taxon_panel,0.4,6,278,490,11,Mean rank,0.14882306549061883,0.9056747010817991
schafer_phyllosphere_2022,taxon_panel,0.4,6,278,490,11,SPIEC-EASI,0.022448979591836733,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,6,278,1246,32,PLNNetwork,0.09153932413392096,0.6407537067545305
schafer_phyllosphere_2022,distributed_pairs,0.4,6,278,1246,32,Poisson GLMNet,0.10777750003842498,0.6676276771004942
schafer_phyllosphere_2022,distributed_pairs,0.4,6,278,1246,32,SparCC,0.1346806016387263,0.885502471169687
schafer_phyllosphere_2022,distributed_pairs,0.4,6,278,1246,32,Mean rank,0.2670236034817442,0.9135605436573311
schafer_phyllosphere_2022,distributed_pairs,0.4,6,278,1246,32,SPIEC-EASI,0.025682182985553772,0.4995881383855025
schafer_phyllosphere_2022,taxon_panel,0.4,7,318,428,9,PLNNetwork,0.28253721010730354,0.6589763988332007
schafer_phyllosphere_2022,taxon_panel,0.4,7,318,428,9,Poisson GLMNet,0.18364432834160588,0.8496420047732696
schafer_phyllosphere_2022,taxon_panel,0.4,7,318,428,9,SparCC,0.16190958785543072,0.9278705913550783
schafer_phyllosphere_2022,taxon_panel,0.4,7,318,428,9,Mean rank,0.48645778333278333,0.9535932113497747
schafer_phyllosphere_2022,taxon_panel,0.4,7,318,428,9,SPIEC-EASI,0.02102803738317757,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,7,318,1206,31,PLNNetwork,0.09971482424315194,0.6445024021962937
schafer_phyllosphere_2022,distributed_pairs,0.4,7,318,1206,31,Poisson GLMNet,0.0854226968575556,0.6391214824982842
schafer_phyllosphere_2022,distributed_pairs,0.4,7,318,1206,31,SparCC,0.13572851712773182,0.8988881262868909
schafer_phyllosphere_2022,distributed_pairs,0.4,7,318,1206,31,Mean rank,0.2609827540060692,0.9033356211393274
schafer_phyllosphere_2022,distributed_pairs,0.4,7,318,1206,31,SPIEC-EASI,0.02570480928689884,0.4991489361702128
schafer_phyllosphere_2022,taxon_panel,0.4,8,282,496,10,PLNNetwork,0.18658168035797768,0.7317901234567901
schafer_phyllosphere_2022,taxon_panel,0.4,8,282,496,10,Poisson GLMNet,0.16908936084952914,0.7691358024691359
schafer_phyllosphere_2022,taxon_panel,0.4,8,282,496,10,SparCC,0.20167746987312204,0.8946502057613169
schafer_phyllosphere_2022,taxon_panel,0.4,8,282,496,10,Mean rank,0.44463092463092463,0.9641975308641976
schafer_phyllosphere_2022,taxon_panel,0.4,8,282,496,10,SPIEC-EASI,0.020161290322580645,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,8,282,1242,33,PLNNetwork,0.11380452926623438,0.6518785873624583
schafer_phyllosphere_2022,distributed_pairs,0.4,8,282,1242,33,Poisson GLMNet,0.09789647574972289,0.6463017269468883
schafer_phyllosphere_2022,distributed_pairs,0.4,8,282,1242,33,SparCC,0.13463755271748756,0.882948592626012
schafer_phyllosphere_2022,distributed_pairs,0.4,8,282,1242,33,Mean rank,0.27278911802973566,0.9097676517031356
schafer_phyllosphere_2022,distributed_pairs,0.4,8,282,1242,33,SPIEC-EASI,0.026570048309178744,0.49917287014061207
schafer_phyllosphere_2022,taxon_panel,0.4,9,97,752,20,PLNNetwork,0.10098742780866987,0.6583333333333333
schafer_phyllosphere_2022,taxon_panel,0.4,9,97,752,20,Poisson GLMNet,0.07822104018912529,0.5619535519125682
schafer_phyllosphere_2022,taxon_panel,0.4,9,97,752,20,SparCC,0.133709251456601,0.9043715846994536
schafer_phyllosphere_2022,taxon_panel,0.4,9,97,752,20,Mean rank,0.21138689430558344,0.9066256830601093
schafer_phyllosphere_2022,taxon_panel,0.4,9,97,752,20,SPIEC-EASI,0.026595744680851064,0.49863387978142076
schafer_phyllosphere_2022,distributed_pairs,0.4,9,97,1427,33,PLNNetwork,0.06959522699074842,0.6186035389765662
schafer_phyllosphere_2022,distributed_pairs,0.4,9,97,1427,33,Poisson GLMNet,0.07602972827031432,0.6448523977218382
schafer_phyllosphere_2022,distributed_pairs,0.4,9,97,1427,33,SparCC,0.12283278509667837,0.8999826094517629
schafer_phyllosphere_2022,distributed_pairs,0.4,9,97,1427,33,Mean rank,0.2308666210169685,0.9091126472762054
schafer_phyllosphere_2022,distributed_pairs,0.4,9,97,1427,33,SPIEC-EASI,0.023125437981779958,0.49928263988522237
schafer_phyllosphere_2022,taxon_panel,0.4,10,190,625,9,PLNNetwork,0.1540342371079213,0.7568542568542569
schafer_phyllosphere_2022,taxon_panel,0.4,10,190,625,9,Poisson GLMNet,0.05039288307915759,0.6677489177489176
schafer_phyllosphere_2022,taxon_panel,0.4,10,190,625,9,SparCC,0.11225475944641658,0.937049062049062
schafer_phyllosphere_2022,taxon_panel,0.4,10,190,625,9,Mean rank,0.3468618235080044,0.9343434343434344
schafer_phyllosphere_2022,taxon_panel,0.4,10,190,625,9,SPIEC-EASI,0.0144,0.49837662337662336
schafer_phyllosphere_2022,distributed_pairs,0.4,10,190,1334,32,PLNNetwork,0.08997091127602402,0.6395209293394777
schafer_phyllosphere_2022,distributed_pairs,0.4,10,190,1334,32,Poisson GLMNet,0.0851235640192724,0.634972638248848
schafer_phyllosphere_2022,distributed_pairs,0.4,10,190,1334,32,SparCC,0.12894652621746716,0.8945612519201229
schafer_phyllosphere_2022,distributed_pairs,0.4,10,190,1334,32,Mean rank,0.24628049132151794,0.9138344854070661
schafer_phyllosphere_2022,distributed_pairs,0.4,10,190,1334,32,SPIEC-EASI,0.0239880059970015,0.49923195084485406
schafer_phyllosphere_2022,taxon_panel,0.4,11,321,419,5,PLNNetwork,0.011933174224343675,0.4891304347826087
schafer_phyllosphere_2022,taxon_panel,0.4,11,321,419,5,Poisson GLMNet,0.08382657120127288,0.6763285024154588
schafer_phyllosphere_2022,taxon_panel,0.4,11,321,419,5,SparCC,0.17595848595848596,0.9632850241545894
schafer_phyllosphere_2022,taxon_panel,0.4,11,321,419,5,Mean rank,0.1330769230769231,0.9405797101449275
schafer_phyllosphere_2022,taxon_panel,0.4,11,321,419,5,SPIEC-EASI,0.011933174224343675,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,11,321,1203,31,PLNNetwork,0.0762315707685928,0.6279037762853682
schafer_phyllosphere_2022,distributed_pairs,0.4,11,321,1203,31,Poisson GLMNet,0.0814554784860611,0.6221512716062974
schafer_phyllosphere_2022,distributed_pairs,0.4,11,321,1203,31,SparCC,0.13408914951654888,0.8983815919850269
schafer_phyllosphere_2022,distributed_pairs,0.4,11,321,1203,31,Mean rank,0.21941117694682835,0.9012716062974788
schafer_phyllosphere_2022,distributed_pairs,0.4,11,321,1203,31,SPIEC-EASI,0.025768911055694097,0.4991467576791809
schafer_phyllosphere_2022,taxon_panel,0.4,12,99,750,18,PLNNetwork,0.05095639340083785,0.5917577413479053
schafer_phyllosphere_2022,taxon_panel,0.4,12,99,750,18,Poisson GLMNet,0.06083381433381434,0.5934653916211293
schafer_phyllosphere_2022,taxon_panel,0.4,12,99,750,18,SparCC,0.10922166907738201,0.8688524590163933
schafer_phyllosphere_2022,taxon_panel,0.4,12,99,750,18,Mean rank,0.1751873512514435,0.8812234365513054
schafer_phyllosphere_2022,taxon_panel,0.4,12,99,750,18,SPIEC-EASI,0.024,0.4993169398907104
schafer_phyllosphere_2022,distributed_pairs,0.4,12,99,1425,36,PLNNetwork,0.0852000545434914,0.6223102151827854
schafer_phyllosphere_2022,distributed_pairs,0.4,12,99,1425,36,Poisson GLMNet,0.07324944515496745,0.6290696744260459
schafer_phyllosphere_2022,distributed_pairs,0.4,12,99,1425,36,SparCC,0.12463871697306136,0.8853691704663628
schafer_phyllosphere_2022,distributed_pairs,0.4,12,99,1425,36,Mean rank,0.23010457402371254,0.9017078633709303
schafer_phyllosphere_2022,distributed_pairs,0.4,12,99,1425,36,SPIEC-EASI,0.02526315789473684,0.4996400287976962
schafer_phyllosphere_2022,taxon_panel,0.4,13,325,425,4,PLNNetwork,0.03483660130718954,0.6024346793349169
schafer_phyllosphere_2022,taxon_panel,0.4,13,325,425,4,Poisson GLMNet,0.11568627450980393,0.8364014251781473
schafer_phyllosphere_2022,taxon_panel,0.4,13,325,425,4,SparCC,0.09160340464688291,0.9388361045130642
schafer_phyllosphere_2022,taxon_panel,0.4,13,325,425,4,Mean rank,0.13124999999999998,0.9608076009501187
schafer_phyllosphere_2022,taxon_panel,0.4,13,325,425,4,SPIEC-EASI,0.009411764705882352,0.498812351543943
schafer_phyllosphere_2022,distributed_pairs,0.4,13,325,1199,32,PLNNetwork,0.09310181383806694,0.6253213367609254
schafer_phyllosphere_2022,distributed_pairs,0.4,13,325,1199,32,Poisson GLMNet,0.0788739172216539,0.6333413667523564
schafer_phyllosphere_2022,distributed_pairs,0.4,13,325,1199,32,SparCC,0.14240277237049262,0.8937714224507284
schafer_phyllosphere_2022,distributed_pairs,0.4,13,325,1199,32,Mean rank,0.24427301766732493,0.9031705227077977
schafer_phyllosphere_2022,distributed_pairs,0.4,13,325,1199,32,SPIEC-EASI,0.026688907422852376,0.5
schafer_phyllosphere_2022,taxon_panel,0.4,14,277,494,9,PLNNetwork,0.048561574877364344,0.5922107674684994
schafer_phyllosphere_2022,taxon_panel,0.4,14,277,494,9,Poisson GLMNet,0.19597825634977337,0.6892325315005727
schafer_phyllosphere_2022,taxon_panel,0.4,14,277,494,9,SparCC,0.14988655999561118,0.9379152348224513
schafer_phyllosphere_2022,taxon_panel,0.4,14,277,494,9,Mean rank,0.15822753841230008,0.9392898052691867
schafer_phyllosphere_2022,taxon_panel,0.4,14,277,494,9,SPIEC-EASI,0.018218623481781375,0.49896907216494846
schafer_phyllosphere_2022,distributed_pairs,0.4,14,277,1247,31,PLNNetwork,0.08293593935845842,0.6285812818336163
schafer_phyllosphere_2022,distributed_pairs,0.4,14,277,1247,31,Poisson GLMNet,0.09442764302477136,0.6418187606112055
schafer_phyllosphere_2022,distributed_pairs,0.4,14,277,1247,31,SparCC,0.1280955559054471,0.8827727079796265
schafer_phyllosphere_2022,distributed_pairs,0.4,14,277,1247,31,Mean rank,0.25295026358567985,0.9030931663837011
schafer_phyllosphere_2022,distributed_pairs,0.4,14,277,1247,31,SPIEC-EASI,0.024859663191659984,0.4995888157894737
schafer_phyllosphere_2022,taxon_panel,0.4,15,359,357,6,PLNNetwork,0.06956115779645192,0.5681386514719848
schafer_phyllosphere_2022,taxon_panel,0.4,15,359,357,6,Poisson GLMNet,0.13040771864301276,0.7120132953466287
schafer_phyllosphere_2022,taxon_panel,0.4,15,359,357,6,SparCC,0.3573343079922028,0.9748338081671415
schafer_phyllosphere_2022,taxon_panel,0.4,15,359,357,6,Mean rank,0.3261543573284288,0.929249762583096
schafer_phyllosphere_2022,taxon_panel,0.4,15,359,357,6,SPIEC-EASI,0.01680672268907563,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,15,359,1165,30,PLNNetwork,0.10091234743003484,0.6180910425844347
schafer_phyllosphere_2022,distributed_pairs,0.4,15,359,1165,30,Poisson GLMNet,0.10269600433039683,0.662525697503671
schafer_phyllosphere_2022,distributed_pairs,0.4,15,359,1165,30,SparCC,0.1265557082177588,0.8916299559471366
schafer_phyllosphere_2022,distributed_pairs,0.4,15,359,1165,30,Mean rank,0.2690167728013103,0.90928046989721
schafer_phyllosphere_2022,distributed_pairs,0.4,15,359,1165,30,SPIEC-EASI,0.02575107296137339,0.49911894273127755
schafer_phyllosphere_2022,taxon_panel,0.4,16,321,424,5,PLNNetwork,0.06641613103877256,0.6825775656324582
schafer_phyllosphere_2022,taxon_panel,0.4,16,321,424,5,Poisson GLMNet,0.3070754716981132,0.692601431980907
schafer_phyllosphere_2022,taxon_panel,0.4,16,321,424,5,SparCC,0.18747474747474746,0.9689737470167065
schafer_phyllosphere_2022,taxon_panel,0.4,16,321,424,5,Mean rank,0.2360785555907507,0.9694510739856802
schafer_phyllosphere_2022,taxon_panel,0.4,16,321,424,5,SPIEC-EASI,0.01179245283018868,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,16,321,1203,28,PLNNetwork,0.06611308426228034,0.626322188449848
schafer_phyllosphere_2022,distributed_pairs,0.4,16,321,1203,28,Poisson GLMNet,0.08415957093309077,0.6249848024316109
schafer_phyllosphere_2022,distributed_pairs,0.4,16,321,1203,28,SparCC,0.1203255387008335,0.8873860182370821
schafer_phyllosphere_2022,distributed_pairs,0.4,16,321,1203,28,Mean rank,0.17572847778403766,0.907598784194529
schafer_phyllosphere_2022,distributed_pairs,0.4,16,321,1203,28,SPIEC-EASI,0.023275145469659187,0.4991489361702128
schafer_phyllosphere_2022,taxon_panel,0.4,17,325,429,18,PLNNetwork,0.13258807469333783,0.6503108948364423
schafer_phyllosphere_2022,taxon_panel,0.4,17,325,429,18,Poisson GLMNet,0.07093369593369594,0.5642741281427414
schafer_phyllosphere_2022,taxon_panel,0.4,17,325,429,18,SparCC,0.222662664952525,0.9092998107596649
schafer_phyllosphere_2022,taxon_panel,0.4,17,325,429,18,Mean rank,0.3265458220189848,0.9313327926466612
schafer_phyllosphere_2022,taxon_panel,0.4,17,325,429,18,SPIEC-EASI,0.04195804195804196,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,17,325,1199,31,PLNNetwork,0.07805499002654248,0.6274304021210781
schafer_phyllosphere_2022,distributed_pairs,0.4,17,325,1199,31,Poisson GLMNet,0.08241466886444755,0.6376767565178967
schafer_phyllosphere_2022,distributed_pairs,0.4,17,325,1199,31,SparCC,0.117783321875919,0.8751933274414494
schafer_phyllosphere_2022,distributed_pairs,0.4,17,325,1199,31,Mean rank,0.23118813524728682,0.8960174547061422
schafer_phyllosphere_2022,distributed_pairs,0.4,17,325,1199,31,SPIEC-EASI,0.02585487906588824,0.4991438356164384
schafer_phyllosphere_2022,taxon_panel,0.4,18,321,423,5,PLNNetwork,0.09042553191489362,0.6858851674641149
schafer_phyllosphere_2022,taxon_panel,0.4,18,321,423,5,Poisson GLMNet,0.020567375886524825,0.5708133971291866
schafer_phyllosphere_2022,taxon_panel,0.4,18,321,423,5,SparCC,0.09375589875589876,0.9267942583732058
schafer_phyllosphere_2022,taxon_panel,0.4,18,321,423,5,Mean rank,0.1480110477956756,0.9354066985645934
schafer_phyllosphere_2022,taxon_panel,0.4,18,321,423,5,SPIEC-EASI,0.01182033096926714,0.4988038277511962
schafer_phyllosphere_2022,distributed_pairs,0.4,18,321,1203,33,PLNNetwork,0.09933369293977987,0.648976948976949
schafer_phyllosphere_2022,distributed_pairs,0.4,18,321,1203,33,Poisson GLMNet,0.07911911693043991,0.628023828023828
schafer_phyllosphere_2022,distributed_pairs,0.4,18,321,1203,33,SparCC,0.1334142999505259,0.8811706811706812
schafer_phyllosphere_2022,distributed_pairs,0.4,18,321,1203,33,Mean rank,0.25754873309907234,0.9030821030821031
schafer_phyllosphere_2022,distributed_pairs,0.4,18,321,1203,33,SPIEC-EASI,0.02743142144638404,0.49914529914529915
schafer_phyllosphere_2022,taxon_panel,0.4,19,189,630,10,PLNNetwork,0.2205764411027569,0.6888709677419355
schafer_phyllosphere_2022,taxon_panel,0.4,19,189,630,10,Poisson GLMNet,0.08926869160100867,0.7558064516129033
schafer_phyllosphere_2022,taxon_panel,0.4,19,189,630,10,SparCC,0.12814801806776602,0.9290322580645162
schafer_phyllosphere_2022,taxon_panel,0.4,19,189,630,10,Mean rank,0.4070898134392411,0.9375806451612904
schafer_phyllosphere_2022,taxon_panel,0.4,19,189,630,10,SPIEC-EASI,0.015873015873015872,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,19,189,1335,34,PLNNetwork,0.09190582489880728,0.6314599629244473
schafer_phyllosphere_2022,distributed_pairs,0.4,19,189,1335,34,Poisson GLMNet,0.08708194557568322,0.6402088890898404
schafer_phyllosphere_2022,distributed_pairs,0.4,19,189,1335,34,SparCC,0.14054573013387264,0.901094180946783
schafer_phyllosphere_2022,distributed_pairs,0.4,19,189,1335,34,Mean rank,0.25804568586553533,0.9093909662250758
schafer_phyllosphere_2022,distributed_pairs,0.4,19,189,1335,34,SPIEC-EASI,0.02546816479400749,0.4992313604919293
schafer_phyllosphere_2022,taxon_panel,0.4,20,232,557,15,PLNNetwork,0.14141318100483097,0.7145141451414515
schafer_phyllosphere_2022,taxon_panel,0.4,20,232,557,15,Poisson GLMNet,0.0773077363933139,0.5915129151291513
schafer_phyllosphere_2022,taxon_panel,0.4,20,232,557,15,SparCC,0.14403392401398488,0.8921279212792128
schafer_phyllosphere_2022,taxon_panel,0.4,20,232,557,15,Mean rank,0.3227861235112651,0.9132841328413285
schafer_phyllosphere_2022,taxon_panel,0.4,20,232,557,15,SPIEC-EASI,0.026929982046678635,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,20,232,1292,28,PLNNetwork,0.07788205122763947,0.6438601943942134
schafer_phyllosphere_2022,distributed_pairs,0.4,20,232,1292,28,Poisson GLMNet,0.06815631900339497,0.6378842676311031
schafer_phyllosphere_2022,distributed_pairs,0.4,20,232,1292,28,SparCC,0.11384765814342314,0.8929136528028934
schafer_phyllosphere_2022,distributed_pairs,0.4,20,232,1292,28,Mean rank,0.23363894706452404,0.9001751808318265
schafer_phyllosphere_2022,distributed_pairs,0.4,20,232,1292,28,SPIEC-EASI,0.021671826625386997,0.49920886075949367
schafer_phyllosphere_2022,taxon_panel,0.4,21,235,559,10,PLNNetwork,0.16178608417286508,0.6856102003642986
schafer_phyllosphere_2022,taxon_panel,0.4,21,235,559,10,Poisson GLMNet,0.1227376472765406,0.7191256830601093
schafer_phyllosphere_2022,taxon_panel,0.4,21,235,559,10,SparCC,0.10494209657214483,0.8646630236794172
schafer_phyllosphere_2022,taxon_panel,0.4,21,235,559,10,Mean rank,0.28577800647225615,0.9398907103825137
schafer_phyllosphere_2022,taxon_panel,0.4,21,235,559,10,SPIEC-EASI,0.017889087656529516,0.4981785063752277
schafer_phyllosphere_2022,distributed_pairs,0.4,21,235,1289,37,PLNNetwork,0.09177433363925508,0.6315948536395821
schafer_phyllosphere_2022,distributed_pairs,0.4,21,235,1289,37,Poisson GLMNet,0.08959086853795217,0.6386754166306882
schafer_phyllosphere_2022,distributed_pairs,0.4,21,235,1289,37,SparCC,0.1420778074254834,0.8876824108453502
schafer_phyllosphere_2022,distributed_pairs,0.4,21,235,1289,37,Mean rank,0.25435991195686114,0.9056860374751748
schafer_phyllosphere_2022,distributed_pairs,0.4,21,235,1289,37,SPIEC-EASI,0.028704422032583398,0.4996006389776358
schafer_phyllosphere_2022,taxon_panel,0.4,22,278,488,4,PLNNetwork,0.02698087431693989,0.6100206611570248
schafer_phyllosphere_2022,taxon_panel,0.4,22,278,488,4,Poisson GLMNet,0.049135125361620055,0.7215909090909091
schafer_phyllosphere_2022,taxon_panel,0.4,22,278,488,4,SparCC,0.09283661740558292,0.9431818181818182
schafer_phyllosphere_2022,taxon_panel,0.4,22,278,488,4,Mean rank,0.10391194766194765,0.9571280991735538
schafer_phyllosphere_2022,taxon_panel,0.4,22,278,488,4,SPIEC-EASI,0.00819672131147541,0.5
schafer_phyllosphere_2022,distributed_pairs,0.4,22,278,1246,28,PLNNetwork,0.07551902652882422,0.609180741262022
schafer_phyllosphere_2022,distributed_pairs,0.4,22,278,1246,28,Poisson GLMNet,0.0840507206705263,0.6600838611306592
schafer_phyllosphere_2022,distributed_pairs,0.4,22,278,1246,28,SparCC,0.11564888100547274,0.8843244194229416
schafer_phyllosphere_2022,distributed_pairs,0.4,22,278,1246,28,Mean rank,0.23701301755300905,0.8976366408632419
schafer_phyllosphere_2022,distributed_pairs,0.4,22,278,1246,28,SPIEC-EASI,0.02247191011235955,0.4995894909688013
schafer_phyllosphere_2022,taxon_panel,0.4,23,237,564,19,PLNNetwork,0.16335652962192715,0.6233703524867213
