analysis_set,design,taxon_fraction,method,valid_repeats,mean_calibration_pairs,mean_auprc,sd_auprc,mean_auroc,sd_auroc
schafer_phyllosphere_2022,taxon_panel,0.2,Mean rank,191,62.717277486910994,0.23598184362444885,0.050873247319428876,0.9085349211046019,0.019172392895167065
schafer_phyllosphere_2022,taxon_panel,0.2,PLNNetwork,191,62.717277486910994,0.08392444500504695,0.023297498445815887,0.6273004113295549,0.0315815085845327
schafer_phyllosphere_2022,taxon_panel,0.2,Poisson GLMNet,191,62.717277486910994,0.09923799449272704,0.04896979209206394,0.642340154097262,0.06874779940458328
schafer_phyllosphere_2022,taxon_panel,0.2,SPIEC-EASI,191,62.717277486910994,0.024980305036394288,0.005489312520038785,0.49935837836651537,0.0003474176484429556
schafer_phyllosphere_2022,taxon_panel,0.2,SparCC,191,62.717277486910994,0.1339528522987409,0.02696634748017945,0.8893648086748084,0.01998005789329353
schafer_phyllosphere_2022,taxon_panel,0.4,Mean rank,200,244.47,0.2481865927537662,0.08561649405221222,0.9150888330385314,0.030576485834729456
schafer_phyllosphere_2022,taxon_panel,0.4,PLNNetwork,200,244.47,0.1002120872542287,0.055624104077019995,0.6235415403653979,0.05865626808372828
schafer_phyllosphere_2022,taxon_panel,0.4,Poisson GLMNet,200,244.47,0.13540829162040316,0.11306738094506853,0.6664733355505496,0.11713165283191686
schafer_phyllosphere_2022,taxon_panel,0.4,SPIEC-EASI,200,244.47,0.023624238909540064,0.009556241504246294,0.4993608521015702,0.0006427762895688456
schafer_phyllosphere_2022,taxon_panel,0.4,SparCC,200,244.47,0.14280464921520405,0.05415703968246647,0.8915093696836283,0.0373447590987364
schafer_phyllosphere_2022,taxon_panel,0.6,Mean rank,193,539.1813471502591,0.2961654274244632,0.16296582961171927,0.9148309105703978,0.04507314683503118
schafer_phyllosphere_2022,taxon_panel,0.6,PLNNetwork,193,539.1813471502591,0.14610053746431872,0.13532829041770778,0.6251317121658148,0.10468909133271934
schafer_phyllosphere_2022,taxon_panel,0.6,Poisson GLMNet,193,539.1813471502591,0.18350508290163217,0.1875005715199095,0.6632834247609991,0.15399535277681373
schafer_phyllosphere_2022,taxon_panel,0.6,SPIEC-EASI,193,539.1813471502591,0.026606959440062444,0.016787654915598915,0.4993059433276493,0.0011366598915176743
schafer_phyllosphere_2022,taxon_panel,0.6,SparCC,193,539.1813471502591,0.1944530067705866,0.13996275161675245,0.8968910229420254,0.06528837055932046
