analysis_set,repeat,fold,budget_label,budget_pairs,training_positives,training_neutrals,test_pairs,test_positives,selected_setting,supervised_auprc,onenet_auprc,auprc_difference,supervised_auroc,onenet_auroc
carlstrom_phyllosphere_2019,14,5,200,200,30,170,197,24,lambda=0.1,0.24320353841479522,0.15862007690347957,0.08458346151131566,0.6266859344894027,0.5009633911368016
carlstrom_phyllosphere_2019,14,5,500,500,61,439,197,24,lambda=0.1,0.2296461734031377,0.15862007690347957,0.07102609649965813,0.6529383429672447,0.5009633911368016
carlstrom_phyllosphere_2019,14,5,maximum,792,99,693,197,24,lambda=0.1,0.19625774253533887,0.15862007690347957,0.0376376656318593,0.6750963391136802,0.5009633911368016
carlstrom_phyllosphere_2019,15,1,10,10,0,10,198,25,lambda=0.01,0.1305255177638116,0.12222440621836364,0.008301111545447964,0.4751445086705202,0.46705202312138727
carlstrom_phyllosphere_2019,15,1,20,20,1,19,198,25,lambda=0.01,0.1305255177638116,0.12222440621836364,0.008301111545447964,0.4751445086705202,0.46705202312138727
carlstrom_phyllosphere_2019,15,1,50,50,3,47,198,25,lambda=10,0.1662485448952174,0.12222440621836364,0.04402413867685376,0.5149132947976879,0.46705202312138727
carlstrom_phyllosphere_2019,15,1,100,100,9,91,198,25,lambda=10,0.17156141317694718,0.12222440621836364,0.049337006958583535,0.5403468208092486,0.46705202312138727
carlstrom_phyllosphere_2019,15,1,200,200,19,181,198,25,lambda=0.1,0.31392227768493375,0.12222440621836364,0.1916978714665701,0.7095953757225434,0.46705202312138727
carlstrom_phyllosphere_2019,15,1,500,500,57,443,198,25,lambda=0.1,0.4139812336424012,0.12222440621836364,0.2917568274240375,0.806936416184971,0.46705202312138727
carlstrom_phyllosphere_2019,15,1,maximum,791,98,693,198,25,lambda=0.01,0.3659629264672645,0.12222440621836364,0.2437385202489009,0.784971098265896,0.46705202312138727
carlstrom_phyllosphere_2019,15,2,10,10,0,10,198,25,lambda=0.01,0.13036157990616776,0.11578359602993168,0.014577983876236073,0.46543352601156074,0.4615028901734104
carlstrom_phyllosphere_2019,15,2,20,20,0,20,198,25,lambda=0.01,0.13036157990616776,0.11578359602993168,0.014577983876236073,0.46543352601156074,0.4615028901734104
carlstrom_phyllosphere_2019,15,2,50,50,6,44,198,25,lambda=10,0.15317939098976857,0.11578359602993168,0.03739579495983689,0.49549132947976876,0.4615028901734104
carlstrom_phyllosphere_2019,15,2,100,100,13,87,198,25,lambda=0.01,0.26731959879969663,0.11578359602993168,0.15153600276976495,0.6078612716763006,0.4615028901734104
carlstrom_phyllosphere_2019,15,2,200,200,25,175,198,25,lambda=0.01,0.2994852921212969,0.11578359602993168,0.1837016960913652,0.6626589595375723,0.4615028901734104
carlstrom_phyllosphere_2019,15,2,500,500,60,440,198,25,lambda=0.1,0.2742310299880669,0.11578359602993168,0.15844743395813524,0.6744508670520232,0.4615028901734104
carlstrom_phyllosphere_2019,15,2,maximum,791,98,693,198,25,lambda=0.1,0.3126134782046622,0.11578359602993168,0.1968298821747305,0.6783815028901734,0.4615028901734104
carlstrom_phyllosphere_2019,15,3,10,10,1,9,198,25,lambda=0.01,0.14188552277080418,0.11761529735996322,0.024270225410840965,0.48901734104046246,0.4648554913294798
carlstrom_phyllosphere_2019,15,3,20,20,3,17,198,25,lambda=10,0.1589974255524071,0.11761529735996322,0.04138212819244387,0.5267052023121388,0.4648554913294798
carlstrom_phyllosphere_2019,15,3,50,50,6,44,198,25,lambda=0.01,0.2311041423393775,0.11761529735996322,0.11348884497941429,0.6913294797687861,0.4648554913294798
carlstrom_phyllosphere_2019,15,3,100,100,16,84,198,25,lambda=0.1,0.23253776801772527,0.11761529735996322,0.11492247065776205,0.6522543352601157,0.4648554913294798
carlstrom_phyllosphere_2019,15,3,200,200,27,173,198,25,lambda=0.1,0.20385546481341982,0.11761529735996322,0.0862401674534566,0.6774566473988439,0.4648554913294798
carlstrom_phyllosphere_2019,15,3,500,500,66,434,198,25,lambda=0.1,0.19911074813638935,0.11761529735996322,0.08149545077642613,0.6929479768786128,0.4648554913294798
carlstrom_phyllosphere_2019,15,3,maximum,791,98,693,198,25,lambda=0.01,0.2221589572808463,0.11761529735996322,0.10454365992088309,0.7098265895953757,0.4648554913294798
carlstrom_phyllosphere_2019,15,4,10,10,1,9,198,24,lambda=0.01,0.16683290018908747,0.12692548861375472,0.03990741157533276,0.5011973180076629,0.4104406130268199
carlstrom_phyllosphere_2019,15,4,20,20,2,18,198,24,lambda=10,0.16683290018908747,0.12692548861375472,0.03990741157533276,0.5011973180076629,0.4104406130268199
carlstrom_phyllosphere_2019,15,4,50,50,5,45,198,24,lambda=0.01,0.2008434334769656,0.12692548861375472,0.07391794486321088,0.603448275862069,0.4104406130268199
carlstrom_phyllosphere_2019,15,4,100,100,12,88,198,24,lambda=0.01,0.296546103822599,0.12692548861375472,0.16962061520884428,0.6664272030651341,0.4104406130268199
carlstrom_phyllosphere_2019,15,4,200,200,16,184,198,24,lambda=1,0.26070593937359254,0.12692548861375472,0.13378045075983783,0.6602011494252874,0.4104406130268199
carlstrom_phyllosphere_2019,15,4,500,500,57,443,198,24,lambda=0.01,0.2634466872067898,0.12692548861375472,0.1365211985930351,0.6800766283524905,0.4104406130268199
carlstrom_phyllosphere_2019,15,4,maximum,791,99,692,198,24,lambda=0.01,0.2772133910312527,0.12692548861375472,0.15028790241749798,0.6958812260536398,0.4104406130268199
carlstrom_phyllosphere_2019,15,5,10,10,3,7,197,24,lambda=10,0.1548728721709572,0.13290334418111452,0.02196952798984267,0.5879094412331407,0.5007225433526012
carlstrom_phyllosphere_2019,15,5,20,20,3,17,197,24,lambda=10,0.1355103498866293,0.13290334418111452,0.002607005705514781,0.553709055876686,0.5007225433526012
carlstrom_phyllosphere_2019,15,5,50,50,10,40,197,24,lambda=0.01,0.23078436571167346,0.13290334418111452,0.09788102153055894,0.6657032755298652,0.5007225433526012
carlstrom_phyllosphere_2019,15,5,100,100,15,85,197,24,lambda=0.1,0.21388468496496077,0.13290334418111452,0.08098134078384625,0.6216281310211946,0.5007225433526012
carlstrom_phyllosphere_2019,15,5,200,200,27,173,197,24,lambda=0.1,0.2280385012576323,0.13290334418111452,0.09513515707651779,0.6546242774566474,0.5007225433526012
carlstrom_phyllosphere_2019,15,5,500,500,61,439,197,24,lambda=0.01,0.22024360104844654,0.13290334418111452,0.08734025686733202,0.6567919075144508,0.5007225433526012
carlstrom_phyllosphere_2019,15,5,maximum,792,99,693,197,24,lambda=0.01,0.22161430629278178,0.13290334418111452,0.08871096211166726,0.6437861271676301,0.5007225433526012
carlstrom_phyllosphere_2019,16,1,10,10,2,8,198,25,lambda=10,0.12339075168386274,0.12254055222504287,0.0008501994588198669,0.45618497109826583,0.48647398843930645
carlstrom_phyllosphere_2019,16,1,20,20,2,18,198,25,lambda=10,0.12339075168386274,0.12254055222504287,0.0008501994588198669,0.45618497109826583,0.48647398843930645
carlstrom_phyllosphere_2019,16,1,50,50,5,45,198,25,lambda=10,0.1353035345310613,0.12254055222504287,0.012762982306018439,0.454335260115607,0.48647398843930645
carlstrom_phyllosphere_2019,16,1,100,100,11,89,198,25,lambda=10,0.12430007454882602,0.12254055222504287,0.0017595223237831525,0.46982658959537577,0.48647398843930645
carlstrom_phyllosphere_2019,16,1,200,200,23,177,198,25,lambda=0.01,0.1926035769860759,0.12254055222504287,0.07006302476103302,0.6339884393063584,0.48647398843930645
carlstrom_phyllosphere_2019,16,1,500,500,60,440,198,25,lambda=0.01,0.3626722336171916,0.12254055222504287,0.24013168139214872,0.7378034682080925,0.48647398843930645
carlstrom_phyllosphere_2019,16,1,maximum,791,98,693,198,25,lambda=0.1,0.3107221614612308,0.12254055222504287,0.1881816092361879,0.7426589595375722,0.48647398843930645
carlstrom_phyllosphere_2019,16,2,10,10,1,9,198,25,lambda=0.01,0.2224905705945879,0.14842309155376093,0.07406747904082697,0.5673988439306358,0.5043930635838151
carlstrom_phyllosphere_2019,16,2,20,20,3,17,198,25,lambda=10,0.26028482046135015,0.14842309155376093,0.11186172890758922,0.6291329479768787,0.5043930635838151
carlstrom_phyllosphere_2019,16,2,50,50,4,46,198,25,lambda=0.01,0.2390795433409133,0.14842309155376093,0.09065645178715237,0.5521387283236994,0.5043930635838151
carlstrom_phyllosphere_2019,16,2,100,100,15,85,198,25,lambda=0.01,0.14965736032150367,0.14842309155376093,0.001234268767742741,0.5495953757225434,0.5043930635838151
carlstrom_phyllosphere_2019,16,2,200,200,22,178,198,25,lambda=0.01,0.17627009913882902,0.14842309155376093,0.027847007585068084,0.6212716763005779,0.5043930635838151
carlstrom_phyllosphere_2019,16,2,500,500,54,446,198,25,lambda=0.1,0.23993449591465993,0.14842309155376093,0.091511404360899,0.6633526011560694,0.5043930635838151
carlstrom_phyllosphere_2019,16,2,maximum,791,98,693,198,25,lambda=0.1,0.2632000012804612,0.14842309155376093,0.1147769097267003,0.6763005780346821,0.5043930635838151
carlstrom_phyllosphere_2019,16,3,10,10,2,8,198,25,lambda=10,0.12651037381095961,0.11622305514381934,0.010287318667140277,0.49803468208092483,0.4253179190751445
carlstrom_phyllosphere_2019,16,3,20,20,3,17,198,25,lambda=10,0.15208708035807436,0.11622305514381934,0.035864025214255024,0.5928323699421965,0.4253179190751445
carlstrom_phyllosphere_2019,16,3,50,50,7,43,198,25,lambda=0.1,0.21601930648092332,0.11622305514381934,0.09979625133710399,0.6954913294797688,0.4253179190751445
carlstrom_phyllosphere_2019,16,3,100,100,15,85,198,25,lambda=0.1,0.2233584914879799,0.11622305514381934,0.10713543634416056,0.6820809248554913,0.4253179190751445
carlstrom_phyllosphere_2019,16,3,200,200,29,171,198,25,lambda=0.1,0.2579259102921273,0.11622305514381934,0.14170285514830797,0.7188439306358382,0.4253179190751445
carlstrom_phyllosphere_2019,16,3,500,500,59,441,198,25,lambda=0.1,0.2326377124822565,0.11622305514381934,0.11641465733843717,0.6917919075144509,0.4253179190751445
carlstrom_phyllosphere_2019,16,3,maximum,791,98,693,198,25,lambda=0.1,0.22921267367471373,0.11622305514381934,0.1129896185308944,0.7017341040462428,0.4253179190751445
carlstrom_phyllosphere_2019,16,4,10,10,2,8,198,24,lambda=10,0.13364151351718523,0.11127447317887042,0.02236704033831481,0.5002394636015326,0.4465996168582375
carlstrom_phyllosphere_2019,16,4,20,20,3,17,198,24,lambda=10,0.1473772812541278,0.11127447317887042,0.036102808075257384,0.5682471264367817,0.4465996168582375
carlstrom_phyllosphere_2019,16,4,50,50,6,44,198,24,lambda=0.1,0.20205064101481418,0.11127447317887042,0.09077616783594376,0.6920498084291188,0.4465996168582375
carlstrom_phyllosphere_2019,16,4,100,100,11,89,198,24,lambda=0.01,0.21653144567765964,0.11127447317887042,0.10525697249878922,0.5938697318007663,0.4465996168582375
carlstrom_phyllosphere_2019,16,4,200,200,20,180,198,24,lambda=0.1,0.26815455053981774,0.11127447317887042,0.15688007736094733,0.6602011494252874,0.4465996168582375
carlstrom_phyllosphere_2019,16,4,500,500,64,436,198,24,lambda=0.1,0.2802594450170604,0.11127447317887042,0.16898497183819,0.6934865900383141,0.4465996168582375
carlstrom_phyllosphere_2019,16,4,maximum,791,99,692,198,24,lambda=0.1,0.32010276917640523,0.11127447317887042,0.20882829599753483,0.6989942528735632,0.4465996168582375
carlstrom_phyllosphere_2019,16,5,10,10,0,10,197,24,lambda=0.01,0.10060747729516557,0.10687661933439063,-0.006269142039225059,0.3477842003853564,0.4531551059730251
carlstrom_phyllosphere_2019,16,5,20,20,2,18,197,24,lambda=10,0.10060747729516557,0.10687661933439063,-0.006269142039225059,0.3477842003853564,0.4531551059730251
carlstrom_phyllosphere_2019,16,5,50,50,7,43,197,24,lambda=0.1,0.19520812017448297,0.10687661933439063,0.08833150084009234,0.6823217726396917,0.4531551059730251
carlstrom_phyllosphere_2019,16,5,100,100,14,86,197,24,lambda=0.1,0.20427902906643772,0.10687661933439063,0.09740240973204708,0.6570327552986512,0.4531551059730251
carlstrom_phyllosphere_2019,16,5,200,200,25,175,197,24,lambda=10,0.10876332200207743,0.10687661933439063,0.0018867026676867987,0.3911368015414258,0.4531551059730251
carlstrom_phyllosphere_2019,16,5,500,500,70,430,197,24,lambda=0.01,0.3110756093648704,0.10687661933439063,0.20419899003047975,0.7215799614643545,0.4531551059730251
carlstrom_phyllosphere_2019,16,5,maximum,792,99,693,197,24,lambda=0.1,0.299313734708426,0.10687661933439063,0.19243711537403535,0.7153179190751445,0.4531551059730251
carlstrom_phyllosphere_2019,17,1,10,10,0,10,198,25,lambda=0.01,0.12642673475590033,0.1069196825050096,0.019507052250890722,0.5012716763005781,0.42832369942196535
carlstrom_phyllosphere_2019,17,1,20,20,3,17,198,25,lambda=10,0.14944495092971344,0.1069196825050096,0.04252526842470383,0.5176878612716762,0.42832369942196535
carlstrom_phyllosphere_2019,17,1,50,50,8,42,198,25,lambda=0.01,0.1549339738024094,0.1069196825050096,0.048014291297399786,0.5553757225433527,0.42832369942196535
carlstrom_phyllosphere_2019,17,1,100,100,15,85,198,25,lambda=0.01,0.14961769355745863,0.1069196825050096,0.042698011052449025,0.5445086705202312,0.42832369942196535
carlstrom_phyllosphere_2019,17,1,200,200,30,170,198,25,lambda=0.01,0.19586984136532906,0.1069196825050096,0.08895015886031946,0.6446242774566474,0.42832369942196535
carlstrom_phyllosphere_2019,17,1,500,500,68,432,198,25,lambda=0.1,0.2830794369717391,0.1069196825050096,0.1761597544667295,0.7070520231213873,0.42832369942196535
carlstrom_phyllosphere_2019,17,1,maximum,791,98,693,198,25,lambda=0.1,0.28366961809791635,0.1069196825050096,0.17674993559290675,0.7010404624277458,0.42832369942196535
carlstrom_phyllosphere_2019,17,2,10,10,2,8,198,25,lambda=10,0.12488005537826392,0.14355922235131213,-0.01867916697304821,0.4915606936416186,0.5315606936416186
carlstrom_phyllosphere_2019,17,2,20,20,2,18,198,25,lambda=10,0.12488005537826392,0.14355922235131213,-0.01867916697304821,0.4915606936416186,0.5315606936416186
carlstrom_phyllosphere_2019,17,2,50,50,5,45,198,25,lambda=0.1,0.19633271996789436,0.14355922235131213,0.05277349761658223,0.5489017341040462,0.5315606936416186
carlstrom_phyllosphere_2019,17,2,100,100,14,86,198,25,lambda=0.1,0.169262250208609,0.14355922235131213,0.025703027857296862,0.5754913294797688,0.5315606936416186
carlstrom_phyllosphere_2019,17,2,200,200,24,176,198,25,lambda=0.1,0.20339669494250062,0.14355922235131213,0.05983747259118849,0.5845086705202313,0.5315606936416186
carlstrom_phyllosphere_2019,17,2,500,500,66,434,198,25,lambda=0.1,0.21342110002561676,0.14355922235131213,0.06986187767430463,0.6263583815028901,0.5315606936416186
carlstrom_phyllosphere_2019,17,2,maximum,791,98,693,198,25,lambda=0.1,0.21056122516510395,0.14355922235131213,0.06700200281379182,0.6395375722543353,0.5315606936416186
carlstrom_phyllosphere_2019,17,3,10,10,0,10,198,25,lambda=0.01,0.17618827797090228,0.15449243520066552,0.021695842770236756,0.5183815028901735,0.4559537572254335
carlstrom_phyllosphere_2019,17,3,20,20,2,18,198,25,lambda=10,0.17618827797090228,0.15449243520066552,0.021695842770236756,0.5183815028901735,0.4559537572254335
carlstrom_phyllosphere_2019,17,3,50,50,8,42,198,25,lambda=0.1,0.2363647364951892,0.15449243520066552,0.08187230129452366,0.6298265895953757,0.4559537572254335
carlstrom_phyllosphere_2019,17,3,100,100,16,84,198,25,lambda=10,0.17783038655921685,0.15449243520066552,0.023337951358551323,0.5549132947976878,0.4559537572254335
carlstrom_phyllosphere_2019,17,3,200,200,30,170,198,25,lambda=1,0.2595846329911882,0.15449243520066552,0.1050921977905227,0.6964161849710983,0.4559537572254335
carlstrom_phyllosphere_2019,17,3,500,500,67,433,198,25,lambda=0.01,0.2562789310697797,0.15449243520066552,0.1017864958691142,0.6638150289017342,0.4559537572254335
carlstrom_phyllosphere_2019,17,3,maximum,791,98,693,198,25,lambda=0.01,0.29783222149140703,0.15449243520066552,0.1433397862907415,0.6709826589595376,0.4559537572254335
carlstrom_phyllosphere_2019,17,4,10,10,0,10,198,24,lambda=0.01,0.16094252370673787,0.11999310210468767,0.0409494216020502,0.4602490421455939,0.5111350574712644
carlstrom_phyllosphere_2019,17,4,20,20,0,20,198,24,lambda=0.01,0.16094252370673787,0.11999310210468767,0.0409494216020502,0.4602490421455939,0.5111350574712644
carlstrom_phyllosphere_2019,17,4,50,50,3,47,198,24,lambda=10,0.13840257162638786,0.11999310210468767,0.018409469521700195,0.5287356321839081,0.5111350574712644
carlstrom_phyllosphere_2019,17,4,100,100,10,90,198,24,lambda=0.01,0.21670688965169752,0.11999310210468767,0.09671378754700985,0.673132183908046,0.5111350574712644
carlstrom_phyllosphere_2019,17,4,200,200,28,172,198,24,lambda=0.01,0.26071466862100057,0.11999310210468767,0.1407215665163129,0.7670019157088123,0.5111350574712644
carlstrom_phyllosphere_2019,17,4,500,500,65,435,198,24,lambda=0.01,0.3668087352604011,0.11999310210468767,0.24681563315571342,0.7552681992337165,0.5111350574712644
carlstrom_phyllosphere_2019,17,4,maximum,791,99,692,198,24,lambda=0.01,0.3995476622946358,0.11999310210468767,0.2795545601899481,0.7770593869731801,0.5111350574712644
carlstrom_phyllosphere_2019,17,5,10,10,0,10,197,24,lambda=0.01,0.10413565745901361,0.10231183215778253,0.0018238253012310829,0.39908477842003853,0.3848747591522158
carlstrom_phyllosphere_2019,17,5,20,20,1,19,197,24,lambda=0.01,0.10413565745901361,0.10231183215778253,0.0018238253012310829,0.39908477842003853,0.3848747591522158
carlstrom_phyllosphere_2019,17,5,50,50,1,49,197,24,lambda=0.01,0.10413565745901361,0.10231183215778253,0.0018238253012310829,0.39908477842003853,0.3848747591522158
carlstrom_phyllosphere_2019,17,5,100,100,4,96,197,24,lambda=1,0.11027932583085882,0.10231183215778253,0.007967493673076295,0.4621868978805395,0.3848747591522158
carlstrom_phyllosphere_2019,17,5,200,200,23,177,197,24,lambda=0.1,0.23194965893843295,0.10231183215778253,0.12963782678065042,0.7090558766859345,0.3848747591522158
carlstrom_phyllosphere_2019,17,5,500,500,66,434,197,24,lambda=0.01,0.3764943506652464,0.10231183215778253,0.2741825185074639,0.7444605009633911,0.3848747591522158
carlstrom_phyllosphere_2019,17,5,maximum,792,99,693,197,24,lambda=0.1,0.2843569245845533,0.10231183215778253,0.18204509242677078,0.75626204238921,0.3848747591522158
carlstrom_phyllosphere_2019,18,1,10,10,0,10,198,25,lambda=0.01,0.11891474915766634,0.10865125915117003,0.010263490006496304,0.44855491329479774,0.413757225433526
carlstrom_phyllosphere_2019,18,1,20,20,2,18,198,25,lambda=10,0.11891474915766634,0.10865125915117003,0.010263490006496304,0.44855491329479774,0.413757225433526
carlstrom_phyllosphere_2019,18,1,50,50,6,44,198,25,lambda=10,0.11618006752671704,0.10865125915117003,0.007528808375547008,0.4430057803468208,0.413757225433526
carlstrom_phyllosphere_2019,18,1,100,100,11,89,198,25,lambda=10,0.12941119527600148,0.10865125915117003,0.020759936124831443,0.47884393063583813,0.413757225433526
carlstrom_phyllosphere_2019,18,1,200,200,26,174,198,25,lambda=0.01,0.2189969331429702,0.10865125915117003,0.11034567399180016,0.7186127167630058,0.413757225433526
carlstrom_phyllosphere_2019,18,1,500,500,62,438,198,25,lambda=0.1,0.22460063435294955,0.10865125915117003,0.11594937520177952,0.7102890173410406,0.413757225433526
carlstrom_phyllosphere_2019,18,1,maximum,791,98,693,198,25,lambda=0.1,0.24153216894389598,0.10865125915117003,0.13288090979272593,0.7190751445086705,0.413757225433526
carlstrom_phyllosphere_2019,18,2,10,10,0,10,198,25,lambda=0.01,0.18398191657212176,0.17278831666652894,0.011193599905592821,0.5720231213872833,0.5453179190751445
carlstrom_phyllosphere_2019,18,2,20,20,0,20,198,25,lambda=0.01,0.18398191657212176,0.17278831666652894,0.011193599905592821,0.5720231213872833,0.5453179190751445
carlstrom_phyllosphere_2019,18,2,50,50,5,45,198,25,lambda=0.01,0.16185559112449657,0.17278831666652894,-0.010932725542032368,0.5489017341040462,0.5453179190751445
carlstrom_phyllosphere_2019,18,2,100,100,11,89,198,25,lambda=0.01,0.1626761951047318,0.17278831666652894,-0.010112121561797138,0.5546820809248555,0.5453179190751445
carlstrom_phyllosphere_2019,18,2,200,200,21,179,198,25,lambda=0.1,0.1436604458032879,0.17278831666652894,-0.029127870863241034,0.5604624277456647,0.5453179190751445
carlstrom_phyllosphere_2019,18,2,500,500,53,447,198,25,lambda=0.1,0.1775696471470603,0.17278831666652894,0.004781330480531365,0.6152601156069364,0.5453179190751445
carlstrom_phyllosphere_2019,18,2,maximum,791,98,693,198,25,lambda=0.01,0.22036764365170317,0.17278831666652894,0.047579326985174225,0.6305202312138728,0.5453179190751445
carlstrom_phyllosphere_2019,18,3,10,10,2,8,198,25,lambda=10,0.14362786947176417,0.11213287753297194,0.03149499193879224,0.45849710982658964,0.4301734104046243
carlstrom_phyllosphere_2019,18,3,20,20,3,17,198,25,lambda=10,0.16709816522835488,0.11213287753297194,0.05496528769538295,0.5151445086705202,0.4301734104046243
carlstrom_phyllosphere_2019,18,3,50,50,5,45,198,25,lambda=0.01,0.2534492768604909,0.11213287753297194,0.14131639932751897,0.6154913294797688,0.4301734104046243
carlstrom_phyllosphere_2019,18,3,100,100,11,89,198,25,lambda=1,0.24098879700506978,0.11213287753297194,0.12885591947209785,0.6767630057803469,0.4301734104046243
carlstrom_phyllosphere_2019,18,3,200,200,19,181,198,25,lambda=0.01,0.22234267517912704,0.11213287753297194,0.1102097976461551,0.6261271676300578,0.4301734104046243
carlstrom_phyllosphere_2019,18,3,500,500,52,448,198,25,lambda=0.1,0.32003124509781944,0.11213287753297194,0.2078983675648475,0.7692485549132948,0.4301734104046243
carlstrom_phyllosphere_2019,18,3,maximum,791,98,693,198,25,lambda=0.01,0.27748109629759127,0.11213287753297194,0.16534821876461933,0.7415028901734104,0.4301734104046243
carlstrom_phyllosphere_2019,18,4,10,10,1,9,198,24,lambda=0.01,0.14241767405977615,0.12645700418856715,0.015960669871209004,0.4202586206896552,0.48275862068965514
carlstrom_phyllosphere_2019,18,4,20,20,2,18,198,24,lambda=10,0.14241767405977615,0.12645700418856715,0.015960669871209004,0.4202586206896552,0.48275862068965514
carlstrom_phyllosphere_2019,18,4,50,50,9,41,198,24,lambda=1,0.43068662855177237,0.12645700418856715,0.3042296243632052,0.7078544061302682,0.48275862068965514
carlstrom_phyllosphere_2019,18,4,100,100,13,87,198,24,lambda=0.1,0.36808045041465454,0.12645700418856715,0.2416234462260874,0.694683908045977,0.48275862068965514
carlstrom_phyllosphere_2019,18,4,200,200,25,175,198,24,lambda=0.01,0.3037034910424116,0.12645700418856715,0.17724648685384448,0.70522030651341,0.48275862068965514
carlstrom_phyllosphere_2019,18,4,500,500,61,439,198,24,lambda=0.1,0.36712425422390005,0.12645700418856715,0.2406672500353329,0.7734674329501916,0.48275862068965514
carlstrom_phyllosphere_2019,18,4,maximum,791,99,692,198,24,lambda=0.1,0.3615575343074017,0.12645700418856715,0.23510053011883453,0.7722701149425287,0.48275862068965514
carlstrom_phyllosphere_2019,18,5,10,10,2,8,197,24,lambda=10,0.11567849683980035,0.11014628051179509,0.005532216328005254,0.46917148362235067,0.4559248554913295
carlstrom_phyllosphere_2019,18,5,20,20,5,15,197,24,lambda=10,0.11115269396314738,0.11014628051179509,0.0010064134513522865,0.4511078998073218,0.4559248554913295
carlstrom_phyllosphere_2019,18,5,50,50,8,42,197,24,lambda=1,0.18415497954698543,0.11014628051179509,0.07400869903519033,0.6372832369942196,0.4559248554913295
carlstrom_phyllosphere_2019,18,5,100,100,16,84,197,24,lambda=0.1,0.2074771856267276,0.11014628051179509,0.0973309051149325,0.6327071290944124,0.4559248554913295
carlstrom_phyllosphere_2019,18,5,200,200,26,174,197,24,lambda=0.1,0.2570950360714225,0.11014628051179509,0.1469487555596274,0.6404142581888247,0.4559248554913295
carlstrom_phyllosphere_2019,18,5,500,500,60,440,197,24,lambda=0.1,0.2937551112168473,0.11014628051179509,0.18360883070505218,0.672447013487476,0.4559248554913295
carlstrom_phyllosphere_2019,18,5,maximum,792,99,693,197,24,lambda=0.1,0.28631927750357317,0.11014628051179509,0.17617299699177807,0.6678709055876686,0.4559248554913295
carlstrom_phyllosphere_2019,19,1,10,10,3,7,198,25,lambda=10,0.1349968930442219,0.11129438462917321,0.0237025084150487,0.5539884393063583,0.44416184971098266
carlstrom_phyllosphere_2019,19,1,20,20,6,14,198,25,lambda=0.01,0.2536390893327737,0.11129438462917321,0.14234470470360047,0.584971098265896,0.44416184971098266
carlstrom_phyllosphere_2019,19,1,50,50,13,37,198,25,lambda=0.1,0.2731543379147592,0.11129438462917321,0.16185995328558597,0.6561849710982659,0.44416184971098266
carlstrom_phyllosphere_2019,19,1,100,100,16,84,198,25,lambda=0.01,0.2767492280018476,0.11129438462917321,0.16545484337267438,0.6568786127167631,0.44416184971098266
carlstrom_phyllosphere_2019,19,1,200,200,27,173,198,25,lambda=0.1,0.2829804285046547,0.11129438462917321,0.1716860438754815,0.6543352601156069,0.44416184971098266
carlstrom_phyllosphere_2019,19,1,500,500,68,432,198,25,lambda=0.01,0.2709290749421996,0.11129438462917321,0.15963469031302638,0.6744508670520231,0.44416184971098266
carlstrom_phyllosphere_2019,19,1,maximum,791,98,693,198,25,lambda=0.01,0.246442073466265,0.11129438462917321,0.1351476888370918,0.6654335260115607,0.44416184971098266
carlstrom_phyllosphere_2019,19,2,10,10,3,7,198,25,lambda=10,0.15670762257364235,0.1178648082351634,0.03884281433847894,0.5606936416184972,0.4773410404624277
carlstrom_phyllosphere_2019,19,2,20,20,4,16,198,25,lambda=1,0.13280339409332215,0.1178648082351634,0.014938585858158743,0.42982658959537573,0.4773410404624277
carlstrom_phyllosphere_2019,19,2,50,50,9,41,198,25,lambda=1,0.20117169181915212,0.1178648082351634,0.08330688358398872,0.6640462427745665,0.4773410404624277
carlstrom_phyllosphere_2019,19,2,100,100,11,89,198,25,lambda=0.1,0.196745660283972,0.1178648082351634,0.0788808520488086,0.6423121387283237,0.4773410404624277
carlstrom_phyllosphere_2019,19,2,200,200,23,177,198,25,lambda=0.1,0.2240051478284962,0.1178648082351634,0.1061403395933328,0.629364161849711,0.4773410404624277
carlstrom_phyllosphere_2019,19,2,500,500,60,440,198,25,lambda=0.01,0.23317638153970965,0.1178648082351634,0.11531157330454625,0.6864739884393063,0.4773410404624277
carlstrom_phyllosphere_2019,19,2,maximum,791,98,693,198,25,lambda=0.1,0.2668807543932349,0.1178648082351634,0.14901594615807148,0.7102890173410406,0.4773410404624277
carlstrom_phyllosphere_2019,19,3,10,10,1,9,198,25,lambda=0.01,0.21040058293437414,0.23269806570218485,-0.02229748276781071,0.5227745664739886,0.5523699421965318
carlstrom_phyllosphere_2019,19,3,20,20,1,19,198,25,lambda=0.01,0.21040058293437414,0.23269806570218485,-0.02229748276781071,0.5227745664739886,0.5523699421965318
carlstrom_phyllosphere_2019,19,3,50,50,3,47,198,25,lambda=10,0.2835191002533431,0.23269806570218485,0.050821034551158245,0.5979190751445087,0.5523699421965318
carlstrom_phyllosphere_2019,19,3,100,100,8,92,198,25,lambda=10,0.22588244140705716,0.23269806570218485,-0.006815624295127692,0.5865895953757225,0.5523699421965318
carlstrom_phyllosphere_2019,19,3,200,200,21,179,198,25,lambda=0.1,0.38312837141650363,0.23269806570218485,0.15043030571431878,0.7396531791907515,0.5523699421965318
carlstrom_phyllosphere_2019,19,3,500,500,55,445,198,25,lambda=0.1,0.2776152295798748,0.23269806570218485,0.04491716387768993,0.6568786127167631,0.5523699421965318
carlstrom_phyllosphere_2019,19,3,maximum,791,98,693,198,25,lambda=0.1,0.24371763098261626,0.23269806570218485,0.01101956528043141,0.6973410404624278,0.5523699421965318
