"dataset","taxon_1","taxon_2","onenet_score"
"schafer_phyllosphere_2022","Leaf187","Leaf456",0.0833333333333333
"schafer_phyllosphere_2022","Leaf289","Leaf456",0.0611111111111111
"schafer_phyllosphere_2022","Leaf466","Leaf456",0.172222222222222
"schafer_phyllosphere_2022","Leaf3","Leaf456",0.305555555555556
"schafer_phyllosphere_2022","Leaf339","Leaf456",0.25
"schafer_phyllosphere_2022","Leaf5","Leaf456",0.122222222222222
"schafer_phyllosphere_2022","Leaf371","Leaf225",0.1
"schafer_phyllosphere_2022","Leaf405","Leaf225",0.0111111111111111
"schafer_phyllosphere_2022","Leaf313","Leaf225",0.0333333333333333
"schafer_phyllosphere_2022","Leaf220","Leaf225",0.0388888888888889
"schafer_phyllosphere_2022","Leaf33","Leaf225",0.0222222222222222
"schafer_phyllosphere_2022","Leaf245","Leaf225",0.0444444444444444
"schafer_phyllosphere_2022","Leaf285","Leaf225",0.0444444444444444
"schafer_phyllosphere_2022","Leaf88","Leaf225",0.261111111111111
"schafer_phyllosphere_2022","Leaf67","Leaf225",0.0388888888888889
"schafer_phyllosphere_2022","Leaf314","Leaf225",0.0444444444444444
"schafer_phyllosphere_2022","Leaf87","Leaf225",0.172222222222222
"schafer_phyllosphere_2022","Leaf299","Leaf225",0.0222222222222222
"schafer_phyllosphere_2022","Leaf129","Leaf225",0.177777777777778
"schafer_phyllosphere_2022","Leaf427","Leaf225",0.211111111111111
"schafer_phyllosphere_2022","Leaf41","Leaf225",0.0222222222222222
"schafer_phyllosphere_2022","Leaf185","Leaf225",0.05
"schafer_phyllosphere_2022","Leaf61","Leaf225",0.0777777777777778
"schafer_phyllosphere_2022","Leaf187","Leaf225",0.0444444444444444
"schafer_phyllosphere_2022","Leaf289","Leaf225",0.0222222222222222
"schafer_phyllosphere_2022","Leaf466","Leaf225",0.0166666666666667
"schafer_phyllosphere_2022","Leaf3","Leaf225",0.1
"schafer_phyllosphere_2022","Leaf339","Leaf225",0.0888888888888889
"schafer_phyllosphere_2022","Leaf5","Leaf225",0.111111111111111
"schafer_phyllosphere_2022","Leaf456","Leaf225",0.4
"schafer_phyllosphere_2022","Leaf371","Leaf2",0.1
"schafer_phyllosphere_2022","Leaf405","Leaf2",0.0388888888888889
"schafer_phyllosphere_2022","Leaf313","Leaf2",0.0388888888888889
"schafer_phyllosphere_2022","Leaf220","Leaf2",0.233333333333333
"schafer_phyllosphere_2022","Leaf33","Leaf2",0.188888888888889
"schafer_phyllosphere_2022","Leaf245","Leaf2",0.0555555555555556
"schafer_phyllosphere_2022","Leaf285","Leaf2",0.105555555555556
"schafer_phyllosphere_2022","Leaf88","Leaf2",0.161111111111111
"schafer_phyllosphere_2022","Leaf67","Leaf2",0.122222222222222
"schafer_phyllosphere_2022","Leaf314","Leaf2",0.0222222222222222
"schafer_phyllosphere_2022","Leaf87","Leaf2",0.161111111111111
"schafer_phyllosphere_2022","Leaf299","Leaf2",0.222222222222222
"schafer_phyllosphere_2022","Leaf129","Leaf2",0.161111111111111
"schafer_phyllosphere_2022","Leaf427","Leaf2",0.177777777777778
"schafer_phyllosphere_2022","Leaf41","Leaf2",0.111111111111111
"schafer_phyllosphere_2022","Leaf185","Leaf2",0.144444444444444
"schafer_phyllosphere_2022","Leaf61","Leaf2",0.361111111111111
"schafer_phyllosphere_2022","Leaf187","Leaf2",0.15
"schafer_phyllosphere_2022","Leaf289","Leaf2",0.133333333333333
"schafer_phyllosphere_2022","Leaf466","Leaf2",0.172222222222222
"schafer_phyllosphere_2022","Leaf3","Leaf2",0.0611111111111111
"schafer_phyllosphere_2022","Leaf339","Leaf2",0.0388888888888889
"schafer_phyllosphere_2022","Leaf5","Leaf2",0.233333333333333
"schafer_phyllosphere_2022","Leaf456","Leaf2",0.0277777777777778
"schafer_phyllosphere_2022","Leaf225","Leaf2",0.0833333333333333
"schafer_phyllosphere_2022","Leaf371","Leaf68",0.505555555555556
"schafer_phyllosphere_2022","Leaf405","Leaf68",0.0166666666666667
"schafer_phyllosphere_2022","Leaf313","Leaf68",0.0277777777777778
"schafer_phyllosphere_2022","Leaf220","Leaf68",0.222222222222222
"schafer_phyllosphere_2022","Leaf33","Leaf68",0.0555555555555556
"schafer_phyllosphere_2022","Leaf245","Leaf68",0.0833333333333333
"schafer_phyllosphere_2022","Leaf285","Leaf68",0.0277777777777778
"schafer_phyllosphere_2022","Leaf88","Leaf68",0.0277777777777778
"schafer_phyllosphere_2022","Leaf67","Leaf68",0.0333333333333333
"schafer_phyllosphere_2022","Leaf314","Leaf68",0.183333333333333
"schafer_phyllosphere_2022","Leaf87","Leaf68",0.261111111111111
"schafer_phyllosphere_2022","Leaf299","Leaf68",0.172222222222222
"schafer_phyllosphere_2022","Leaf129","Leaf68",0.333333333333333
"schafer_phyllosphere_2022","Leaf427","Leaf68",0.422222222222222
"schafer_phyllosphere_2022","Leaf41","Leaf68",0.0388888888888889
"schafer_phyllosphere_2022","Leaf185","Leaf68",0.0333333333333333
"schafer_phyllosphere_2022","Leaf61","Leaf68",0.15
"schafer_phyllosphere_2022","Leaf187","Leaf68",0.0333333333333333
"schafer_phyllosphere_2022","Leaf289","Leaf68",0.0222222222222222
"schafer_phyllosphere_2022","Leaf466","Leaf68",0.0277777777777778
"schafer_phyllosphere_2022","Leaf3","Leaf68",0.1
"schafer_phyllosphere_2022","Leaf339","Leaf68",0.161111111111111
"schafer_phyllosphere_2022","Leaf5","Leaf68",0.1
"schafer_phyllosphere_2022","Leaf456","Leaf68",0.161111111111111
"schafer_phyllosphere_2022","Leaf225","Leaf68",0.338888888888889
"schafer_phyllosphere_2022","Leaf2","Leaf68",0.188888888888889
"schafer_phyllosphere_2022","Leaf371","Leaf99",0.0277777777777778
"schafer_phyllosphere_2022","Leaf405","Leaf99",0.0166666666666667
"schafer_phyllosphere_2022","Leaf313","Leaf99",0
"schafer_phyllosphere_2022","Leaf220","Leaf99",0.0166666666666667
"schafer_phyllosphere_2022","Leaf33","Leaf99",0.0166666666666667
"schafer_phyllosphere_2022","Leaf245","Leaf99",0.0166666666666667
"schafer_phyllosphere_2022","Leaf285","Leaf99",0.0444444444444444
"schafer_phyllosphere_2022","Leaf88","Leaf99",0.211111111111111
"schafer_phyllosphere_2022","Leaf67","Leaf99",0.0111111111111111
"schafer_phyllosphere_2022","Leaf314","Leaf99",0.116666666666667
"schafer_phyllosphere_2022","Leaf87","Leaf99",0.75
"schafer_phyllosphere_2022","Leaf299","Leaf99",0.0222222222222222
"schafer_phyllosphere_2022","Leaf129","Leaf99",0.0611111111111111
"schafer_phyllosphere_2022","Leaf427","Leaf99",0.0166666666666667
"schafer_phyllosphere_2022","Leaf41","Leaf99",0.0444444444444444
"schafer_phyllosphere_2022","Leaf185","Leaf99",0.0111111111111111
"schafer_phyllosphere_2022","Leaf61","Leaf99",0.0222222222222222
"schafer_phyllosphere_2022","Leaf187","Leaf99",0.0111111111111111
"schafer_phyllosphere_2022","Leaf289","Leaf99",0.0333333333333333
"schafer_phyllosphere_2022","Leaf466","Leaf99",0.166666666666667
"schafer_phyllosphere_2022","Leaf3","Leaf99",0.111111111111111
"schafer_phyllosphere_2022","Leaf339","Leaf99",0.0888888888888889
"schafer_phyllosphere_2022","Leaf5","Leaf99",0.0611111111111111
"schafer_phyllosphere_2022","Leaf456","Leaf99",0.0888888888888889
"schafer_phyllosphere_2022","Leaf225","Leaf99",0.127777777777778
"schafer_phyllosphere_2022","Leaf2","Leaf99",0.261111111111111
"schafer_phyllosphere_2022","Leaf68","Leaf99",0.1
"schafer_phyllosphere_2022","Leaf371","Leaf76",0.0388888888888889
"schafer_phyllosphere_2022","Leaf405","Leaf76",0.122222222222222
"schafer_phyllosphere_2022","Leaf313","Leaf76",0.0722222222222222
"schafer_phyllosphere_2022","Leaf220","Leaf76",0.4
"schafer_phyllosphere_2022","Leaf33","Leaf76",0.0222222222222222
"schafer_phyllosphere_2022","Leaf245","Leaf76",0.00555555555555556
"schafer_phyllosphere_2022","Leaf285","Leaf76",0.0111111111111111
"schafer_phyllosphere_2022","Leaf88","Leaf76",0.0166666666666667
"schafer_phyllosphere_2022","Leaf67","Leaf76",0.00555555555555556
"schafer_phyllosphere_2022","Leaf314","Leaf76",0.222222222222222
